ID_da_instituicao	nome_da_instituicao	ID_da_microregiao	ID_da_mesoregiao	ID_do_estado	Publicacoes_Disciplina_Biologia	Publicacoes_Disciplina_Biotecnologia	Publicacoes_Disciplina_Especialidades_Medicas	Publicacoes_Disciplina_Engenharias_Civil_Mecanica_e_Quimica	Publicacoes_Disciplina_Quimica	Publicacoes_Disciplina_Ciencias_da_Natureza	Publicacoes_Disciplina_Engenharia_Eletrica_e_Ciencias_da_Computacao	Publicacoes_Disciplina_Pesquisas_Neurologicas	Publicacoes_Disciplina_Humanas	Publicacoes_Disciplina_Doencas_Infecciosas	Publicacoes_Disciplina_Matematica_e_Fisica	Publicacoes_Disciplina_Profissionais_da_Saude	Publicacoes_Disciplina_Ciencias_Sociais	Total_Publicacoes
000200000993	INSTITUTO DE MEDICINA INTEGRAL PROF FERNANDO FIGUEIRA	26017	2605	26	27	11	58	17	14	8	7	21	1	21	15	40	15	255
029100000000	UNIVERSIDADE FEDERAL DA BAHIA	29021	2905	29	24	9	44	26	23	10	9	18	2	21	14	37	12	249
008000000006	UNIVERSIDADE ESTADUAL DE LONDRINA	41011	4103	41	25	6	32	10	19	1	5	9	2	16	8	25	8	166
008900000002	UNIVERSIDADE FEDERAL DO CEARA	23016	2303	23	22	8	37	32	23	5	20	16	1	20	16	27	10	237
004400000000	UNIVERSIDADE FEDERAL DO PARA	27005	2702	27	27	7	26	18	19	9	14	10	0	18	11	14	10	183
080400000006	UNIVERSIDADE FEDERAL DE JUIZ DE FORA	31065	3112	31	21	2	24	16	20	2	15	7	1	14	12	23	11	168
117700000004	UNIVERSIDADE DO GRANDE RIO	33018	3306	33	2	0	6	0	2	0	2	0	0	5	0	6	2	25
038400000005	HOSPITAL DE CLINICAS DE PORTO ALEGRE	43026	4305	43	2	7	55	1	3	0	0	23	1	13	0	35	4	144
004100000005	CENTRO NACIONAL DE PESQUISA EM ENERGIA E MATERIAIS	35032	3507	35	17	6	22	13	20	9	2	7	0	15	12	9	1	133
006200000003	UNIVERSIDADE FEDERAL DE SAO PAULO	35061	3515	35	24	10	65	16	26	9	9	26	1	23	15	51	15	290
000500000999	CARDIOCENTRO CLINICA DE DOENCAS DO CORACAO	24018	2404	24	12	8	33	9	16	2	2	15	0	17	4	16	6	140
033000000007	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	35026	3506	35	40	10	57	40	29	17	26	21	3	23	26	50	24	366
002500000006	CENTRO BRASILEIRO DE PESQUISAS FISICAS	33018	3306	33	2	2	4	4	8	1	1	1	0	1	14	1	0	39
502700000001	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE PERNAMBUCO	26017	2605	26	5	0	1	4	0	0	1	2	0	1	0	1	0	15
000800000994	CLINICA REUMATOLOGICA	31030	3107	31	8	5	24	6	7	0	4	8	0	10	2	16	8	98
032700000001	UNIVERSIDADE FEDERAL DE SANTA MARIA	43018	4303	43	23	8	23	19	20	10	8	12	2	16	9	22	12	184
033100000009	UNIVERSIDADE FEDERAL DE ALAGOAS	27011	2703	27	27	8	27	10	18	11	7	11	0	16	13	15	6	169
171500000005	UNIVERSIDADE SAO FRANCISCO	35048	3512	35	4	3	6	0	5	0	0	2	0	3	0	4	2	29
IX2400000007	FACULDADE MERIDIONAL	43010	4301	43	1	1	4	2	1	0	0	0	0	3	0	7	1	20
001600000999	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA CNPT EMBRAPA TRIGO	43010	4301	43	4	1	17	0	3	0	0	3	0	5	2	11	2	48
011100000008	PONTIFICIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO	33018	3306	33	6	4	15	25	18	5	20	8	2	10	16	8	21	158
501100000002	UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE	24001	2401	24	4	0	1	3	4	0	2	1	0	3	4	2	0	24
007200000001	UNIVERSIDADE DE FORTALEZA	23016	2303	23	5	2	10	3	4	0	9	7	0	11	1	11	5	68
008200000000	UNIVERSIDADE FEDERAL DO AMAZONAS	13007	1303	13	23	5	27	10	16	4	5	5	0	14	7	12	2	130
342800000000	UNIVERSIDADE ESTADUAL DO CENTRO OESTE	41029	4108	41	10	3	4	9	11	1	0	3	1	7	4	6	2	61
567200000007	UNIVERSIDADE DO VALE DO ITAJAI	42013	4204	42	9	3	7	4	8	1	1	1	0	1	0	4	2	41
I3CJ00000006	UNIVERSIDADE FEDERAL DA GRANDE DOURADOS	50010	5004	50	17	2	3	9	10	1	0	1	0	9	2	4	2	60
460900000006	UNIVERSIDADE FEDERAL DO TOCANTINS	41030	4108	41	16	3	1	5	7	3	1	2	1	8	6	4	0	57
870400000000	CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS	31030	3107	31	4	5	1	10	11	2	11	1	0	3	6	3	5	62
306200000002	UNIVERSIDADE PAULISTA	35020	3504	35	8	1	11	3	8	0	6	6	1	11	7	14	3	79
I22A00000002	UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA	29020	2905	29	15	1	1	4	6	0	2	2	0	6	3	4	1	45
005900000008	UNIVERSIDADE ESTADUAL DE PONTA GROSSA	41021	4105	41	14	3	7	8	9	3	3	2	0	9	8	13	1	80
892700000006	INSTITUTO FEDERAL CATARINENSE	42013	4204	42	13	1	0	2	3	1	1	0	0	6	1	2	0	30
832500000009	UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO	33003	3302	33	26	5	2	8	10	3	1	4	0	13	4	0	2	78
007000000008	UNIVERSIDADE FEDERAL DE SERGIPE	28011	2803	28	19	6	22	11	18	8	3	8	4	11	9	17	8	144
020100000007	CENTRO UNIVERSITARIO UNIVATES	43021	4304	43	4	1	3	1	9	3	0	5	0	3	0	3	1	33
004500000002	UNIVERSIDADE FEDERAL DE PELOTAS	43033	4307	43	22	7	41	15	21	9	6	12	1	16	10	35	12	207
J32200000000	UNIVERSIDADE FEDERAL DA FRONTEIRA SUL	42002	4201	42	12	6	8	5	11	3	1	2	0	8	5	6	1	68
014000000000	COMISSAO NACIONAL DE ENERGIA NUCLEAR	33018	3306	33	6	3	9	18	20	5	20	4	0	2	10	7	0	104
001300000993	INSTITUTO CURICACA	43026	4305	43	5	4	16	6	4	1	2	3	0	9	1	8	1	60
002000000996	DFVNEURO	35061	3515	35	2	3	36	0	2	1	1	11	0	9	3	24	2	94
778500000000	FACULDADE DE CIENCIAS MEDICAS DA SANTA CASA DE SAO PAULO	35061	3515	35	3	4	46	0	1	0	0	14	0	10	0	28	2	108
308200000009	HOSPITAL NOSSA SENHORA DA CONCEICAO	43026	4305	43	1	0	9	0	0	0	0	5	0	9	0	2	1	27
288200000000	UNIVERSIDADE CATOLICA DOM BOSCO	50004	5002	50	7	2	0	0	2	0	0	1	0	3	0	1	1	17
010600000009	UNIVERSIDADE FEDERAL DE GOIAS	52010	5203	52	30	6	34	21	24	8	9	10	1	20	14	22	9	208
F3V900000009	INSTITUTO FEDERAL GOIANO	52013	5205	52	11	1	1	3	5	1	1	0	0	6	3	2	0	34
004000000003	UNIVERSIDADE ESTADUAL DO CEARA	23016	2303	23	11	5	11	5	14	0	6	7	0	14	4	11	2	90
811900000003	UNIVERSIDADE FEDERAL DE RORAIMA	25017	2503	25	10	0	4	1	1	0	1	0	0	4	2	1	0	24
446900000000	UNIVERSIDADE FEDERAL DE CAMPINA GRANDE	25017	2503	25	15	6	22	23	14	10	15	5	0	14	16	14	7	161
008700000009	INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS	43018	4303	43	13	0	0	15	9	15	11	1	0	2	12	1	1	80
001500000008	UNIVERSIDADE FEDERAL DE UBERLANDIA	31018	3105	31	34	7	34	26	22	13	11	11	0	21	15	21	17	232
350700000009	CENTRO FEDERAL DE EDUCACAO TECNOLOGICA CELSO SUCKOW DA FONSECA	33018	3306	33	2	0	0	7	3	1	3	0	0	1	7	0	2	26
039200000000	UNIVERSIDADE FEDERAL DO ESPIRITO SANTO	32005	3202	32	27	6	39	20	20	12	7	14	1	19	11	19	13	208
021100000005	UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO	33017	3306	33	26	2	6	7	18	4	3	5	1	12	6	4	7	101
065800000000	INSTITUTO BUTANTAN	35061	3515	35	14	7	39	2	9	1	0	16	0	21	2	21	3	135
387300000000	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO SANTO	32003	3201	32	13	2	2	2	12	0	1	0	0	1	2	0	1	36
000900000996	ATTI PSICOLOGIA CLINICA E CONSULTORIA SOLUCOES COMPORTAMENTAIS	35061	3515	35	14	3	17	1	8	0	3	4	0	8	1	14	3	76
000600000990	FAZENDA BOM JESUS DO HERVAL BJH LTDA	42009	4203	42	12	6	29	6	12	4	6	10	0	11	2	22	2	122
412700000002	FUNDACAO UNIVERSIDADE FEDERAL DE CIENCIAS DA SAUDE DE PORTO ALEGRE	43026	4305	43	4	5	26	2	4	0	1	11	0	4	0	14	1	72
431200000000	UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL	43026	4305	43	7	2	0	1	5	1	0	2	0	1	4	1	0	24
000500000000	UNIVERSIDADE FEDERAL FLUMINENSE	33018	3306	33	19	6	36	33	25	12	20	11	5	18	24	32	22	263
000300000995	INSTITUTO VIRTUAL INTERNACIONAL DE MUDANCAS GLOBAIS COPPE UFRJ	33018	3306	33	20	7	42	10	17	5	6	8	0	18	10	20	8	171
478800000007	FACULDADE DE MEDICINA DE SAO JOSE DO RIO PRETO	35004	3501	35	4	3	19	1	2	0	0	7	0	7	1	14	1	59
032100000000	UNIVERSIDADE NOVE DE JULHO	35061	3515	35	4	2	21	5	4	0	3	6	0	3	3	15	6	72
016700000000	UNIVERSIDADE FEDERAL DO RIO GRANDE	43035	4307	43	31	7	26	26	18	13	4	7	0	15	11	12	4	174
000100000002	UNIVERSIDADE FEDERAL DO MARANHAO	21002	2101	21	13	4	14	9	19	4	5	5	0	11	9	14	4	111
032300000004	UNIVERSIDADE FEDERAL DO PIAUI	22003	2202	22	26	6	31	9	22	10	2	12	0	17	13	16	5	169
002800000001	UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI CAMPUS JK	31010	3103	31	12	4	7	9	11	2	0	5	0	8	5	16	3	82
768700000007	HOSPITAL SIRIO LIBANES	35061	3515	35	1	2	22	0	3	0	0	2	0	2	0	6	0	38
520900000003	INSTITUTO FEDERAL DO TRIANGULO MINEIRO	31018	3105	31	8	1	0	1	4	1	1	0	0	3	0	1	0	20
000900000007	UNIVERSIDADE DO VALE DO RIO DOS SINOS	43026	4305	43	12	1	5	5	2	4	0	2	1	1	1	7	13	54
294800000006	UNIVERSIDADE ESTACIO DE SA	33018	3306	33	2	3	35	2	3	1	0	11	0	8	1	26	2	94
125200000006	UNIVERSIDADE DO EXTREMO SUL CATARINENSE	42019	4206	42	6	1	13	6	6	0	0	7	0	6	0	6	1	52
IXXU00000008	INSTITUTO FEDERAL DE SAO PAULO	35005	3501	35	6	3	3	7	14	1	7	0	0	1	9	7	1	59
754000000004	UNIVERSIDADE FEDERAL DE RONDONIA	11003	1102	11	9	0	2	3	4	2	1	1	1	4	0	0	0	27
833700000000	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	31030	3107	31	10	1	0	2	4	1	0	1	0	0	0	3	1	23
008300000001	UNIVERSIDADE FEDERAL DA PARAIBA	25015	2503	25	30	8	25	17	19	5	11	8	0	15	15	24	15	192
033600000008	UNIVERSIDADE FEDERAL DE VICOSA	31062	3112	31	34	10	16	21	19	9	10	6	0	21	9	13	6	174
000400000997	GEOFUSION	35061	3515	35	22	8	29	8	19	4	1	15	1	15	8	21	6	157
584200000007	UNIVERSIDADE DO ESTADO DA BAHIA	29032	2907	29	11	1	10	4	6	1	5	1	0	6	1	9	1	56
JLDY00000007	UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA	15020	1506	15	7	2	0	3	6	0	0	1	0	0	0	2	1	22
024800000002	INSTITUTO AGRONOMICO DE CAMPINAS	35032	3507	35	16	5	1	2	8	0	0	0	0	4	0	1	0	37
059100000002	UNIVERSIDADE FEDERAL DE ITAJUBA	31031	3107	31	4	2	3	14	10	4	12	0	0	1	12	5	4	71
749000000008	UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA	29024	2906	29	17	2	3	3	12	1	1	2	0	7	5	9	0	62
020700000008	PONTIFICIA UNIVERSIDADE CATOLICA DO PARANA	41037	4110	41	11	3	22	7	6	1	6	3	2	12	3	15	7	98
884900000009	INSTITUTO EVANDRO CHAGAS	15007	1503	15	5	3	7	1	1	0	0	3	0	14	0	2	0	36
J2HF00000009	UNIVERSIDADE FEDERAL DO OESTE DO PARA	15002	1501	15	16	4	15	5	4	1	1	5	0	15	3	0	1	70
IZCF00000003	UNIVERSIDADE FEDERAL DO PAMPA	43031	4306	43	20	5	12	11	14	5	4	5	0	11	7	10	2	106
J4D600000002	UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LUSOFONIA AFRO BRASILEIRA	23013	2302	23	4	1	5	2	5	1	0	1	0	4	2	5	0	30
J8LU00000004	FUNDACAO PIO XII	35009	3502	35	15	4	23	1	11	9	1	7	0	10	7	9	1	98
047500000006	INSTITUTO FEDERAL SUL RIO GRANDENSE	43026	4305	43	3	0	1	6	3	0	2	2	0	1	4	1	1	24
201100000003	FUNDACAO ANTONIO PRUDENTE	35061	3515	35	4	4	27	0	4	0	0	8	0	14	1	9	0	71
810400000006	UNIVERSIDADE TIRADENTES	28011	2803	28	2	2	3	2	10	1	0	0	0	2	0	6	1	29
J1OR00000000	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	31048	3110	31	8	2	0	5	1	2	0	1	0	4	0	2	0	25
002100000998	LABORATORIO NACIONAL DE TECNOLOGIA DO BIOETANOL	35032	3507	35	6	3	5	2	0	2	0	1	0	3	1	5	0	28
081500000006	UNIVERSIDADE DO SAGRADO CORACAO	35020	3504	35	8	0	2	3	2	1	1	2	0	4	1	10	2	36
IWU400000003	UNIVERSIDADE FEDERAL DO ABC	35061	3515	35	20	4	12	20	24	2	29	10	0	5	20	13	9	168
377800000002	UNIVERSIDADE VILA VELHA	32009	3203	32	10	1	5	1	1	0	0	0	0	6	0	1	1	26
000700000992	CENTRO SUPERIOR DE ENSINO E DESENVOLVIMENTO	25017	2503	25	16	7	35	6	9	4	2	13	0	18	3	15	3	131
001400000995	BRASILIA MEDICAL CENTER	53001	5301	53	4	4	39	1	4	0	0	16	0	9	1	26	4	108
007700000000	INSTITUTO NACIONAL DE CANCER	33018	3306	33	6	2	23	0	4	0	0	7	0	9	1	11	1	64
006100000001	FUNDACAO GETULIO VARGAS SP	35061	3515	35	1	0	0	0	0	0	0	0	0	1	0	2	15	19
829000000000	UNIVERSIDADE ESTADUAL DE MONTES CLAROS	31004	3102	31	11	0	13	1	3	0	2	1	0	4	2	12	1	50
501600000001	UNIVERSIDADE LUTERANA DO BRASIL	43026	4305	43	6	2	16	1	4	0	1	3	0	5	1	10	0	49
169700000007	UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO	33018	3306	33	16	2	12	0	13	3	9	5	2	13	4	8	5	92
117800000006	PONTIFICIA UNIVERSIDADE CATOLICA DE MINAS GERAIS	31030	3107	31	12	1	5	4	2	1	3	1	0	5	5	14	4	57
023100000001	INSTITUTO AGRONOMICO DO PARANA	41011	4103	41	7	1	1	1	1	0	0	0	0	3	0	0	0	14
J1HP00000001	INSTITUTO FEDERAL DO PARANA	41019	4105	41	8	1	0	5	8	2	0	0	0	4	3	7	2	40
158700000001	UNIVERSIDADE DE COIMBRA	31062	3112	31	9	0	5	11	8	5	3	3	0	3	4	2	3	56
553800000008	UNIVERSIDADE ESTADUAL DO OESTE DO PARANA	41023	4106	41	17	6	11	11	7	1	6	7	2	10	5	10	6	99
319000000000	INSTITUTO FEDERAL DE SANTA CATARINA	42008	4202	42	8	2	5	7	8	2	1	3	0	3	0	3	0	42
894500000009	UNIVERSIDADE FEDERAL DO AMAPA	16003	1602	16	8	0	2	0	3	1	0	1	0	3	3	2	1	24
061500000001	FUNDACAO EDUCACIONAL INACIANA PADRE SABOIA DE MEDEIROS	35061	3515	35	1	0	1	8	5	1	5	2	0	1	4	0	2	30
823700000003	UNIVERSIDADE NORTE DO PARANA	41011	4103	41	0	2	3	0	2	0	0	2	0	6	0	10	0	25
505800000008	UNIVERSIDADE ESTADUAL DO MARANHAO	21002	2101	21	11	0	0	2	4	0	1	1	0	6	2	0	0	27
007100000000	PONTIFICIA UNIVERSIDADE CATOLICA DE SAO PAULO	35046	3512	35	0	2	33	0	1	1	1	12	3	7	1	27	6	94
001800000992	INSTITUTO DE MEDICINA INTEGRADA	41009	4103	41	3	0	12	0	3	0	1	4	0	6	0	7	3	39
841500000008	UNIVERSIDADE DO ESTADO DE MATO GROSSO	51010	5102	51	21	3	1	3	4	1	1	0	0	7	1	0	1	43
000400000008	FUNDACAO GETULIO VARGAS	33018	3306	33	2	0	0	2	0	0	1	0	2	2	5	1	18	33
309500000002	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSOES	43004	4301	43	4	4	2	7	6	0	1	0	0	3	2	4	0	33
080300000004	UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL	50002	5001	50	14	2	1	6	11	0	1	1	0	3	1	3	2	45
623800000002	INSTITUTO FEDERAL FARROUPILHA	43018	4303	43	10	1	1	2	6	0	0	0	0	3	2	3	0	28
874100000007	UNIVERSIDADE DE ARARAQUARA	35024	3505	35	4	3	4	2	6	0	0	3	0	0	0	2	2	26
027500000001	INSTITUTO NACIONAL DE TECNOLOGIA	33018	3306	33	1	2	1	6	6	3	0	0	0	0	1	0	0	20
JL8W00000004	UNIVERSIDADE FEDERAL DO OESTE DA BAHIA	29001	2901	29	8	4	5	4	8	1	0	2	0	8	2	1	0	43
J3UC00000003	UNIVERSIDADE FEDERAL DA INTEGRACAO LATINO AMERICANA	41024	4106	41	9	1	5	6	8	1	1	1	0	1	7	2	0	42
051400000002	UNIVERSIDADE PRESBITERIANA MACKENZIE	35061	3515	35	4	0	4	5	12	0	6	4	0	4	6	4	6	55
067900000008	INSTITUTO DE PESQUISA JARDIM BOTANICO DO RIO DE JANEIRO	33018	3306	33	13	1	0	0	3	0	1	0	0	3	1	0	0	22
822900000009	EMPRESA DE PESQUISA AGROPECUARIA E EXTENSAO RURAL DE SANTA CATARINA	42004	4201	42	8	0	0	2	2	1	0	1	0	3	0	0	0	17
431100000008	UNIVERSIDADE DO ESTADO DO AMAZONAS	13007	1303	13	4	1	3	1	3	6	0	2	0	2	4	5	1	32
000200000004	UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO	31022	3105	31	9	5	23	10	10	1	0	8	0	15	5	11	3	100
071500000009	PONTIFICIA UNIVERSIDADE CATOLICA DE CAMPINAS	35032	3507	35	2	3	11	3	1	1	1	5	1	1	1	6	4	40
087900000002	UNIVERSIDADE DE PASSO FUNDO	43010	4301	43	10	5	10	6	1	0	2	5	0	14	0	6	2	61
769300000008	INSTITUTO TECNOLOGICO DE AERONAUTICA	35050	3513	35	1	0	1	14	5	0	7	0	0	1	11	3	3	46
154100000008	INSTITUTO FEDERAL DO CEARA REITORIA	23032	2307	23	3	1	0	9	6	1	1	0	0	3	5	2	0	31
577300000006	UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO	26005	2602	26	15	4	7	3	14	0	1	3	0	8	2	5	1	63
226100000009	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE GOIAS	52013	5205	52	3	1	1	2	5	1	2	0	0	1	0	1	0	17
431900000002	UNIVERSIDADE ESTADUAL DA PARAIBA	25017	2503	25	17	4	14	7	8	3	0	4	0	10	3	10	2	82
021700000006	UNIVERSIDADE FEDERAL RURAL DO SEMI ARIDO	24001	2401	24	18	1	4	13	7	1	1	0	0	8	2	4	1	60
363100000000	UNIVERSIDADE ESTADUAL DE SANTA CRUZ	29031	2907	29	22	3	8	7	12	2	1	2	1	9	7	5	2	81
506700000004	UNIVERSIDADE DO OESTE PAULISTA	35036	3508	35	4	3	10	1	3	0	0	4	0	11	2	9	1	48
IYZQ00000002	UNIVERSIDADE ESTADUAL DO NORTE DO PARANA	41016	4104	41	6	1	5	1	1	0	0	1	0	2	0	1	0	18
281500000009	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE	24006	2401	24	6	1	1	10	5	1	0	0	0	0	2	0	0	26
001900000994	CLINICA MEDICA USUY	42016	4205	42	4	1	11	1	0	0	0	2	0	4	0	8	0	31
001500000997	CLINICA TOMOVALE	35050	3513	35	5	2	15	0	1	0	0	8	0	3	0	8	3	45
033800000001	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	26017	2605	26	32	9	25	9	18	10	6	7	0	16	11	9	7	159
475600000009	UNIVERSIDADE FEEVALE	43026	4305	43	7	1	6	3	6	2	1	4	0	8	1	3	3	45
408800000006	INSTITUTO DANTE PAZZANESE DE CARDIOLOGIA	35061	3515	35	13	6	45	1	10	9	1	15	0	13	7	28	2	150
410300000009	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO	33018	3306	33	6	4	6	10	12	0	0	1	0	7	4	4	1	55
JIDJ00000007	UNIVERSIDADE FEDERAL DO SUL DA BAHIA	29032	2907	29	6	1	1	5	0	1	0	1	0	5	0	0	0	20
IW9W00000003	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA BAIANO	29031	2907	29	10	2	0	3	6	0	0	1	0	2	0	0	0	24
179800000006	CENTRO DE ENSINO SUPERIOR DE MARINGA	41009	4103	41	6	3	3	3	2	0	0	0	0	1	0	3	0	21
119300000003	UNIVERSIDADE DO ESTADO DE SANTA CATARINA	42008	4202	42	19	3	13	15	13	0	8	7	1	7	5	13	4	108
408900000008	UNIVERSIDADE FEDERAL DE SAO JOAO DEL REI	31058	3111	31	21	6	20	12	22	2	10	9	0	11	9	14	7	143
002900000003	MUSEU PARAENSE EMILIO GOELDI	27005	2702	27	15	0	0	0	5	4	0	1	0	0	0	0	0	25
001100000990	CLINICA AME	31053	3110	31	8	2	20	1	5	1	0	7	0	9	3	11	5	72
554300000007	UNIVERSIDADE CATOLICA DE BRASILIA	53001	5301	53	9	5	13	1	5	0	5	3	0	9	3	11	7	71
066900000000	INSTITUTO DE MEDICINA INTEGRAL PROFESSOR FERNANDO FIGUEIRA	26017	2605	26	1	0	18	0	1	0	0	3	0	4	0	8	1	36
