ID_da_instituicao	nome_da_instituicao	ID_da_microregiao	ID_da_mesoregiao	ID_do_estado	Publicacoes_Disciplina_Biologia	Publicacoes_Disciplina_Biotecnologia	Publicacoes_Disciplina_Especialidades_Medicas	Publicacoes_Disciplina_Engenharias_Civil_Mecanica_e_Quimica	Publicacoes_Disciplina_Quimica	Publicacoes_Disciplina_Ciencias_da_Natureza	Publicacoes_Disciplina_Engenharia_Eletrica_e_Ciencias_da_Computacao	Publicacoes_Disciplina_Pesquisas_Neurologicas	Publicacoes_Disciplina_Humanas	Publicacoes_Disciplina_Doencas_Infecciosas	Publicacoes_Disciplina_Matematica_e_Fisica	Publicacoes_Disciplina_Profissionais_da_Saude	Publicacoes_Disciplina_Ciencias_Sociais	Total_Publicacoes
024000000008	UNIVERSIDADE DE BRASILIA	53001	5301	53	34	10	53	31	23	13	25	22	7	22	23	44	27	334
020200000009	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	33018	3306	33	39	10	57	49	30	19	29	21	5	22	26	41	32	380
008400000003	INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA	13007	1303	13	36	6	20	8	19	13	1	8	0	13	7	6	1	138
061400000000	UNIVERSIDADE DE PERNAMBUCO	26017	2605	26	8	4	18	3	5	0	1	5	0	4	3	28	3	82
032600000000	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	33018	3306	33	32	9	53	34	19	15	20	21	3	17	20	42	19	304
000600000001	PONTIFICIA UNIVERSIDADE CATOLICA DO RIO GRANDE DO SUL	43026	4305	43	22	6	32	12	17	4	11	15	0	14	4	21	15	173
081100000009	UNIVERSIDADE DE CAXIAS DO SUL	43016	4302	43	11	3	7	19	12	1	4	6	1	7	5	6	3	85
033500000006	UNIVERSIDADE FEDERAL DE SAO CARLOS	42002	4201	42	38	9	30	33	29	13	18	18	0	17	20	22	23	270
033200000000	UNIVERSIDADE FEDERAL DE MATO GROSSO	51007	5101	51	29	3	19	15	18	10	6	4	0	13	9	12	4	142
192900000005	UNIVERSIDADE DO ESTADO DO PARA	27005	2702	27	6	2	9	2	0	0	0	1	1	4	2	6	2	35
001200000991	HOSPITAL UNIVERSITARIO MARIA APARECIDA PEDROSSIAN	50004	5002	50	7	3	15	1	4	2	0	4	0	8	0	11	1	56
009200000008	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	53001	5301	53	37	10	23	26	27	14	21	9	0	21	12	11	8	219
807700000001	UNIVERSIDADE CRUZEIRO DO SUL	35061	3515	35	0	1	3	1	1	0	0	5	0	4	3	10	2	30
000200000993	INSTITUTO DE MEDICINA INTEGRAL PROF FERNANDO FIGUEIRA	26017	2605	26	27	9	58	15	16	3	8	19	0	19	11	41	15	241
029100000000	UNIVERSIDADE FEDERAL DA BAHIA	29021	2905	29	30	10	50	21	18	8	16	20	1	19	15	36	21	265
008000000006	UNIVERSIDADE ESTADUAL DE LONDRINA	41011	4103	41	27	7	24	18	21	1	6	10	4	17	8	20	8	171
008900000002	UNIVERSIDADE FEDERAL DO CEARA	23016	2303	23	30	9	41	32	25	10	20	17	3	17	15	37	15	271
004400000000	UNIVERSIDADE FEDERAL DO PARA	27005	2702	27	34	7	26	24	22	14	11	10	2	19	16	15	14	214
080400000006	UNIVERSIDADE FEDERAL DE JUIZ DE FORA	31065	3112	31	21	8	21	16	19	0	14	11	0	15	16	25	11	177
117700000004	UNIVERSIDADE DO GRANDE RIO	33018	3306	33	2	1	3	3	0	0	0	1	0	3	0	5	5	23
038400000005	HOSPITAL DE CLINICAS DE PORTO ALEGRE	43026	4305	43	5	5	43	0	3	0	0	14	0	11	0	21	4	106
004100000005	CENTRO NACIONAL DE PESQUISA EM ENERGIA E MATERIAIS	35032	3507	35	7	10	10	13	19	1	0	5	0	11	7	2	0	85
006200000003	UNIVERSIDADE FEDERAL DE SAO PAULO	35061	3515	35	24	10	65	22	26	8	6	21	3	20	14	53	18	290
000500000999	CARDIOCENTRO CLINICA DE DOENCAS DO CORACAO	24018	2404	24	15	5	22	9	13	2	1	8	0	13	2	17	6	113
033000000007	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	35026	3506	35	41	9	54	45	28	19	20	22	3	22	26	39	32	360
002500000006	CENTRO BRASILEIRO DE PESQUISAS FISICAS	33018	3306	33	2	0	1	4	5	3	2	2	1	1	12	1	0	34
502700000001	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE PERNAMBUCO	26017	2605	26	2	2	0	4	3	1	5	1	0	1	1	1	1	22
000800000994	CLINICA REUMATOLOGICA	31030	3107	31	15	5	15	4	6	5	3	5	0	8	4	18	4	92
032700000001	UNIVERSIDADE FEDERAL DE SANTA MARIA	43018	4303	43	36	9	26	30	25	9	11	11	2	19	13	24	16	231
033100000009	UNIVERSIDADE FEDERAL DE ALAGOAS	27011	2703	27	24	8	21	18	16	4	10	8	0	17	11	10	7	154
171500000005	UNIVERSIDADE SAO FRANCISCO	35048	3512	35	0	2	6	1	6	0	0	3	0	1	0	4	3	26
IX2400000007	FACULDADE MERIDIONAL	43010	4301	43	2	0	5	0	2	1	5	1	0	3	2	6	5	32
001600000999	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA CNPT EMBRAPA TRIGO	43010	4301	43	4	2	15	1	2	0	0	2	0	4	0	7	3	40
011100000008	PONTIFICIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO	33018	3306	33	11	1	4	32	15	5	21	7	2	6	19	9	24	156
501100000002	UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE	24001	2401	24	4	1	2	1	3	2	1	1	0	1	6	3	3	28
007200000001	UNIVERSIDADE DE FORTALEZA	23016	2303	23	5	3	11	2	4	0	10	3	1	7	1	12	7	66
008200000000	UNIVERSIDADE FEDERAL DO AMAZONAS	13007	1303	13	23	4	13	8	16	3	9	4	0	9	9	12	4	114
342800000000	UNIVERSIDADE ESTADUAL DO CENTRO OESTE	41029	4108	41	17	2	3	8	9	2	0	1	1	5	4	6	3	61
567200000007	UNIVERSIDADE DO VALE DO ITAJAI	42013	4204	42	12	2	5	0	7	1	1	5	0	2	0	3	2	40
I3CJ00000006	UNIVERSIDADE FEDERAL DA GRANDE DOURADOS	50010	5004	50	16	5	5	10	15	2	1	1	0	8	1	7	5	76
460900000006	UNIVERSIDADE FEDERAL DO TOCANTINS	41030	4108	41	20	4	1	4	4	2	1	2	0	7	7	5	2	59
870400000000	CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS	31030	3107	31	3	3	2	13	12	2	10	1	1	3	7	1	1	59
306200000002	UNIVERSIDADE PAULISTA	35020	3504	35	6	2	5	4	4	1	3	7	0	12	2	16	4	66
I22A00000002	UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA	29020	2905	29	13	1	3	7	4	1	1	2	0	4	8	4	1	49
005900000008	UNIVERSIDADE ESTADUAL DE PONTA GROSSA	41021	4105	41	11	6	3	17	15	3	2	1	0	7	8	11	3	87
892700000006	INSTITUTO FEDERAL CATARINENSE	42013	4204	42	11	2	1	9	6	0	0	1	0	6	1	0	0	37
832500000009	UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO	33003	3302	33	24	6	3	14	9	0	2	3	0	11	3	1	1	77
007000000008	UNIVERSIDADE FEDERAL DE SERGIPE	28011	2803	28	22	9	45	14	17	4	2	15	2	17	12	32	5	196
020100000007	CENTRO UNIVERSITARIO UNIVATES	43021	4304	43	8	4	2	4	6	0	1	4	0	4	0	3	1	37
004500000002	UNIVERSIDADE FEDERAL DE PELOTAS	43033	4307	43	26	8	45	18	18	5	8	16	0	20	12	37	11	224
J32200000000	UNIVERSIDADE FEDERAL DA FRONTEIRA SUL	42002	4201	42	16	4	2	10	8	2	0	4	0	8	3	6	5	68
014000000000	COMISSAO NACIONAL DE ENERGIA NUCLEAR	33018	3306	33	3	4	5	12	11	3	1	2	0	4	7	6	2	60
001300000993	INSTITUTO CURICACA	43026	4305	43	6	3	14	6	7	2	1	2	1	6	2	7	1	58
002000000996	DFVNEURO	35061	3515	35	2	2	33	1	1	2	0	12	0	11	2	23	2	91
778500000000	FACULDADE DE CIENCIAS MEDICAS DA SANTA CASA DE SAO PAULO	35061	3515	35	4	0	24	0	0	1	0	14	0	7	0	12	0	62
308200000009	HOSPITAL NOSSA SENHORA DA CONCEICAO	43026	4305	43	0	0	12	0	1	0	0	3	0	2	0	5	0	23
288200000000	UNIVERSIDADE CATOLICA DOM BOSCO	50004	5002	50	2	1	1	1	2	0	2	2	0	7	0	1	3	22
010600000009	UNIVERSIDADE FEDERAL DE GOIAS	52010	5203	52	35	9	47	20	22	7	7	18	2	21	17	35	18	258
F3V900000009	INSTITUTO FEDERAL GOIANO	52013	5205	52	13	2	1	5	5	0	0	1	0	6	2	3	1	39
004000000003	UNIVERSIDADE ESTADUAL DO CEARA	23016	2303	23	10	8	11	1	9	1	2	3	2	12	5	6	2	72
811900000003	UNIVERSIDADE FEDERAL DE RORAIMA	25017	2503	25	7	1	1	2	6	2	0	1	0	1	2	1	1	25
446900000000	UNIVERSIDADE FEDERAL DE CAMPINA GRANDE	25017	2503	25	15	4	5	14	10	5	15	3	0	8	19	7	7	112
008700000009	INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS	43018	4303	43	18	5	23	19	13	18	15	8	0	13	14	5	4	155
001500000008	UNIVERSIDADE FEDERAL DE UBERLANDIA	31018	3105	31	31	7	32	31	25	9	18	12	0	20	17	22	12	236
350700000009	CENTRO FEDERAL DE EDUCACAO TECNOLOGICA CELSO SUCKOW DA FONSECA	33018	3306	33	3	0	0	8	7	1	5	0	0	0	8	1	6	39
039200000000	UNIVERSIDADE FEDERAL DO ESPIRITO SANTO	32005	3202	32	30	8	47	25	20	9	14	19	1	17	10	35	14	249
021100000005	UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO	33017	3306	33	26	3	2	9	10	5	1	4	2	12	6	7	6	93
065800000000	INSTITUTO BUTANTAN	35061	3515	35	16	8	12	1	8	1	0	6	0	14	1	6	0	73
387300000000	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO SANTO	32003	3201	32	13	2	1	12	14	0	4	1	0	2	6	2	1	58
000900000996	ATTI PSICOLOGIA CLINICA E CONSULTORIA SOLUCOES COMPORTAMENTAIS	35061	3515	35	8	3	17	3	6	3	0	3	0	10	2	9	5	69
000600000990	FAZENDA BOM JESUS DO HERVAL BJH LTDA	42009	4203	42	11	3	21	8	8	4	3	7	0	12	0	17	9	103
412700000002	FUNDACAO UNIVERSIDADE FEDERAL DE CIENCIAS DA SAUDE DE PORTO ALEGRE	43026	4305	43	6	2	29	2	6	1	0	7	0	6	1	22	4	86
431200000000	UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL	43026	4305	43	6	2	0	3	3	2	0	2	0	2	0	1	0	21
000500000000	UNIVERSIDADE FEDERAL FLUMINENSE	33018	3306	33	21	7	35	33	23	12	23	12	2	20	23	25	21	257
000300000995	INSTITUTO VIRTUAL INTERNACIONAL DE MUDANCAS GLOBAIS COPPE UFRJ	33018	3306	33	21	6	30	12	10	2	9	12	0	17	9	21	3	152
478800000007	FACULDADE DE MEDICINA DE SAO JOSE DO RIO PRETO	35004	3501	35	3	3	13	0	1	0	1	4	0	6	0	8	0	39
032100000000	UNIVERSIDADE NOVE DE JULHO	35061	3515	35	3	0	16	3	6	0	2	7	1	3	2	16	8	67
016700000000	UNIVERSIDADE FEDERAL DO RIO GRANDE	43035	4307	43	24	5	8	21	18	7	7	4	1	10	9	11	8	133
000100000002	UNIVERSIDADE FEDERAL DO MARANHAO	21002	2101	21	12	3	17	10	17	3	13	3	0	10	9	16	3	116
032300000004	UNIVERSIDADE FEDERAL DO PIAUI	22003	2202	22	23	7	18	8	17	4	3	8	0	12	11	12	6	129
002800000001	UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI CAMPUS JK	31010	3103	31	12	4	8	7	9	3	1	5	0	11	3	13	1	77
768700000007	HOSPITAL SIRIO LIBANES	35061	3515	35	3	0	17	0	0	0	0	3	0	3	0	3	0	29
520900000003	INSTITUTO FEDERAL DO TRIANGULO MINEIRO	31018	3105	31	6	1	2	4	3	1	5	0	0	2	1	3	1	29
000900000007	UNIVERSIDADE DO VALE DO RIO DOS SINOS	43026	4305	43	17	4	2	9	4	5	3	3	1	4	2	7	16	77
294800000006	UNIVERSIDADE ESTACIO DE SA	33018	3306	33	1	0	2	2	2	0	0	1	0	3	2	10	1	24
125200000006	UNIVERSIDADE DO EXTREMO SUL CATARINENSE	42019	4206	42	6	2	17	7	8	2	0	8	0	2	0	8	3	63
IXXU00000008	INSTITUTO FEDERAL DE SAO PAULO	35005	3501	35	8	1	1	16	10	3	11	1	1	4	7	3	4	70
754000000004	UNIVERSIDADE FEDERAL DE RONDONIA	11003	1102	11	10	1	3	2	6	0	1	2	0	5	1	1	2	34
833700000000	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	31030	3107	31	5	2	0	2	5	0	0	0	0	2	0	1	1	18
008300000001	UNIVERSIDADE FEDERAL DA PARAIBA	25015	2503	25	28	8	23	15	23	5	14	9	1	17	20	24	21	208
033600000008	UNIVERSIDADE FEDERAL DE VICOSA	31062	3112	31	34	8	9	19	17	5	5	5	0	19	11	14	5	151
000400000997	GEOFUSION	35061	3515	35	28	9	54	13	16	11	6	19	1	15	10	37	10	229
584200000007	UNIVERSIDADE DO ESTADO DA BAHIA	29032	2907	29	9	1	6	3	6	2	2	0	1	7	1	7	2	47
JLDY00000007	UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA	15020	1506	15	5	0	0	3	4	1	0	0	0	4	1	3	1	22
024800000002	INSTITUTO AGRONOMICO DE CAMPINAS	35032	3507	35	12	4	0	2	3	1	0	0	0	5	0	2	1	30
059100000002	UNIVERSIDADE FEDERAL DE ITAJUBA	31031	3107	31	4	2	3	11	9	3	9	0	0	4	7	0	4	56
749000000008	UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA	29024	2906	29	18	1	5	4	6	1	0	5	1	5	1	11	3	61
020700000008	PONTIFICIA UNIVERSIDADE CATOLICA DO PARANA	41037	4110	41	7	6	22	16	4	1	13	5	1	13	6	18	12	124
884900000009	INSTITUTO EVANDRO CHAGAS	15007	1503	15	5	2	1	0	0	0	0	2	0	11	0	0	0	21
J2HF00000009	UNIVERSIDADE FEDERAL DO OESTE DO PARA	15002	1501	15	22	5	19	5	12	11	1	7	0	14	7	5	0	108
IZCF00000003	UNIVERSIDADE FEDERAL DO PAMPA	43031	4306	43	19	5	17	6	14	5	3	6	0	13	4	13	3	108
J4D600000002	UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LUSOFONIA AFRO BRASILEIRA	23013	2302	23	7	2	1	1	5	1	3	0	1	1	1	5	0	28
J8LU00000004	FUNDACAO PIO XII	35009	3502	35	0	1	13	0	1	0	0	2	0	3	0	7	1	28
047500000006	INSTITUTO FEDERAL SUL RIO GRANDENSE	43026	4305	43	3	3	2	9	4	1	0	0	0	3	2	2	2	31
201100000003	FUNDACAO ANTONIO PRUDENTE	35061	3515	35	5	3	31	0	4	0	0	8	0	10	3	6	0	70
810400000006	UNIVERSIDADE TIRADENTES	28011	2803	28	2	3	7	6	5	0	0	2	0	3	0	4	0	32
J1OR00000000	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	31048	3110	31	5	3	1	4	6	0	0	1	0	3	0	5	0	28
002100000998	LABORATORIO NACIONAL DE TECNOLOGIA DO BIOETANOL	35032	3507	35	1	3	6	0	1	0	0	0	0	4	0	3	1	19
081500000006	UNIVERSIDADE DO SAGRADO CORACAO	35020	3504	35	5	4	3	3	3	1	0	3	0	2	0	11	1	36
IWU400000003	UNIVERSIDADE FEDERAL DO ABC	35061	3515	35	21	6	21	20	21	11	14	11	1	14	19	12	10	181
377800000002	UNIVERSIDADE VILA VELHA	32009	3203	32	8	3	3	0	4	0	0	0	0	10	1	0	0	29
000700000992	CENTRO SUPERIOR DE ENSINO E DESENVOLVIMENTO	25017	2503	25	18	6	17	8	9	5	3	11	0	8	1	17	5	108
001400000995	BRASILIA MEDICAL CENTER	53001	5301	53	9	3	18	3	1	0	1	6	0	8	0	8	3	60
007700000000	INSTITUTO NACIONAL DE CANCER	33018	3306	33	7	4	28	0	5	0	0	7	0	16	2	10	0	79
006100000001	FUNDACAO GETULIO VARGAS SP	35061	3515	35	1	0	0	1	0	1	1	0	0	1	0	2	14	21
829000000000	UNIVERSIDADE ESTADUAL DE MONTES CLAROS	31004	3102	31	15	0	9	1	5	1	3	2	2	6	1	11	3	59
501600000001	UNIVERSIDADE LUTERANA DO BRASIL	43026	4305	43	7	1	14	6	5	2	1	4	0	9	0	14	2	65
169700000007	UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO	33018	3306	33	18	2	16	3	4	2	8	9	1	8	2	12	8	93
117800000006	PONTIFICIA UNIVERSIDADE CATOLICA DE MINAS GERAIS	31030	3107	31	10	0	3	9	0	1	4	3	0	7	2	16	8	63
023100000001	INSTITUTO AGRONOMICO DO PARANA	41011	4103	41	9	2	0	4	3	2	0	1	0	2	0	0	0	23
J1HP00000001	INSTITUTO FEDERAL DO PARANA	41019	4105	41	10	3	0	13	8	1	3	1	1	1	3	7	1	52
158700000001	UNIVERSIDADE DE COIMBRA	31062	3112	31	7	0	4	10	8	1	2	0	0	2	1	7	4	46
553800000008	UNIVERSIDADE ESTADUAL DO OESTE DO PARANA	41023	4106	41	21	6	16	12	10	2	4	4	2	10	2	15	5	109
319000000000	INSTITUTO FEDERAL DE SANTA CATARINA	42008	4202	42	8	1	1	9	7	0	6	2	0	3	2	4	3	46
894500000009	UNIVERSIDADE FEDERAL DO AMAPA	16003	1602	16	10	1	3	1	10	1	1	2	0	2	1	3	0	35
061500000001	FUNDACAO EDUCACIONAL INACIANA PADRE SABOIA DE MEDEIROS	35061	3515	35	0	0	0	4	3	0	5	0	0	0	3	1	5	21
823700000003	UNIVERSIDADE NORTE DO PARANA	41011	4103	41	5	1	4	0	1	0	0	5	0	8	0	12	0	36
505800000008	UNIVERSIDADE ESTADUAL DO MARANHAO	21002	2101	21	14	1	1	3	5	0	0	1	0	7	0	1	0	33
007100000000	PONTIFICIA UNIVERSIDADE CATOLICA DE SAO PAULO	35046	3512	35	2	0	4	1	1	1	7	4	4	1	1	8	3	37
001800000992	INSTITUTO DE MEDICINA INTEGRADA	41009	4103	41	2	1	8	0	0	0	2	5	0	3	0	8	1	30
841500000008	UNIVERSIDADE DO ESTADO DE MATO GROSSO	51010	5102	51	20	3	0	1	7	2	2	1	0	5	0	1	5	47
000400000008	FUNDACAO GETULIO VARGAS	33018	3306	33	0	0	0	4	1	1	1	1	0	1	2	0	15	26
309500000002	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSOES	43004	4301	43	9	4	2	7	6	1	0	1	0	2	1	3	0	36
080300000004	UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL	50002	5001	50	16	1	1	5	6	2	0	1	0	7	5	3	2	49
623800000002	INSTITUTO FEDERAL FARROUPILHA	43018	4303	43	8	2	1	2	3	0	0	2	0	3	2	4	1	28
874100000007	UNIVERSIDADE DE ARARAQUARA	35024	3505	35	1	1	2	3	7	0	0	0	0	0	1	6	1	22
027500000001	INSTITUTO NACIONAL DE TECNOLOGIA	33018	3306	33	3	2	1	6	7	2	0	0	0	0	1	1	1	24
JL8W00000004	UNIVERSIDADE FEDERAL DO OESTE DA BAHIA	29001	2901	29	10	4	1	6	10	1	0	0	0	6	1	4	0	43
J3UC00000003	UNIVERSIDADE FEDERAL DA INTEGRACAO LATINO AMERICANA	41024	4106	41	6	2	3	7	3	0	0	2	0	1	5	0	2	31
051400000002	UNIVERSIDADE PRESBITERIANA MACKENZIE	35061	3515	35	2	1	3	5	13	0	6	4	0	1	7	4	8	54
067900000008	INSTITUTO DE PESQUISA JARDIM BOTANICO DO RIO DE JANEIRO	33018	3306	33	13	1	0	0	1	1	0	1	0	3	0	0	0	20
822900000009	EMPRESA DE PESQUISA AGROPECUARIA E EXTENSAO RURAL DE SANTA CATARINA	42004	4201	42	12	0	0	4	4	2	0	0	0	3	0	0	1	26
431100000008	UNIVERSIDADE DO ESTADO DO AMAZONAS	13007	1303	13	6	1	2	4	6	5	1	1	0	6	1	8	2	43
000200000004	UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO	31022	3105	31	5	5	15	8	12	1	4	6	0	10	4	14	7	91
071500000009	PONTIFICIA UNIVERSIDADE CATOLICA DE CAMPINAS	35032	3507	35	1	1	9	5	1	0	0	3	0	1	0	9	4	34
087900000002	UNIVERSIDADE DE PASSO FUNDO	43010	4301	43	12	4	18	7	7	1	0	5	0	14	1	9	3	81
769300000008	INSTITUTO TECNOLOGICO DE AERONAUTICA	35050	3513	35	1	0	1	19	7	1	10	0	0	0	15	1	4	59
154100000008	INSTITUTO FEDERAL DO CEARA REITORIA	23032	2307	23	9	0	3	10	6	1	5	0	0	3	1	4	1	43
577300000006	UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO	26005	2602	26	12	2	7	7	9	0	2	2	0	8	1	12	0	62
226100000009	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE GOIAS	52013	5205	52	4	0	1	5	2	0	0	3	0	1	2	2	1	21
431900000002	UNIVERSIDADE ESTADUAL DA PARAIBA	25017	2503	25	19	4	9	2	11	1	7	2	0	5	8	11	3	82
021700000006	UNIVERSIDADE FEDERAL RURAL DO SEMI ARIDO	24001	2401	24	19	2	2	5	5	1	2	0	0	7	2	2	5	52
363100000000	UNIVERSIDADE ESTADUAL DE SANTA CRUZ	29031	2907	29	23	3	11	5	5	1	1	1	0	8	6	4	3	71
506700000004	UNIVERSIDADE DO OESTE PAULISTA	35036	3508	35	10	0	6	1	3	0	1	1	0	5	0	5	0	32
IYZQ00000002	UNIVERSIDADE ESTADUAL DO NORTE DO PARANA	41016	4104	41	6	0	1	3	1	0	0	0	0	5	0	5	0	21
281500000009	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE	24006	2401	24	2	1	0	5	4	1	4	0	0	3	1	0	1	22
001900000994	CLINICA MEDICA USUY	42016	4205	42	1	1	8	1	1	0	0	3	0	2	0	4	2	23
001500000997	CLINICA TOMOVALE	35050	3513	35	14	4	29	2	10	9	1	11	0	11	7	9	2	109
033800000001	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	26017	2605	26	32	7	6	10	9	4	8	1	0	11	8	4	2	102
475600000009	UNIVERSIDADE FEEVALE	43026	4305	43	10	0	5	6	3	1	6	2	0	7	1	6	3	50
408800000006	INSTITUTO DANTE PAZZANESE DE CARDIOLOGIA	35061	3515	35	0	0	9	0	1	0	0	0	0	1	0	3	1	15
410300000009	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO	33018	3306	33	9	2	4	9	11	1	0	3	0	4	3	5	2	53
JIDJ00000007	UNIVERSIDADE FEDERAL DO SUL DA BAHIA	29032	2907	29	9	0	0	4	1	1	2	1	0	5	1	1	0	25
IW9W00000003	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA BAIANO	29031	2907	29	7	1	0	3	1	1	0	0	0	2	1	0	0	16
179800000006	CENTRO DE ENSINO SUPERIOR DE MARINGA	41009	4103	41	8	0	3	1	3	0	0	1	0	2	0	3	2	23
119300000003	UNIVERSIDADE DO ESTADO DE SANTA CATARINA	42008	4202	42	15	2	7	19	9	1	7	11	0	8	5	13	8	105
408900000008	UNIVERSIDADE FEDERAL DE SAO JOAO DEL REI	31058	3111	31	16	6	11	19	15	3	6	5	0	9	8	8	3	109
002900000003	MUSEU PARAENSE EMILIO GOELDI	27005	2702	27	24	4	19	1	13	11	1	7	0	10	7	6	0	103
001100000990	CLINICA AME	31053	3110	31	4	2	18	6	5	1	0	9	0	4	1	9	4	63
554300000007	UNIVERSIDADE CATOLICA DE BRASILIA	53001	5301	53	8	5	13	1	6	0	2	3	0	9	0	10	4	61
066900000000	INSTITUTO DE MEDICINA INTEGRAL PROFESSOR FERNANDO FIGUEIRA	26017	2605	26	1	1	10	0	0	0	0	1	0	3	0	5	0	21
