ID_da_instituicao	nome_da_instituicao	ID_da_microregiao	ID_da_mesoregiao	ID_do_estado	Publicacoes_Disciplina_Biologia	Publicacoes_Disciplina_Biotecnologia	Publicacoes_Disciplina_Especialidades_Medicas	Publicacoes_Disciplina_Engenharias_Civil_Mecanica_e_Quimica	Publicacoes_Disciplina_Quimica	Publicacoes_Disciplina_Ciencias_da_Natureza	Publicacoes_Disciplina_Engenharia_Eletrica_e_Ciencias_da_Computacao	Publicacoes_Disciplina_Pesquisas_Neurologicas	Publicacoes_Disciplina_Humanas	Publicacoes_Disciplina_Doencas_Infecciosas	Publicacoes_Disciplina_Matematica_e_Fisica	Publicacoes_Disciplina_Profissionais_da_Saude	Publicacoes_Disciplina_Ciencias_Sociais	Total_Publicacoes
032900000005	UNIVERSIDADE ESTADUAL DE MARINGA	41009	4103	41	29	5	17	18	21	3	5	6	1	15	12	17	14	163
024000000008	UNIVERSIDADE DE BRASILIA	53001	5301	53	32	9	41	34	23	18	21	14	4	22	18	29	32	297
020200000009	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	33018	3306	33	36	11	63	50	30	15	30	20	11	22	25	46	37	396
008400000003	INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA	13007	1303	13	31	5	19	2	15	10	1	7	0	14	7	6	1	118
061400000000	UNIVERSIDADE DE PERNAMBUCO	26017	2605	26	7	3	38	1	4	0	3	13	0	9	2	31	4	115
032600000000	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	33018	3306	33	31	8	49	26	21	16	15	17	3	16	16	39	19	276
000600000001	PONTIFICIA UNIVERSIDADE CATOLICA DO RIO GRANDE DO SUL	43026	4305	43	21	10	50	11	20	12	17	19	2	16	9	38	15	240
081100000009	UNIVERSIDADE DE CAXIAS DO SUL	43016	4302	43	8	3	9	12	16	2	3	4	0	5	5	9	4	80
033500000006	UNIVERSIDADE FEDERAL DE SAO CARLOS	42002	4201	42	34	9	33	28	28	14	9	15	2	17	17	21	20	247
033200000000	UNIVERSIDADE FEDERAL DE MATO GROSSO	51007	5101	51	23	3	18	8	16	5	0	7	1	11	8	11	5	116
192900000005	UNIVERSIDADE DO ESTADO DO PARA	27005	2702	27	4	0	8	1	2	1	0	3	0	3	1	6	3	32
001200000991	HOSPITAL UNIVERSITARIO MARIA APARECIDA PEDROSSIAN	50004	5002	50	7	2	21	2	5	0	1	4	0	6	0	7	2	57
009200000008	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	53001	5301	53	33	9	7	20	16	9	6	4	1	16	5	11	8	145
807700000001	UNIVERSIDADE CRUZEIRO DO SUL	35061	3515	35	2	0	4	1	0	0	0	3	0	2	4	13	0	29
000200000993	INSTITUTO DE MEDICINA INTEGRAL PROF FERNANDO FIGUEIRA	26017	2605	26	26	8	50	20	18	5	13	14	0	22	12	30	15	233
029100000000	UNIVERSIDADE FEDERAL DA BAHIA	29021	2905	29	26	10	37	15	21	9	15	11	3	21	14	20	19	221
008000000006	UNIVERSIDADE ESTADUAL DE LONDRINA	41011	4103	41	25	7	32	14	16	2	3	10	1	19	10	19	5	163
008900000002	UNIVERSIDADE FEDERAL DO CEARA	23016	2303	23	23	10	40	31	23	8	19	13	1	20	17	21	14	240
004400000000	UNIVERSIDADE FEDERAL DO PARA	27005	2702	27	26	4	17	21	15	7	13	7	1	18	7	13	13	162
080400000006	UNIVERSIDADE FEDERAL DE JUIZ DE FORA	31065	3112	31	14	4	23	10	23	3	14	7	2	15	10	26	12	163
117700000004	UNIVERSIDADE DO GRANDE RIO	33018	3306	33	6	3	8	0	0	0	1	3	0	8	1	5	1	36
038400000005	HOSPITAL DE CLINICAS DE PORTO ALEGRE	43026	4305	43	3	1	50	0	4	0	0	14	0	11	1	21	3	108
004100000005	CENTRO NACIONAL DE PESQUISA EM ENERGIA E MATERIAIS	35032	3507	35	17	7	23	8	22	9	1	7	0	12	9	6	2	123
006200000003	UNIVERSIDADE FEDERAL DE SAO PAULO	35061	3515	35	26	9	66	16	26	11	5	25	4	19	12	52	17	288
000500000999	CARDIOCENTRO CLINICA DE DOENCAS DO CORACAO	24018	2404	24	14	6	34	7	14	1	1	11	2	14	3	15	2	124
033000000007	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	35026	3506	35	39	11	56	39	28	18	21	23	3	21	24	45	22	350
002500000006	CENTRO BRASILEIRO DE PESQUISAS FISICAS	33018	3306	33	2	2	0	3	8	1	0	0	0	1	13	0	0	30
502700000001	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE PERNAMBUCO	26017	2605	26	4	2	1	1	6	0	3	0	0	2	0	1	0	20
000800000994	CLINICA REUMATOLOGICA	31030	3107	31	19	5	35	8	15	2	4	9	0	14	2	19	3	135
032700000001	UNIVERSIDADE FEDERAL DE SANTA MARIA	43018	4303	43	23	6	25	19	17	8	7	10	1	14	11	18	8	167
033100000009	UNIVERSIDADE FEDERAL DE ALAGOAS	27011	2703	27	21	4	13	13	17	5	4	7	0	11	9	15	6	125
171500000005	UNIVERSIDADE SAO FRANCISCO	35048	3512	35	0	2	10	1	7	0	0	0	0	4	1	5	1	31
IX2400000007	FACULDADE MERIDIONAL	43010	4301	43	2	1	2	1	0	1	0	0	0	0	0	3	1	11
001600000999	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA CNPT EMBRAPA TRIGO	43010	4301	43	11	1	20	3	8	2	1	0	0	3	0	6	3	58
011100000008	PONTIFICIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO	33018	3306	33	8	5	16	18	21	3	20	7	5	9	18	3	18	151
501100000002	UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE	24001	2401	24	6	1	6	2	5	1	0	0	0	1	3	2	3	30
007200000001	UNIVERSIDADE DE FORTALEZA	23016	2303	23	2	1	10	7	4	0	8	6	0	7	1	11	6	63
008200000000	UNIVERSIDADE FEDERAL DO AMAZONAS	13007	1303	13	23	2	14	14	20	2	22	6	0	7	13	10	1	134
342800000000	UNIVERSIDADE ESTADUAL DO CENTRO OESTE	41029	4108	41	14	3	7	4	13	0	0	2	1	8	3	5	2	62
567200000007	UNIVERSIDADE DO VALE DO ITAJAI	42013	4204	42	8	1	9	3	7	3	0	1	0	2	1	5	0	40
I3CJ00000006	UNIVERSIDADE FEDERAL DA GRANDE DOURADOS	50010	5004	50	15	4	5	6	9	1	1	1	0	9	3	3	1	58
460900000006	UNIVERSIDADE FEDERAL DO TOCANTINS	41030	4108	41	16	3	0	2	7	1	1	3	1	7	3	4	2	50
870400000000	CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS	31030	3107	31	6	2	0	8	5	0	6	1	0	3	7	3	2	43
306200000002	UNIVERSIDADE PAULISTA	35020	3504	35	7	1	11	6	9	0	7	5	0	5	4	15	4	74
I22A00000002	UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA	29020	2905	29	16	4	3	4	7	1	0	1	1	6	5	5	4	57
005900000008	UNIVERSIDADE ESTADUAL DE PONTA GROSSA	41021	4105	41	9	4	5	12	13	3	1	1	1	8	10	14	1	82
892700000006	INSTITUTO FEDERAL CATARINENSE	42013	4204	42	8	3	1	2	6	0	1	0	0	6	1	1	0	29
832500000009	UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO	33003	3302	33	21	6	4	10	14	5	0	4	0	11	6	1	1	83
007000000008	UNIVERSIDADE FEDERAL DE SERGIPE	28011	2803	28	22	8	26	16	20	3	4	10	1	14	12	18	7	161
020100000007	CENTRO UNIVERSITARIO UNIVATES	43021	4304	43	5	3	4	0	8	1	0	4	0	3	2	2	0	32
004500000002	UNIVERSIDADE FEDERAL DE PELOTAS	43033	4307	43	23	7	40	16	16	6	4	13	2	19	10	36	13	205
J32200000000	UNIVERSIDADE FEDERAL DA FRONTEIRA SUL	42002	4201	42	11	5	5	6	10	0	1	3	0	8	3	8	3	63
014000000000	COMISSAO NACIONAL DE ENERGIA NUCLEAR	33018	3306	33	7	3	6	26	20	8	25	4	0	4	11	8	1	123
001300000993	INSTITUTO CURICACA	43026	4305	43	7	4	15	3	4	1	4	4	0	4	2	6	3	57
002000000996	DFVNEURO	35061	3515	35	3	1	7	0	1	0	0	2	0	3	0	9	1	27
778500000000	FACULDADE DE CIENCIAS MEDICAS DA SANTA CASA DE SAO PAULO	35061	3515	35	3	0	25	2	1	0	0	8	0	2	0	17	0	58
308200000009	HOSPITAL NOSSA SENHORA DA CONCEICAO	43026	4305	43	1	0	14	0	0	0	0	3	0	4	0	4	1	27
288200000000	UNIVERSIDADE CATOLICA DOM BOSCO	50004	5002	50	6	0	1	0	0	0	5	3	0	2	1	2	2	22
010600000009	UNIVERSIDADE FEDERAL DE GOIAS	52010	5203	52	32	9	49	20	28	5	12	16	1	20	14	34	14	254
F3V900000009	INSTITUTO FEDERAL GOIANO	52013	5205	52	9	2	0	6	7	1	1	1	0	9	2	1	0	39
004000000003	UNIVERSIDADE ESTADUAL DO CEARA	23016	2303	23	10	7	8	2	12	2	1	6	0	14	1	8	1	72
811900000003	UNIVERSIDADE FEDERAL DE RORAIMA	25017	2503	25	7	0	2	0	1	1	0	1	0	2	2	0	0	16
446900000000	UNIVERSIDADE FEDERAL DE CAMPINA GRANDE	25017	2503	25	14	4	3	19	9	8	13	2	0	5	12	8	5	102
008700000009	INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS	43018	4303	43	23	4	19	21	16	16	9	7	0	11	16	5	4	151
001500000008	UNIVERSIDADE FEDERAL DE UBERLANDIA	31018	3105	31	30	8	33	27	22	11	18	10	0	18	20	22	19	238
350700000009	CENTRO FEDERAL DE EDUCACAO TECNOLOGICA CELSO SUCKOW DA FONSECA	33018	3306	33	3	0	1	7	1	0	5	0	0	0	8	0	1	26
039200000000	UNIVERSIDADE FEDERAL DO ESPIRITO SANTO	32005	3202	32	27	8	34	16	21	2	19	14	1	17	15	21	8	203
021100000005	UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO	33017	3306	33	23	5	5	3	13	3	7	4	0	12	8	5	6	94
065800000000	INSTITUTO BUTANTAN	35061	3515	35	12	7	16	0	7	1	0	5	0	16	0	9	0	73
387300000000	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO SANTO	32003	3201	32	10	1	0	6	12	0	0	2	0	2	5	0	0	38
000900000996	ATTI PSICOLOGIA CLINICA E CONSULTORIA SOLUCOES COMPORTAMENTAIS	35061	3515	35	8	5	22	6	9	1	1	5	0	8	5	11	5	86
000600000990	FAZENDA BOM JESUS DO HERVAL BJH LTDA	42009	4203	42	14	5	32	11	13	3	6	9	0	9	0	15	5	122
412700000002	FUNDACAO UNIVERSIDADE FEDERAL DE CIENCIAS DA SAUDE DE PORTO ALEGRE	43026	4305	43	5	4	31	0	4	0	0	8	0	7	0	12	2	73
431200000000	UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL	43026	4305	43	10	2	1	2	3	0	0	0	0	1	2	1	0	22
000500000000	UNIVERSIDADE FEDERAL FLUMINENSE	33018	3306	33	22	5	40	29	24	10	21	13	3	17	22	19	18	243
000300000995	INSTITUTO VIRTUAL INTERNACIONAL DE MUDANCAS GLOBAIS COPPE UFRJ	33018	3306	33	19	7	42	14	18	2	1	11	0	17	11	23	4	169
478800000007	FACULDADE DE MEDICINA DE SAO JOSE DO RIO PRETO	35004	3501	35	5	4	33	0	5	0	0	12	0	11	2	8	0	80
032100000000	UNIVERSIDADE NOVE DE JULHO	35061	3515	35	2	2	21	4	5	0	8	5	0	4	5	13	7	76
016700000000	UNIVERSIDADE FEDERAL DO RIO GRANDE	43035	4307	43	22	7	14	15	13	8	7	2	0	8	7	11	5	119
000100000002	UNIVERSIDADE FEDERAL DO MARANHAO	21002	2101	21	18	4	14	13	12	2	7	4	0	9	8	13	4	108
032300000004	UNIVERSIDADE FEDERAL DO PIAUI	22003	2202	22	18	1	18	8	15	3	8	4	2	15	9	17	3	121
002800000001	UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI CAMPUS JK	31010	3103	31	13	1	9	8	13	0	1	4	0	10	9	14	3	85
768700000007	HOSPITAL SIRIO LIBANES	35061	3515	35	1	1	21	0	0	0	0	2	0	4	0	5	0	34
520900000003	INSTITUTO FEDERAL DO TRIANGULO MINEIRO	31018	3105	31	8	0	2	1	1	0	1	0	0	2	0	2	0	17
000900000007	UNIVERSIDADE DO VALE DO RIO DOS SINOS	43026	4305	43	13	1	4	9	3	4	2	2	1	2	5	10	9	65
294800000006	UNIVERSIDADE ESTACIO DE SA	33018	3306	33	1	0	5	2	4	0	1	5	0	2	0	9	2	31
125200000006	UNIVERSIDADE DO EXTREMO SUL CATARINENSE	42019	4206	42	4	0	14	3	3	0	1	7	0	4	0	7	1	44
IXXU00000008	INSTITUTO FEDERAL DE SAO PAULO	35005	3501	35	8	2	5	11	10	1	7	1	0	3	8	4	3	63
754000000004	UNIVERSIDADE FEDERAL DE RONDONIA	11003	1102	11	8	0	2	3	3	1	0	1	0	5	4	3	1	31
833700000000	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	31030	3107	31	6	1	0	1	5	0	0	1	0	2	0	5	1	22
008300000001	UNIVERSIDADE FEDERAL DA PARAIBA	25015	2503	25	26	5	15	18	22	4	13	8	2	17	18	16	15	179
033600000008	UNIVERSIDADE FEDERAL DE VICOSA	31062	3112	31	34	8	25	15	22	13	7	8	0	20	13	12	8	185
000400000997	GEOFUSION	35061	3515	35	20	5	39	7	17	4	4	14	0	16	6	23	10	165
584200000007	UNIVERSIDADE DO ESTADO DA BAHIA	29032	2907	29	8	0	10	0	4	0	5	0	0	4	1	8	2	42
JLDY00000007	UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA	15020	1506	15	2	0	0	3	3	0	0	0	0	2	1	2	2	15
024800000002	INSTITUTO AGRONOMICO DE CAMPINAS	35032	3507	35	14	3	0	5	3	1	0	0	0	3	0	0	0	29
059100000002	UNIVERSIDADE FEDERAL DE ITAJUBA	31031	3107	31	7	5	15	22	13	7	13	4	0	8	12	5	2	113
749000000008	UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA	29024	2906	29	13	1	1	4	12	0	1	2	0	5	7	9	1	56
020700000008	PONTIFICIA UNIVERSIDADE CATOLICA DO PARANA	41037	4110	41	7	2	19	8	5	1	6	4	1	10	3	22	3	91
884900000009	INSTITUTO EVANDRO CHAGAS	15007	1503	15	3	0	4	0	0	0	0	2	0	7	0	1	0	17
J2HF00000009	UNIVERSIDADE FEDERAL DO OESTE DO PARA	15002	1501	15	13	3	5	3	0	1	0	3	0	10	2	0	1	41
IZCF00000003	UNIVERSIDADE FEDERAL DO PAMPA	43031	4306	43	17	5	14	7	14	4	3	4	0	9	6	9	2	94
J4D600000002	UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LUSOFONIA AFRO BRASILEIRA	23013	2302	23	5	2	4	5	6	2	2	2	0	2	3	2	0	35
J8LU00000004	FUNDACAO PIO XII	35009	3502	35	2	0	9	0	0	0	0	2	0	1	1	2	0	17
047500000006	INSTITUTO FEDERAL SUL RIO GRANDENSE	43026	4305	43	4	0	0	5	6	0	0	2	0	2	1	3	2	25
201100000003	FUNDACAO ANTONIO PRUDENTE	35061	3515	35	4	4	28	0	4	0	0	5	0	10	2	7	0	64
810400000006	UNIVERSIDADE TIRADENTES	28011	2803	28	2	2	5	3	5	0	0	1	0	2	0	4	0	24
J1OR00000000	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	31048	3110	31	9	3	5	2	6	1	0	2	0	8	1	1	0	38
002100000998	LABORATORIO NACIONAL DE TECNOLOGIA DO BIOETANOL	35032	3507	35	2	1	5	3	1	0	0	3	0	4	1	6	0	26
081500000006	UNIVERSIDADE DO SAGRADO CORACAO	35020	3504	35	6	2	7	9	1	1	1	0	0	1	0	9	3	40
IWU400000003	UNIVERSIDADE FEDERAL DO ABC	35061	3515	35	12	5	10	19	25	4	17	9	0	9	20	8	6	144
377800000002	UNIVERSIDADE VILA VELHA	32009	3203	32	8	0	2	0	3	0	0	0	0	6	0	1	0	20
000700000992	CENTRO SUPERIOR DE ENSINO E DESENVOLVIMENTO	25017	2503	25	14	6	29	5	9	3	1	7	0	16	1	14	6	111
001400000995	BRASILIA MEDICAL CENTER	53001	5301	53	9	1	15	1	1	0	0	7	0	7	1	13	4	59
007700000000	INSTITUTO NACIONAL DE CANCER	33018	3306	33	7	4	31	0	5	0	0	9	0	13	1	12	0	82
006100000001	FUNDACAO GETULIO VARGAS SP	35061	3515	35	1	0	1	0	0	0	0	0	0	0	0	0	13	15
829000000000	UNIVERSIDADE ESTADUAL DE MONTES CLAROS	31004	3102	31	10	0	7	1	3	0	0	3	0	3	3	11	1	42
501600000001	UNIVERSIDADE LUTERANA DO BRASIL	43026	4305	43	6	0	21	3	5	1	1	2	0	7	0	12	1	59
169700000007	UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO	33018	3306	33	17	1	17	2	7	1	3	9	1	7	1	15	11	92
117800000006	PONTIFICIA UNIVERSIDADE CATOLICA DE MINAS GERAIS	31030	3107	31	11	1	1	4	2	0	9	3	0	5	4	11	6	57
023100000001	INSTITUTO AGRONOMICO DO PARANA	41011	4103	41	8	1	0	1	2	0	0	0	0	3	0	1	0	16
J1HP00000001	INSTITUTO FEDERAL DO PARANA	41019	4105	41	6	0	1	3	5	0	2	1	0	3	3	3	0	27
158700000001	UNIVERSIDADE DE COIMBRA	31062	3112	31	5	1	4	4	6	1	0	0	0	0	1	2	1	25
553800000008	UNIVERSIDADE ESTADUAL DO OESTE DO PARANA	41023	4106	41	16	5	10	11	11	2	3	3	0	4	1	9	3	78
319000000000	INSTITUTO FEDERAL DE SANTA CATARINA	42008	4202	42	5	2	4	6	10	2	6	1	2	2	2	3	0	45
894500000009	UNIVERSIDADE FEDERAL DO AMAPA	16003	1602	16	18	4	21	2	12	9	1	7	0	9	8	4	2	97
061500000001	FUNDACAO EDUCACIONAL INACIANA PADRE SABOIA DE MEDEIROS	35061	3515	35	1	0	1	6	2	0	3	1	0	0	2	1	1	18
823700000003	UNIVERSIDADE NORTE DO PARANA	41011	4103	41	3	1	5	2	0	0	0	0	0	4	0	13	0	28
505800000008	UNIVERSIDADE ESTADUAL DO MARANHAO	21002	2101	21	11	1	3	6	2	0	2	1	0	6	3	0	0	35
007100000000	PONTIFICIA UNIVERSIDADE CATOLICA DE SAO PAULO	35046	3512	35	5	0	11	2	3	0	0	3	6	2	2	7	4	45
001800000992	INSTITUTO DE MEDICINA INTEGRADA	41009	4103	41	3	3	10	1	2	0	1	2	1	3	0	10	0	36
841500000008	UNIVERSIDADE DO ESTADO DE MATO GROSSO	51010	5102	51	10	1	0	2	2	0	1	1	0	7	0	0	0	24
000400000008	FUNDACAO GETULIO VARGAS	33018	3306	33	0	0	0	1	0	0	2	2	1	0	1	2	12	21
309500000002	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSOES	43004	4301	43	8	4	2	5	8	2	0	0	0	1	1	3	0	34
080300000004	UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL	50002	5001	50	14	2	1	8	5	1	1	0	0	3	3	2	1	41
623800000002	INSTITUTO FEDERAL FARROUPILHA	43018	4303	43	8	1	2	0	6	1	1	1	0	4	1	3	1	29
874100000007	UNIVERSIDADE DE ARARAQUARA	35024	3505	35	0	1	0	3	6	1	0	1	0	0	0	3	1	16
027500000001	INSTITUTO NACIONAL DE TECNOLOGIA	33018	3306	33	1	2	1	7	9	1	0	0	0	0	1	0	0	22
JL8W00000004	UNIVERSIDADE FEDERAL DO OESTE DA BAHIA	29001	2901	29	7	1	0	3	8	0	0	1	0	4	2	1	0	27
J3UC00000003	UNIVERSIDADE FEDERAL DA INTEGRACAO LATINO AMERICANA	41024	4106	41	7	2	3	7	6	0	1	1	0	3	7	1	0	38
051400000002	UNIVERSIDADE PRESBITERIANA MACKENZIE	35061	3515	35	6	1	3	5	9	0	5	7	0	5	5	5	5	56
067900000008	INSTITUTO DE PESQUISA JARDIM BOTANICO DO RIO DE JANEIRO	33018	3306	33	14	0	0	2	2	0	1	0	0	3	0	0	0	22
822900000009	EMPRESA DE PESQUISA AGROPECUARIA E EXTENSAO RURAL DE SANTA CATARINA	42004	4201	42	11	2	0	3	2	0	0	1	0	4	0	0	1	24
431100000008	UNIVERSIDADE DO ESTADO DO AMAZONAS	13007	1303	13	5	2	5	10	8	4	20	1	0	4	9	7	0	75
000200000004	UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO	31022	3105	31	12	6	29	12	12	1	1	7	0	14	2	11	4	111
071500000009	PONTIFICIA UNIVERSIDADE CATOLICA DE CAMPINAS	35032	3507	35	1	1	9	2	5	1	2	2	0	1	1	10	4	39
087900000002	UNIVERSIDADE DE PASSO FUNDO	43010	4301	43	10	2	10	2	7	0	2	0	0	10	0	7	2	52
769300000008	INSTITUTO TECNOLOGICO DE AERONAUTICA	35050	3513	35	1	0	0	14	7	1	3	0	0	0	11	1	3	41
154100000008	INSTITUTO FEDERAL DO CEARA REITORIA	23032	2307	23	7	3	0	7	5	1	3	0	0	3	4	2	0	35
577300000006	UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO	26005	2602	26	19	1	8	5	7	1	3	4	0	7	4	6	3	68
226100000009	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE GOIAS	52013	5205	52	4	1	0	9	3	0	3	0	1	2	1	2	1	27
431900000002	UNIVERSIDADE ESTADUAL DA PARAIBA	25017	2503	25	15	5	4	4	9	0	3	3	0	3	5	10	5	66
021700000006	UNIVERSIDADE FEDERAL RURAL DO SEMI ARIDO	24001	2401	24	18	4	3	10	3	2	7	3	0	7	5	4	2	68
363100000000	UNIVERSIDADE ESTADUAL DE SANTA CRUZ	29031	2907	29	24	2	4	2	12	1	1	1	0	10	9	5	5	76
506700000004	UNIVERSIDADE DO OESTE PAULISTA	35036	3508	35	7	0	7	2	3	1	1	0	0	6	0	7	0	34
IYZQ00000002	UNIVERSIDADE ESTADUAL DO NORTE DO PARANA	41016	4104	41	4	2	3	1	2	0	0	0	0	2	0	3	1	18
281500000009	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE	24006	2401	24	4	0	0	4	5	2	0	0	0	1	0	1	2	19
001900000994	CLINICA MEDICA USUY	42016	4205	42	6	1	15	0	4	1	0	4	0	2	0	6	3	42
001500000997	CLINICA TOMOVALE	35050	3513	35	6	1	14	1	1	0	0	7	0	2	0	9	2	43
033800000001	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	26017	2605	26	26	4	4	9	16	4	10	2	0	14	8	6	6	109
475600000009	UNIVERSIDADE FEEVALE	43026	4305	43	6	1	5	8	5	1	3	3	0	5	0	3	2	42
408800000006	INSTITUTO DANTE PAZZANESE DE CARDIOLOGIA	35061	3515	35	0	3	37	0	1	0	0	12	0	8	0	22	2	85
410300000009	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO	33018	3306	33	8	4	3	5	9	1	0	2	0	6	4	4	0	46
JIDJ00000007	UNIVERSIDADE FEDERAL DO SUL DA BAHIA	29032	2907	29	9	1	1	3	0	0	0	0	0	2	2	0	1	19
IW9W00000003	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA BAIANO	29031	2907	29	11	1	0	6	1	0	0	0	0	2	1	0	0	22
179800000006	CENTRO DE ENSINO SUPERIOR DE MARINGA	41009	4103	41	5	1	1	1	2	0	0	0	0	4	0	2	0	16
119300000003	UNIVERSIDADE DO ESTADO DE SANTA CATARINA	42008	4202	42	14	3	12	11	17	2	5	9	1	7	8	11	4	104
408900000008	UNIVERSIDADE FEDERAL DE SAO JOAO DEL REI	31058	3111	31	15	3	7	18	18	0	5	1	0	10	8	3	4	92
002900000003	MUSEU PARAENSE EMILIO GOELDI	27005	2702	27	23	4	19	1	12	12	1	7	1	9	7	4	1	101
001100000990	CLINICA AME	31053	3110	31	6	5	18	4	4	0	0	7	0	9	5	14	2	74
554300000007	UNIVERSIDADE CATOLICA DE BRASILIA	53001	5301	53	19	4	29	1	14	9	7	10	0	13	9	16	7	138
066900000000	INSTITUTO DE MEDICINA INTEGRAL PROFESSOR FERNANDO FIGUEIRA	26017	2605	26	2	1	14	0	0	0	0	4	0	2	0	3	0	26
