idDaInstituicao	anoDePublicacao	total
466400000006-31	2011	4
JE6A00000006-42	2014	2
JE6A00000006-42	2010	2
168700000009-35	2012	6
168700000009-35	2011	5
377800000002-32	2015	83
HBH100000001-33	2015	1
IXRM00000004-35	2015	7
IXRM00000004-35	2014	9
IXRM00000004-35	2012	14
511300000003-42	2011	161
001700000990-43	2012	7
171400000003-52	2012	18
171400000003-52	2010	19
002600000997-41	2013	4
002600000997-41	2012	3
002600000997-41	2011	4
002600000997-41	2010	6
000400000997-27	2014	23
J1OU00000008-33	2010	23
000700000992-31	2015	9
000700000992-31	2014	10
000700000992-31	2010	10
028700000003-33	2013	42
001700000990-29	2012	8
312800000008-28	2015	40
312800000008-28	2010	21
001600000999-41	2014	7
985600209365-35	2014	3
985600209365-35	2012	1
985600209365-35	2010	3
428800000000-22	2011	41
520900000003-31	2014	50
985606574499-42	2014	1
985606574499-42	2013	2
985606574499-42	2012	1
000800000994-41	2012	24
775300000002-43	2010	6
449300000004-31	2011	6
000800000994-22	2010	4
JCT500000005-33	2012	2
J0ON00000006-31	2015	4
985600402076-23	2014	2
985600402076-23	2013	7
502700000001-26	2011	17
528700000005-17	2012	23
089100000004-52	2011	51
455900000000-16	2014	11
455900000000-16	2013	12
455900000000-16	2011	9
IZEE00000008-35	2015	91
IZEE00000008-35	2014	9
IZEE00000008-35	2013	97
IZEE00000008-35	2012	14
IZEE00000008-35	2011	10
507800000004-13	2012	4
661500000000-31	2014	29
661500000000-31	2011	36
985600169126-43	2015	21
985600169126-43	2014	16
985600169126-43	2012	112
985600169126-43	2010	25
IXTV00000009-26	2014	9
IXTV00000009-26	2013	4
IXTV00000009-26	2012	4
781800000006-24	2011	15
781800000006-24	2010	15
J18700000003-33	2014	5
120600000002-41	2012	38
J0VX00000001-53	2010	2
009200000008-16	2014	13
009200000008-16	2011	5
028700000003-33	2010	42
J4VT00000001-41	2013	8
J4VT00000001-41	2012	5
456700000004-43	2011	14
J0ZR00000001-42	2015	4
J0ZR00000001-42	2014	2
J0ZR00000001-42	2013	4
J41C00000009-35	2015	43
J41C00000009-35	2011	47
IYIC00000000-41	2014	21
IYIC00000000-41	2011	16
438600000004-23	2014	33
344000000001-31	2015	6
583400000002-43	2014	15
583400000002-43	2013	30
583400000002-43	2012	25
583400000002-43	2011	23
583400000002-43	2010	24
001000000998-23	2013	6
001000000998-23	2011	4
001000000998-23	2010	3
J01Z00000005-53	2015	9
J01Z00000005-53	2011	9
JM7R00000002-35	2011	2
JM7R00000002-35	2010	2
J3Y700000005-50	2015	35
000500000999-21	2010	1
001300000993-33	2015	7
001300000993-33	2012	11
000200000993-42	2011	23
293700000006-41	2014	11
293700000006-41	2011	13
055100000000-53	2012	2
045100000002-35	2015	1
985600159970-31	2011	4
985600159970-31	2013	3
482000000000-13	2010	11
J1QC00000008-35	2014	7
J1QC00000008-35	2013	2
J3Y700000005-50	2014	16
J3Y700000005-50	2012	18
001100000990-50	2012	1
001100000990-50	2010	1
179500000000-35	2013	1
835100000006-31	2015	1
877900000006-31	2015	15
877900000006-31	2014	11
877900000006-31	2012	25
877900000006-31	2011	13
877900000006-31	2010	28
985602000994-33	2012	5
428800000000-22	2012	66
002200000000-53	2011	4
985600188120-41	2014	3
461400000005-33	2014	14
433800000007-42	2015	1
777300000009-35	2015	8
007100000000-35	2013	49
081200000000-33	2010	8
002700000000-29	2015	32
002700000000-29	2011	24
000300000995-24	2012	4
000300000995-24	2010	3
531100000004-35	2011	1
000700000992-32	2012	2
306200000002-52	2014	4
014300000006-13	2012	4
J1GS00000009-11	2015	15
GBIM00000005-35	2013	2
985601000990-41	2013	2
069000000008-29	2014	14
069000000008-29	2013	17
IX9T00000003-33	2012	3
IX9T00000003-33	2011	3
IX9T00000003-33	2010	3
002000000996-23	2013	86
034300000000-31	2012	1
028200000004-53	2010	60
985600191121-35	2014	10
985600191121-35	2012	8
985600191121-35	2010	4
028000000000-53	2013	2
028000000000-53	2012	2
000800000994-52	2010	1
437300000000-41	2015	3
437300000000-41	2013	5
437300000000-41	2012	7
437300000000-41	2011	6
065000000005-33	2014	9
501500000000-23	2010	21
015100000000-43	2014	3
015100000000-43	2010	3
028200000004-43	2013	2
028200000004-43	2012	1
028200000004-43	2011	1
028200000004-43	2010	2
985600042410-35	2013	6
482100000002-35	2010	3
046100000000-28	2012	29
J3GZ00000008-33	2014	6
J3GZ00000008-33	2012	5
985600993279-42	2015	2
985600993279-42	2013	3
985600993279-42	2012	3
985600993279-42	2011	2
IX9M00000000-23	2010	11
023200000003-52	2011	3
JAVB00000008-33	2012	3
985600213036-33	2014	2
159000000007-33	2014	4
159000000007-33	2013	4
328600000000-31	2013	2
193400000004-33	2014	11
193400000004-33	2013	16
000700000003-35	2011	26
JP3V00000000-23	2014	11
JP3V00000000-23	2011	26
411600000002-27	2014	7
411600000002-27	2011	7
584100000005-53	2014	1
584100000005-53	2012	4
584100000005-53	2011	9
021200000007-32	2013	18
021200000007-32	2010	23
J1UZ00000004-33	2010	2
985601110338-41	2014	4
985601110338-41	2013	7
985601110338-41	2011	5
096900000001-31	2013	8
096900000001-31	2010	9
066700000006-35	2015	128
066700000006-35	2012	7
066700000006-35	2010	13
771700000007-29	2015	6
771700000007-29	2014	3
473900000008-29	2014	2
000400000997-33	2015	26
002500000995-43	2013	8
JNTM00000007-33	2012	16
IXTV00000009-26	2010	11
001900000994-35	2014	23
001900000994-35	2012	25
468600000006-42	2014	1
IY7O00000005-16	2014	19
J12600000002-35	2011	2
001800000992-33	2012	5
001800000992-33	2010	8
294800000006-33	2015	33
154600000007-35	2013	69
000500000999-43	2011	27
622800000004-26	2012	1
046100000000-28	2010	12
IWT700000002-41	2011	2
431100000008-35	2011	2
832000000000-35	2011	1
J12L00000003-29	2013	6
J12L00000003-29	2012	4
J5U700000007-24	2013	3
001500000997-42	2013	2
040000000000-27	2012	5
012600000005-33	2015	10
013700000005-23	2012	14
781800000006-24	2014	24
985608318244-25	2011	1
011000000006-26	2015	20
985600146169-33	2011	1
000700000992-41	2015	7
000700000992-41	2012	12
000300000995-42	2015	33
985600559978-41	2010	3
033100000009-31	2010	3
583400000002-43	2015	13
107000000004-35	2013	41
001300000993-29	2010	4
472700000006-31	2012	16
000900000996-41	2012	14
000900000996-41	2010	7
528700000005-41	2010	6
344000000001-31	2010	5
013800000007-24	2011	31
195400000000-13	2010	53
985600151383-53	2012	7
001400000995-33	2014	15
003900000001-13	2012	26
579800000001-31	2010	32
294100000003-41	2011	2
J4VT00000001-35	2012	2
000200000993-50	2015	4
J6IN00000002-41	2010	8
167600000009-41	2010	12
192500000008-31	2012	34
192500000008-31	2011	40
118000000000-35	2013	20
000500000999-52	2015	1
AT4R00000001-33	2014	2
985601111113-35	2012	4
822800000007-43	2015	2
822800000007-43	2011	2
822800000007-43	2010	2
009200000008-16	2010	6
HBH100000001-33	2011	1
001600000999-43	2015	7
001600000999-43	2014	4
819000000002-27	2010	26
340900000005-35	2015	41
J2NI00000001-27	2013	1
000200000993-42	2013	29
340900000005-35	2014	63
870300000008-35	2014	44
841600000000-43	2010	27
202100000001-31	2014	53
202100000001-31	2012	27
202100000001-31	2011	17
001000000998-28	2014	1
001000000998-28	2012	3
653900000006-35	2012	36
653900000006-35	2011	25
167800000002-35	2010	8
IXVO00000009-53	2015	6
IXVO00000009-53	2014	11
IXVO00000009-53	2011	9
IXVO00000009-53	2010	5
IVH800000000-22	2012	4
IVH800000000-22	2011	6
047900000003-33	2015	3
047900000003-33	2010	11
002000000996-42	2015	7
002000000996-42	2014	4
002000000996-42	2012	6
002000000996-42	2011	11
422900000003-35	2014	11
422900000003-35	2013	38
422900000003-35	2012	12
422900000003-35	2011	17
985600419629-35	2013	2
J67N00000004-33	2010	1
J18700000003-33	2010	12
J6Q900000007-35	2011	4
985600042380-35	2015	10
985600042380-35	2010	25
419400000004-35	2011	3
IZEE00000008-13	2015	4
506200000005-35	2011	5
506200000005-35	2010	3
J0XN00000008-27	2015	3
J0XN00000008-27	2013	1
311500000004-53	2011	9
001200000991-13	2014	4
460900000006-41	2012	43
IY9F00000003-27	2015	6
IY9F00000003-27	2014	7
J7ZP00000009-35	2015	57
J7ZP00000009-35	2013	40
J7ZP00000009-35	2012	48
J7ZP00000009-35	2011	42
J7ZP00000009-35	2010	36
348800000009-53	2012	9
348800000009-53	2010	12
428800000000-22	2015	32
167800000002-35	2014	5
J0S200000007-33	2015	6
531500000001-26	2015	10
531500000001-26	2012	11
531500000001-26	2011	10
531500000001-26	2010	47
J1B800000008-52	2012	1
J1B800000008-52	2011	1
J1B800000008-52	2010	1
001000000998-33	2014	4
001000000998-33	2013	2
001000000998-33	2012	5
001000000998-33	2011	1
306200000002-53	2012	3
879900000002-29	2011	1
001300000993-31	2013	7
001300000993-31	2011	3
104100000001-43	2011	37
B3WZ00000004-13	2013	8
B3WZ00000004-13	2011	8
B3WZ00000004-13	2010	8
000700000992-42	2015	5
000700000992-42	2014	4
IXOR00000009-25	2011	7
040000000000-53	2012	7
852000000004-42	2010	5
350300000001-33	2010	8
000200000993-32	2011	3
311300000000-41	2015	2
898500000001-29	2015	25
898500000001-29	2013	23
898500000001-29	2012	99
292900000001-35	2011	5
000800000994-28	2014	1
528700000005-17	2010	6
000800000994-41	2011	13
000800000994-41	2010	26
985600149567-31	2010	2
000200000993-13	2015	1
884900000009-27	2013	20
426900000006-43	2013	5
426900000006-43	2012	7
001800000992-13	2011	16
516400000006-33	2015	2
551400000004-35	2014	27
J2VV00000002-33	2015	2
J2VV00000002-33	2010	1
985600201542-42	2010	2
445200000000-42	2011	23
985600145502-35	2014	4
985600145502-35	2013	8
985600145502-35	2012	4
985600145502-35	2011	6
985600145502-35	2010	6
J3SJ00000001-35	2013	2
011000000006-26	2011	31
000600000990-13	2014	1
J5SV00000001-53	2015	2
882900000002-32	2015	1
882900000002-32	2014	2
882900000002-32	2013	1
000300000995-42	2014	18
002200000000-53	2015	6
002200000000-53	2013	8
000500000999-22	2015	3
000500000999-22	2014	3
000500000999-22	2013	5
660300000008-35	2014	17
660300000008-35	2012	15
660300000008-35	2010	15
001700000990-41	2015	5
001700000990-41	2014	6
001000000998-42	2010	5
985600390108-26	2012	1
JF1800000007-31	2013	2
JF1800000007-31	2012	3
JF1800000007-31	2011	4
000800000994-42	2013	4
000800000994-42	2012	7
985600043289-33	2011	2
201900000008-33	2011	14
985600209799-31	2015	13
985600209799-31	2014	7
985600174499-43	2015	7
985600174499-43	2014	3
001300000993-29	2015	6
001500000997-35	2013	25
273000000009-33	2015	12
472700000006-31	2015	9
472700000006-31	2014	10
000400000997-27	2015	71
350300000001-33	2011	4
000500000999-53	2011	4
426500000009-22	2015	21
J01Z00000005-53	2010	4
166100000001-15	2012	9
487300000007-42	2010	5
027700000005-43	2015	3
027700000005-43	2013	14
027700000005-43	2012	2
027700000005-43	2011	5
003900000001-26	2010	269
985601226522-23	2011	3
JGDG00000007-42	2014	3
176500000006-23	2015	2
JI7500000002-23	2011	21
JI7500000002-23	2010	54
IXS700000001-33	2013	1
G4YY00000008-35	2015	12
G4YY00000008-35	2014	11
G4YY00000008-35	2013	9
G4YY00000008-35	2012	11
G4YY00000008-35	2011	12
G4YY00000008-35	2010	5
000400000997-50	2010	2
055100000000-53	2013	1
167600000009-41	2013	4
000300000995-31	2012	22
104100000001-43	2014	34
IWT900000006-42	2014	4
IWT900000006-42	2010	5
000700000992-29	2010	29
GFCD00000007-28	2011	1
GFCD00000007-28	2010	1
493100000008-31	2011	4
583000000005-11	2013	12
583000000005-11	2011	13
377400000005-33	2014	18
450400000000-41	2013	17
985600710536-35	2011	1
985600710536-35	2010	1
246100000003-22	2015	54
246100000003-22	2014	114
246100000003-22	2013	110
246100000003-22	2012	101
432800000009-42	2010	10
JEIB00000004-32	2013	5
000600000990-33	2015	17
985601110338-41	2015	7
IYCD00000002-35	2014	16
IYCD00000002-35	2013	20
JF1800000007-15	2014	1
JF1800000007-15	2010	1
286700000003-35	2015	13
066700000006-35	2014	94
J9GC00000006-11	2011	20
IXW500000009-35	2013	4
IXW500000009-35	2010	2
JGRY00000006-42	2015	19
JGRY00000006-42	2014	6
JGRY00000006-42	2013	27
JGRY00000006-42	2012	61
JGRY00000006-42	2011	34
JGRY00000006-42	2010	22
804600000005-41	2011	1
482100000002-43	2015	1
000400000997-31	2011	18
010100000000-33	2015	6
010100000000-33	2014	8
010100000000-33	2013	4
985601000990-41	2014	2
033100000009-31	2011	6
IW1X00000000-35	2014	15
IYC300000002-31	2012	3
J03D00000008-31	2012	2
834400000003-35	2014	3
834400000003-35	2013	2
J2LV00000002-21	2015	1
000700000992-43	2015	33
000700000992-43	2014	47
000700000992-43	2013	39
000700000992-43	2012	81
000700000992-43	2011	35
000700000992-43	2010	44
566100000007-41	2013	1
566100000007-41	2010	2
507700000002-53	2015	3
507700000002-53	2014	3
507700000002-53	2012	2
001800000992-28	2015	4
001800000992-28	2014	4
001800000992-28	2013	7
001800000992-28	2012	8
001800000992-28	2011	9
001800000992-28	2010	4
422900000003-35	2010	19
IWT900000006-42	2012	6
884800000007-26	2014	3
J87U00000003-35	2012	6
J87U00000003-35	2011	11
047900000003-33	2012	4
462200000000-43	2014	2
985601329550-35	2012	2
003900000001-53	2014	7
101800000000-43	2014	2
072300000003-43	2011	8
J1PB00000008-35	2011	6
009200000008-21	2015	1
009200000008-21	2014	3
009200000008-21	2013	4
009200000008-21	2012	4
000600000990-33	2012	19
000600000990-33	2010	25
051600000006-33	2013	7
501500000000-23	2012	17
425400000009-29	2010	44
884100000004-35	2011	8
000400000008-35	2013	15
J01Z00000005-53	2014	5
J0JS00000006-21	2011	1
294800000006-31	2013	1
013700000005-23	2015	4
J7D500000002-35	2013	3
J7D500000002-35	2012	5
J7D500000002-35	2010	5
201800000006-31	2014	2
201800000006-31	2013	2
201800000006-31	2012	1
867500000001-27	2015	1
JTMR00000002-35	2010	3
000300000995-51	2015	1
770900000002-35	2014	1
770900000002-35	2013	3
770900000002-35	2012	3
JSP800000001-23	2014	7
096900000001-31	2015	6
J0IH00000006-27	2014	14
548200000000-35	2015	1
548200000000-35	2014	1
548200000000-35	2011	2
548200000000-35	2010	1
IXKB00000005-11	2013	6
047700000000-21	2015	29
653900000006-35	2014	46
653900000006-35	2010	26
985600001233-52	2013	1
002400000993-35	2010	10
J4BJ00000001-28	2012	3
IYAN00000006-31	2010	7
247100000001-41	2010	46
630000000000-23	2012	4
057200000008-35	2010	20
340900000005-35	2012	66
JCPL00000005-13	2011	4
000400000997-26	2010	10
IXH700000003-31	2012	2
002200000000-53	2014	6
GCI600000000-42	2012	3
780900000000-43	2015	20
J61F00000009-31	2011	1
J61F00000009-31	2010	2
528200000006-35	2013	15
528200000006-35	2012	14
528200000006-35	2011	11
528200000006-35	2010	8
079400000002-35	2013	1
021200000007-32	2015	19
IZWL00000006-35	2014	1
IZWL00000006-35	2012	4
IZWL00000006-35	2011	4
IZWL00000006-35	2010	7
000800000994-23	2012	8
884900000009-27	2012	23
884900000009-27	2010	11
024500000007-35	2015	105
002700000999-35	2014	9
J0BF00000005-33	2011	4
466400000006-31	2012	7
466400000006-31	2010	6
443100000001-53	2015	1
443100000001-53	2013	2
009200000008-13	2011	53
802500000007-35	2010	19
JDFW00000004-17	2014	3
0U0E00000008-51	2014	1
0U0E00000008-51	2013	3
0U0E00000008-51	2012	1
0U0E00000008-51	2010	1
985600042509-35	2012	5
898500000001-29	2014	27
898500000001-29	2011	29
000400000997-42	2010	18
IV6N00000003-33	2013	3
IV6N00000003-33	2011	2
IV6N00000003-33	2010	1
096900000001-31	2011	5
000900000996-29	2012	4
985600099934-25	2011	1
985600993279-42	2010	4
013800000007-24	2013	30
004000000003-41	2010	2
000200000993-11	2011	2
017000000005-53	2012	4
226100000009-52	2014	29
876200000005-25	2014	3
IY1W00000002-42	2014	7
IY1W00000002-42	2013	4
IY1W00000002-42	2012	2
802600000009-35	2013	69
IX2400000007-43	2010	17
J3E400000000-50	2011	23
J3E400000000-50	2010	15
J54G00000008-33	2010	1
168700000009-35	2014	5
168700000009-35	2010	2
009200000008-13	2013	15
985600042495-35	2014	9
364100000008-23	2010	3
442500000000-31	2014	21
IZ1B00000008-50	2013	4
H84F00000005-31	2013	3
H84F00000005-31	2012	3
J4C300000009-42	2013	10
023600000000-35	2015	5
023600000000-35	2014	10
023600000000-35	2013	5
455800000008-31	2011	10
455800000008-31	2010	6
000400000997-43	2014	108
003200000009-35	2015	12
003200000009-35	2013	26
003200000009-35	2012	28
003200000009-35	2011	20
985601346021-13	2015	1
985601346021-13	2010	1
IWBX00000000-31	2013	4
001400000995-25	2012	1
858700000006-50	2013	2
858700000006-50	2012	4
344000000001-31	2013	4
516400000006-35	2015	5
516400000006-35	2011	3
J3SV00000007-43	2015	2
173800000007-31	2013	9
493100000008-31	2015	3
493100000008-31	2014	2
493100000008-31	2013	2
493100000008-31	2012	6
GFGJ00000000-27	2013	2
985600042509-35	2013	7
985600720469-43	2014	3
985600720469-43	2012	5
985600720469-43	2011	2
985600720469-43	2010	5
516400000006-33	2014	8
000700000992-53	2011	6
JQHV00000000-35	2015	1
JQHV00000000-35	2013	3
985602000994-43	2015	4
877900000006-31	2013	19
004000000003-41	2014	2
004000000003-41	2013	1
171400000003-52	2015	14
171400000003-52	2013	25
J47R00000007-42	2013	1
012600000005-33	2014	12
IZFU00000009-33	2010	4
000900000996-41	2011	12
IVKS00000003-22	2011	7
002400000004-31	2010	3
169600000005-35	2010	31
J0OB00000002-35	2015	15
J0OB00000002-35	2013	15
J0OB00000002-35	2012	16
J0OB00000002-35	2011	11
J4VT00000001-35	2014	2
J4VT00000001-35	2011	2
IWT700000002-41	2014	5
IYH000000008-41	2011	1
777300000009-35	2014	6
777300000009-35	2011	10
IYZQ00000002-41	2014	9
IYZQ00000002-41	2013	16
462400000003-29	2013	9
102400000000-43	2010	10
577300000006-29	2012	39
294300000007-31	2012	1
167800000002-35	2013	4
002200000990-33	2014	2
002200000990-33	2012	3
002200000990-33	2010	3
IY1W00000002-42	2015	3
IY1W00000002-42	2011	3
IY1W00000002-42	2010	1
J6KN00000007-35	2013	3
J0BF00000005-33	2014	2
J0BF00000005-33	2010	2
J1FO00000003-43	2013	1
J3WT00000002-35	2014	2
J3WT00000002-35	2011	3
009200000008-11	2012	31
009200000008-11	2011	19
009200000008-11	2010	27
781800000006-24	2015	7
781800000006-24	2013	23
781800000006-24	2012	17
858700000006-50	2014	1
002200000990-53	2014	3
002200000990-53	2012	1
002200000990-53	2011	2
000300000995-41	2012	17
J4BJ00000001-28	2014	1
J4BJ00000001-28	2013	2
002400000993-35	2015	7
002400000993-35	2013	12
002400000993-35	2012	10
002400000993-35	2011	15
156200000006-33	2014	3
156200000006-33	2013	8
J7NE00000000-31	2010	2
281500000009-24	2014	24
IYZQ00000002-50	2012	23
398000000000-33	2014	10
398000000000-33	2013	7
J1TW00000002-35	2011	6
J1TW00000002-35	2010	6
306200000002-53	2015	1
306200000002-53	2014	2
306200000002-53	2013	2
306200000002-53	2010	3
J8E800000003-33	2015	24
001500000997-43	2012	11
001500000997-43	2011	12
900900000004-13	2010	3
985600079623-23	2013	6
IVH800000000-22	2013	10
000600000990-52	2010	2
IXQG00000003-25	2011	1
000300000995-32	2014	3
001700000001-41	2015	14
985600085410-42	2011	13
142000000002-33	2014	3
000300000995-26	2010	3
462400000003-29	2015	6
462400000003-29	2014	13
462400000003-29	2012	7
177400000002-43	2013	2
177400000002-43	2012	7
630000000000-23	2011	5
000300000995-25	2013	4
IW9W00000003-41	2013	7
442500000000-31	2015	22
442500000000-31	2013	39
442500000000-31	2012	11
442500000000-31	2010	12
001000000998-25	2013	2
870300000008-35	2013	36
JAVJ00000002-35	2014	3
JAVJ00000002-35	2013	4
JAVJ00000002-35	2012	3
JAVJ00000002-35	2011	6
000600000990-23	2012	4
385700000001-53	2010	1
985600200430-27	2011	4
451900000007-41	2013	2
451900000007-41	2011	4
J0KV00000000-26	2012	3
985601001997-35	2010	12
450400000000-41	2011	6
301700000000-35	2014	34
000400000997-50	2012	2
546600000001-52	2011	7
000300000995-25	2011	4
462200000000-43	2015	3
462200000000-43	2013	3
462200000000-43	2011	4
IXJV00000009-23	2014	3
000200000993-53	2015	6
000200000993-53	2014	10
J0AV00000000-35	2010	1
553100000005-35	2010	1
377400000005-33	2013	10
377400000005-33	2012	13
377400000005-33	2010	9
