ID_da_instituicao	ID_da_subdisciplina	Ano	Publicacoes
004300000009	304	2011	2
000200000993	196	2014	4
000500000000	227	2015	3
000500000000	227	2014	5
000500000000	284	2010	1
087900000002	50	2014	2
119300000003	256	2015	2
119300000003	128	2011	4
001500000008	134	2014	2
584200000007	450	2012	1
010600000009	392	2015	9
010600000009	351	2015	1
010600000009	501	2015	2
010600000009	392	2013	9
010600000009	392	2012	9
010600000009	351	2012	3
010600000009	433	2012	2
010600000009	433	2011	2
010600000009	351	2011	1
010600000009	392	2011	2
010600000009	14	2010	17
032900000005	140	2015	24
032900000005	532	2014	2
032900000005	255	2013	19
000500000999	515	2015	1
000500000999	456	2011	1
000500000999	49	2011	3
000500000999	163	2011	2
024000000008	34	2012	3
024000000008	43	2011	3
024000000008	486	2010	4
059100000002	37	2015	2
059100000002	102	2014	8
008900000002	373	2013	2
008900000002	373	2010	1
000500000000	134	2011	1
000500000000	496	2010	2
014000000000	310	2010	4
033400000004	113	2014	3
033400000004	461	2014	1
033400000004	503	2012	3
033400000004	321	2012	1
033400000004	401	2010	2
033400000004	321	2010	1
000500000999	227	2013	3
033300000002	53	2013	11
033300000002	53	2012	11
000400000997	71	2011	1
829000000000	505	2014	9
004300000009	193	2014	1
004300000009	295	2013	1
004300000009	337	2013	1
004300000009	392	2013	4
004300000009	229	2012	2
020700000008	317	2011	1
020700000008	5	2010	4
007100000000	478	2015	3
431100000008	479	2014	1
033700000000	125	2014	4
622800000004	424	2012	1
033200000000	372	2012	3
020200000009	130	2012	4
000400000997	456	2013	1
023100000001	227	2014	8
033000000007	119	2013	1
002500000006	454	2014	1
046100000000	14	2010	1
000300000006	168	2015	4
000300000006	11	2010	4
032600000000	153	2014	1
032600000000	415	2013	3
029100000000	122	2014	1
080400000006	192	2011	14
226100000009	429	2013	2
016700000000	290	2015	3
531000000002	36	2015	4
IWT700000002	339	2011	1
010300000003	542	2013	6
010300000003	456	2012	13
010300000003	73	2011	15
010300000003	174	2010	1
010300000003	542	2010	8
010300000003	525	2010	2
006700000002	554	2013	8
006700000002	195	2012	27
004400000000	65	2015	12
004400000000	29	2015	4
363100000000	3	2012	1
007900000004	33	2014	16
007900000004	443	2012	16
000200000993	531	2011	4
000200000993	83	2010	1
342800000000	544	2012	4
033500000006	337	2010	2
004500000002	1	2012	20
004500000002	2	2012	19
004500000002	4	2012	17
004500000002	7	2012	17
004500000002	8	2012	17
004500000002	9	2012	18
004500000002	11	2012	26
004500000002	16	2012	18
004500000002	17	2012	17
004500000002	19	2012	18
004500000002	20	2012	17
004500000002	22	2012	17
004500000002	24	2012	17
004500000002	26	2012	29
004500000002	28	2012	17
004500000002	29	2012	22
004500000002	32	2012	17
004500000002	39	2012	20
004500000002	44	2012	17
004500000002	45	2012	17
004500000002	50	2012	17
004500000002	51	2012	17
004500000002	54	2012	17
004500000002	55	2012	17
004500000002	62	2012	17
004500000002	63	2012	17
004500000002	68	2012	17
004500000002	76	2012	17
004500000002	77	2012	20
004500000002	80	2012	18
004500000002	81	2012	17
004500000002	82	2012	17
004500000002	83	2012	20
004500000002	89	2012	18
004500000002	91	2012	19
004500000002	99	2012	18
004500000002	101	2012	17
004500000002	104	2012	17
004500000002	114	2012	17
004500000002	116	2012	25
004500000002	139	2012	17
004500000002	151	2012	17
004500000002	174	2012	17
004500000002	204	2012	17
004500000002	205	2012	17
004500000002	236	2012	19
004500000002	238	2012	17
004500000002	247	2012	17
004500000002	272	2012	19
004500000002	274	2012	17
004500000002	285	2012	18
004500000002	292	2012	18
004500000002	311	2012	19
004500000002	347	2012	17
004500000002	387	2012	27
004500000002	397	2012	19
004500000002	422	2012	17
004500000002	443	2012	20
004500000002	451	2012	19
004500000002	452	2012	17
004500000002	464	2012	19
004500000002	466	2012	17
004500000002	469	2012	23
004500000002	473	2012	27
004500000002	485	2012	17
004500000002	510	2012	17
154600000007	457	2013	2
J1OR00000000	49	2015	2
J1OR00000000	161	2014	1
J1OR00000000	49	2012	2
281500000009	284	2010	3
039200000000	73	2014	4
039200000000	73	2010	11
749000000008	81	2014	2
000900000007	361	2014	3
000900000007	345	2013	1
000900000007	369	2012	1
000900000007	554	2012	1
000900000007	117	2011	1
000900000007	29	2010	1
001600000999	405	2012	7
033000000007	269	2013	10
000500000999	499	2014	2
000500000999	503	2013	2
000500000999	341	2013	5
000500000999	503	2012	2
000500000999	304	2012	2
000500000999	341	2012	1
000500000999	304	2011	2
829000000000	457	2014	7
829000000000	192	2011	3
000800000994	243	2015	4
000800000994	525	2015	1
000800000994	243	2014	2
000800000994	525	2014	1
000800000994	62	2013	1
000800000994	243	2011	6
032900000005	116	2015	6
032900000005	264	2014	15
032900000005	73	2014	16
032900000005	340	2013	12
032900000005	264	2013	8
032900000005	32	2013	6
032900000005	73	2012	11
032900000005	264	2012	8
032900000005	32	2011	10
032900000005	116	2011	8
032900000005	116	2010	6
032900000005	264	2010	11
117800000006	482	2015	1
198100000000	515	2011	2
198100000000	544	2010	6
431100000008	261	2011	1
006700000002	385	2014	2
006700000002	385	2012	2
006700000002	385	2010	2
001500000008	270	2014	4
001500000008	101	2014	4
001500000008	284	2012	15
032600000000	24	2015	12
032600000000	24	2014	17
032600000000	525	2014	2
032600000000	240	2012	1
032600000000	460	2010	11
121100000001	449	2014	2
121100000001	427	2013	1
121100000001	109	2012	1
832000000000	25	2011	1
033000000007	218	2012	17
011100000008	343	2014	1
J12L00000003	107	2013	2
J12L00000003	202	2013	1
J12L00000003	107	2012	1
183300000005	284	2010	9
000800000994	2	2010	6
867100000004	325	2013	2
867100000004	196	2013	1
867100000004	423	2010	3
867100000004	545	2010	3
002100000009	199	2014	3
002100000009	199	2013	2
002100000009	36	2011	3
002100000009	470	2010	2
002100000009	36	2010	7
J5U700000007	442	2013	1
033600000008	323	2015	26
033600000008	206	2011	1
033600000008	548	2011	4
001500000997	339	2013	1
016700000000	514	2014	4
505800000008	323	2014	1
505800000008	323	2012	1
505800000008	284	2010	3
008200000000	343	2015	2
008200000000	413	2015	5
008200000000	217	2015	5
008200000000	413	2014	2
008200000000	548	2014	2
000600000001	264	2015	9
000600000001	22	2014	10
000600000001	264	2014	3
000600000001	340	2013	6
000600000001	340	2012	3
000600000001	340	2011	3
000600000001	369	2010	4
000600000001	554	2010	2
080300000004	345	2015	1
080300000004	161	2013	3
003900000001	519	2015	2
006700000002	81	2012	53
002100000009	530	2012	3
002100000009	285	2010	4
040000000000	49	2012	1
032700000001	145	2013	1
IZCF00000003	227	2014	11
IZCF00000003	70	2013	1
038400000005	1	2014	7
038400000005	48	2014	1
038400000005	1	2013	8
038400000005	54	2012	3
006700000002	533	2011	8
000300000995	138	2010	6
012600000005	38	2015	1
033300000002	386	2015	1
033300000002	412	2011	8
033300000002	350	2010	10
033800000001	179	2010	2
001900000005	248	2015	2
000500000000	429	2015	5
000500000000	284	2014	6
002100000009	16	2014	13
007000000008	126	2013	3
001500000008	199	2014	3
001500000008	199	2011	1
029100000000	195	2015	19
087000000006	260	2010	5
008700000009	409	2014	14
008700000009	96	2013	17
006700000002	56	2013	13
006700000002	520	2011	2
553800000008	534	2015	1
553800000008	135	2013	1
553800000008	45	2013	2
553800000008	534	2013	1
013700000005	39	2012	1
013700000005	6	2010	1
080400000006	463	2015	1
080400000006	14	2014	12
080400000006	351	2012	1
169700000007	405	2014	8
169700000007	107	2011	1
169700000007	138	2010	4
169700000007	107	2010	1
387300000000	547	2014	2
009200000008	233	2012	4
781800000006	122	2014	1
007900000004	436	2011	4
007900000004	436	2010	4
306200000002	26	2014	8
004500000002	503	2015	10
004500000002	304	2013	17
004500000002	29	2011	14
004500000002	387	2011	14
004500000002	4	2010	6
004500000002	515	2010	7
008900000002	361	2012	6
008900000002	41	2010	2
010600000009	295	2012	2
387300000000	49	2015	1
387300000000	161	2015	2
387300000000	161	2014	2
387300000000	429	2014	2
387300000000	75	2013	2
387300000000	49	2012	2
029100000000	9	2015	6
880000000000	257	2015	24
985608318244	454	2011	1
125200000006	1	2014	5
125200000006	494	2013	7
125200000006	443	2010	2
051400000002	316	2010	1
011000000006	284	2015	6
033000000007	61	2011	4
033000000007	158	2011	2
033000000007	413	2011	45
081100000009	240	2013	2
020700000008	130	2013	6
985600146169	413	2011	1
004500000002	120	2012	3
000500000999	113	2013	1
000500000999	237	2012	1
000500000999	38	2011	2
000500000999	38	2010	1
004400000000	416	2012	2
004400000000	416	2011	13
010600000009	18	2015	4
010600000009	35	2014	17
010600000009	35	2013	12
010600000009	500	2013	4
010600000009	491	2013	4
010600000009	500	2012	6
010600000009	125	2012	3
010600000009	35	2012	9
010600000009	75	2011	6
010600000009	500	2011	6
010600000009	500	2010	2
010600000009	18	2010	7
000200000004	12	2015	5
000200000004	69	2015	4
000200000004	12	2013	2
061400000000	191	2014	2
006200000003	463	2015	4
006200000003	23	2012	1
006200000003	463	2011	3
006200000003	38	2010	7
553800000008	194	2015	4
553800000008	191	2012	3
553800000008	194	2011	2
553800000008	203	2010	2
059100000002	123	2014	2
059100000002	123	2011	1
029100000000	260	2014	4
029100000000	36	2014	5
029100000000	199	2014	3
029100000000	199	2013	3
029100000000	269	2012	4
029100000000	260	2012	3
029100000000	199	2011	10
029100000000	199	2010	8
029100000000	470	2010	3
061500000001	223	2014	1
061500000001	463	2013	2
061500000001	263	2012	1
306200000002	210	2014	4
306200000002	505	2013	4
089100000004	67	2014	4
089100000004	138	2011	2
011100000008	79	2015	1
011100000008	79	2014	2
011100000008	79	2013	2
011100000008	43	2011	2
011100000008	79	2011	4
011100000008	79	2010	2
011100000008	43	2010	1
033700000000	485	2015	1
033700000000	1	2014	3
033700000000	82	2014	2
033700000000	412	2012	4
033700000000	59	2012	1
033700000000	485	2012	1
033700000000	349	2011	2
033700000000	485	2011	1
033700000000	59	2011	2
033700000000	479	2011	1
033700000000	45	2011	8
033700000000	63	2010	3
000200000993	191	2014	4
000200000993	127	2014	7
000200000993	424	2014	7
000200000993	424	2012	5
000200000993	1	2011	10
000200000993	127	2010	7
000200000993	264	2010	7
428800000000	18	2013	1
428800000000	452	2011	1
016300000002	115	2015	2
000700000992	460	2015	5
000700000992	24	2012	6
000700000992	460	2010	2
985600191121	339	2010	1
006200000003	539	2012	5
006200000003	210	2011	19
006200000003	539	2011	7
006200000003	68	2010	25
000600000990	258	2015	2
000600000990	258	2014	2
000600000990	2	2014	8
000600000990	258	2013	2
000600000990	258	2012	7
000600000990	258	2011	3
000600000990	412	2011	1
000600000990	77	2011	2
000600000990	258	2010	1
000300000995	402	2015	3
769300000008	248	2014	4
033000000007	525	2014	7
020200000009	548	2011	17
020200000009	429	2010	14
000500000999	68	2014	2
000500000999	41	2011	9
000500000999	41	2010	7
033200000000	497	2015	4
033200000000	3	2015	6
033200000000	544	2015	11
029100000000	331	2014	1
029100000000	331	2012	1
029100000000	331	2011	1
021700000006	545	2014	4
032300000004	402	2011	13
350700000009	152	2014	1
350700000009	152	2013	2
350700000009	3	2010	1
119300000003	455	2013	1
004300000009	16	2015	9
004300000009	150	2013	7
874100000007	312	2013	1
008200000000	257	2015	6
008200000000	75	2015	1
008200000000	49	2015	11
008200000000	339	2015	2
008200000000	140	2015	3
008200000000	449	2014	1
008200000000	107	2014	5
008200000000	257	2014	3
008200000000	456	2014	1
008200000000	11	2013	15
008200000000	195	2013	2
008200000000	339	2013	6
008200000000	257	2013	6
008200000000	140	2012	1
008200000000	54	2012	2
008200000000	429	2012	10
008200000000	115	2011	5
008200000000	264	2011	1
008200000000	163	2011	3
008200000000	339	2010	7
008200000000	399	2011	1
008200000000	32	2011	4
003900000001	63	2015	8
003900000001	130	2014	9
003900000001	130	2011	9
497100000000	413	2014	1
985600559978	542	2010	1
033300000002	324	2015	13
033300000002	241	2015	21
033300000002	130	2015	24
033300000002	525	2014	7
033300000002	63	2013	14
033300000002	324	2013	34
033300000002	241	2013	24
033300000002	485	2013	8
033300000002	324	2012	38
033300000002	247	2010	5
000500000000	424	2011	3
000500000000	33	2010	4
010300000003	32	2015	4
010300000003	130	2015	3
010300000003	4	2014	4
010300000003	424	2014	12
010300000003	2	2013	5
010300000003	81	2012	4
010300000003	9	2012	8
010300000003	460	2011	3
010300000003	81	2010	4
020200000009	220	2015	1
020200000009	220	2014	6
020200000009	220	2013	2
020200000009	438	2012	1
024000000008	405	2015	11
024000000008	405	2014	17
024000000008	39	2012	1
024000000008	42	2012	11
024000000008	405	2011	8
020200000009	444	2012	3
171400000003	523	2012	1
171400000003	544	2010	1
008700000009	523	2014	4
004400000000	102	2014	9
004400000000	23	2014	7
004400000000	102	2013	5
004400000000	90	2011	14
033500000006	461	2010	3
033500000006	53	2013	22
033500000006	33	2012	7
033500000006	53	2011	14
033500000006	53	2010	9
008300000001	34	2011	3
003900000001	313	2013	8
003900000001	313	2012	6
020200000009	53	2015	33
020200000009	323	2011	2
008700000009	293	2010	12
033300000002	195	2015	21
033300000002	237	2015	5
033300000002	316	2012	7
033300000002	307	2010	7
583400000002	479	2015	1
583400000002	505	2013	1
583400000002	76	2012	1
583400000002	22	2010	1
107000000004	328	2015	2
107000000004	425	2013	1
107000000004	425	2012	1
107000000004	215	2010	1
107000000004	454	2010	1
584200000007	454	2010	3
I3CJ00000006	312	2011	3
007100000000	16	2012	1
431100000008	138	2010	2
554300000007	73	2015	19
554300000007	22	2015	1
554300000007	419	2014	1
554300000007	73	2014	19
554300000007	73	2013	18
554300000007	73	2012	27
554300000007	9	2012	4
554300000007	73	2011	26
554300000007	194	2010	2
554300000007	479	2010	2
554300000007	73	2010	27
059100000002	10	2014	1
059100000002	102	2013	8
342800000000	454	2014	1
010600000009	107	2014	45
008300000001	548	2015	4
008300000001	53	2012	9
071800000004	432	2011	1
006700000002	64	2012	33
007100000000	525	2013	1
007100000000	16	2011	9
002100000009	341	2013	4
032600000000	423	2012	25
032600000000	340	2012	8
032600000000	405	2013	9
006700000002	519	2011	25
033400000004	156	2015	5
169700000007	405	2013	2
169700000007	2	2012	6
000500000999	227	2012	1
008400000003	426	2012	1
008400000003	369	2011	1
J01Z00000005	423	2015	1
J0T000000001	140	2014	1
431900000002	466	2014	2
001300000993	454	2010	2
039200000000	416	2015	2
472700000006	76	2012	1
000900000996	41	2012	5
000900000996	525	2012	2
000900000996	41	2010	3
032600000000	345	2013	4
003900000001	413	2014	10
I22A00000002	337	2015	1
033300000002	310	2011	11
528700000005	273	2010	1
F3V900000009	284	2013	8
F3V900000009	429	2010	10
019200000005	47	2015	9
019200000005	47	2013	13
019200000005	47	2011	12
019200000005	187	2010	7
019200000005	404	2010	4
019200000005	47	2010	5
IYIC00000000	165	2011	1
IYIC00000000	10	2010	1
012800000009	97	2015	1
012800000009	70	2011	2
007000000008	315	2012	6
003900000001	345	2013	6
007000000008	361	2011	6
033700000000	548	2011	9
891200000009	533	2015	1
891200000009	135	2015	1
891200000009	445	2014	1
891200000009	140	2013	1
891200000009	525	2015	1
891200000009	525	2012	2
891200000009	110	2010	1
344000000001	294	2015	1
344000000001	429	2010	2
059100000002	483	2015	3
059100000002	260	2015	1
059100000002	132	2014	1
059100000002	90	2012	9
059100000002	465	2012	1
059100000002	10	2012	4
059100000002	102	2012	15
059100000002	185	2012	1
059100000002	90	2011	4
059100000002	23	2011	1
059100000002	483	2010	1
IWU400000003	499	2015	2
IWU400000003	135	2013	1
IWU400000003	499	2011	1
IWU400000003	499	2010	2
032600000000	369	2015	3
032600000000	487	2014	7
032600000000	369	2013	4
125200000006	6	2015	75
125200000006	1	2015	5
125200000006	445	2014	14
125200000006	33	2013	5
125200000006	69	2012	38
125200000006	366	2012	4
125200000006	50	2011	5
125200000006	9	2010	4
013800000007	203	2015	1
013800000007	194	2011	6
001500000008	499	2015	4
001500000008	284	2010	33
007900000004	5	2014	9
007900000004	208	2010	6
288200000000	445	2014	1
288200000000	340	2012	4
342800000000	405	2015	1
446900000000	176	2014	2
408900000008	341	2013	1
408900000008	341	2012	1
408900000008	202	2012	3
408900000008	202	2010	4
408900000008	340	2010	1
195400000000	340	2013	4
195400000000	523	2012	5
195400000000	454	2010	10
024000000008	401	2014	3
024000000008	423	2014	10
033500000006	441	2013	3
033500000006	129	2011	1
985600151383	233	2012	1
032700000001	245	2013	10
032700000001	287	2013	14
032700000001	362	2013	9
032700000001	470	2012	5
032700000001	307	2012	4
032700000001	245	2012	2
032700000001	342	2012	3
032700000001	362	2012	2
032700000001	369	2012	3
007900000004	7	2011	15
033000000007	238	2012	19
007100000000	74	2015	1
033300000002	245	2015	11
033300000002	287	2015	20
033300000002	342	2015	20
033300000002	362	2015	11
033600000008	341	2011	5
811900000003	107	2012	3
000300000006	404	2015	10
087000000006	191	2012	1
020200000009	514	2014	15
000600000001	81	2015	11
000600000001	54	2015	21
000600000001	161	2015	7
000600000001	75	2014	1
000600000001	195	2014	2
000600000001	389	2014	1
000600000001	12	2014	14
000600000001	415	2014	7
000600000001	115	2014	6
000600000001	36	2013	4
000600000001	75	2012	9
000600000001	195	2012	3
000600000001	389	2012	3
000600000001	389	2011	2
000600000001	130	2011	12
000600000001	163	2011	2
000600000001	4	2010	19
000600000001	54	2010	11
000600000001	11	2010	13
154100000008	217	2015	1
154100000008	163	2011	1
154100000008	249	2011	1
154100000008	227	2010	2
154100000008	255	2010	1
020200000009	432	2015	4
020200000009	187	2013	1
020200000009	432	2012	2
020200000009	111	2010	5
005900000008	483	2015	4
005900000008	263	2015	9
005900000008	90	2014	13
005900000008	432	2013	2
005900000008	90	2011	12
005900000008	38	2011	7
005900000008	263	2010	11
005900000008	413	2010	1
080400000006	24	2014	2
080400000006	24	2012	1
446900000000	255	2014	2
446900000000	84	2013	1
446900000000	339	2011	2
446900000000	257	2010	2
446900000000	255	2010	9
446900000000	472	2010	1
000500000000	139	2015	1
000500000000	499	2015	6
000500000000	202	2010	11
010300000003	54	2015	15
010300000003	402	2014	14
000500000000	264	2015	2
000500000000	413	2014	22
000500000000	264	2014	2
000500000000	304	2014	5
000500000000	340	2012	18
000500000000	304	2011	7
000500000000	264	2010	5
000500000000	468	2010	1
033000000007	473	2014	11
061400000000	514	2014	1
061400000000	117	2014	5
061400000000	163	2013	3
061400000000	515	2013	1
061400000000	273	2013	1
061400000000	515	2011	4
061400000000	117	2011	3
061400000000	163	2010	3
006200000003	127	2015	12
006200000003	264	2015	9
006200000003	203	2013	6
006200000003	241	2012	10
006200000003	26	2011	24
039200000000	59	2015	1
039200000000	4	2014	4
039200000000	48	2014	4
039200000000	84	2014	2
039200000000	218	2014	6
039200000000	233	2014	3
039200000000	262	2014	2
039200000000	320	2014	2
039200000000	345	2014	2
039200000000	366	2014	2
039200000000	384	2014	2
039200000000	394	2014	2
039200000000	445	2014	2
039200000000	257	2014	6
039200000000	114	2012	1
039200000000	26	2011	6
039200000000	537	2011	1
039200000000	2	2011	12
039200000000	114	2010	3
039200000000	101	2010	1
039200000000	530	2010	2
039200000000	77	2010	2
039200000000	8	2010	3
059100000002	179	2014	1
059100000002	203	2012	1
059100000002	26	2010	2
008000000006	494	2012	2
007000000008	107	2014	15
007000000008	341	2012	3
007000000008	341	2010	3
001400000995	434	2014	1
001400000995	198	2013	1
I22A00000002	545	2014	4
I22A00000002	545	2012	2
273000000009	323	2014	1
273000000009	401	2012	1
273000000009	454	2010	1
001500000008	191	2013	13
029100000000	442	2015	6
029100000000	442	2012	5
004300000009	426	2015	3
004300000009	426	2013	5
004300000009	316	2010	7
154600000007	227	2015	6
154600000007	248	2013	3
154600000007	227	2013	13
007900000004	151	2010	2
007900000004	81	2010	18
785800000009	237	2010	1
006200000003	345	2011	28
749000000008	323	2015	8
003900000001	127	2013	13
003900000001	11	2010	6
033500000006	168	2015	7
033500000006	432	2012	2
033500000006	10	2011	23
033500000006	504	2011	1
006100000001	57	2014	2
006100000001	164	2014	2
006100000001	314	2013	3
006100000001	89	2013	1
006100000001	536	2012	2
006100000001	126	2011	13
006100000001	126	2010	8
008700000009	439	2013	4
F3V900000009	107	2011	12
JLDY00000007	158	2015	1
JLDY00000007	166	2014	1
JLDY00000007	30	2011	1
000600000001	285	2015	5
000600000001	479	2015	6
000600000001	506	2015	9
000600000001	76	2014	8
000600000001	67	2014	4
000600000001	479	2014	2
000600000001	479	2013	3
000600000001	479	2012	3
000600000001	76	2011	13
000600000001	479	2011	13
000600000001	67	2011	5
000600000001	512	2010	12
000600000001	151	2010	6
000600000001	139	2010	4
019200000005	9	2013	9
019200000005	81	2010	24
000200000004	345	2012	3
021100000005	3	2015	2
J1D700000002	285	2011	1
J1D700000002	454	2011	3
006700000002	313	2013	10
020200000009	12	2011	25
IW9W00000003	548	2011	2
032900000005	411	2013	1
008900000002	260	2014	9
008900000002	88	2013	6
007900000004	350	2013	2
007900000004	140	2012	9
007900000004	505	2011	5
579800000001	23	2010	3
004300000009	96	2014	11
004300000009	96	2012	7
412700000002	127	2012	2
412700000002	215	2011	3
020700000008	388	2015	2
020700000008	454	2015	3
020700000008	138	2014	5
020700000008	352	2014	5
020700000008	454	2014	12
020700000008	162	2013	2
020700000008	516	2013	3
020700000008	352	2013	2
020700000008	454	2013	13
020700000008	191	2012	3
020700000008	454	2012	19
020700000008	352	2012	10
020700000008	138	2012	6
020700000008	531	2012	8
020700000008	390	2012	2
020700000008	138	2011	10
020700000008	352	2011	5
020700000008	457	2011	16
020700000008	191	2010	14
020700000008	457	2010	14
020700000008	236	2010	2
020700000008	138	2010	5
000300000006	215	2015	1
000300000006	542	2012	2
007900000004	77	2012	18
033700000000	264	2013	3
294100000003	138	2011	1
120600000002	257	2012	6
007000000008	29	2010	2
J4VT00000001	49	2012	1
000400000997	20	2012	3
000500000000	232	2014	2
000500000000	232	2013	3
000500000000	232	2010	2
004100000005	1	2015	11
004100000005	84	2011	10
004100000005	345	2011	10
004100000005	445	2011	10
081100000009	90	2015	2
081100000009	365	2015	3
081100000009	263	2015	2
081100000009	38	2014	5
081100000009	482	2013	5
081100000009	263	2013	6
081100000009	38	2013	6
081100000009	263	2012	6
081100000009	185	2012	7
081100000009	263	2011	10
081100000009	90	2011	5
081100000009	232	2011	2
081100000009	90	2010	11
081100000009	38	2010	2
081100000009	482	2010	1
081100000009	132	2010	1
032900000005	284	2015	10
032900000005	373	2013	6
032900000005	284	2010	22
032900000005	373	2010	8
000200000993	544	2015	4
J6IN00000002	49	2010	1
J6IN00000002	107	2010	1
010300000003	499	2015	13
004300000009	181	2015	1
167600000009	256	2015	1
167600000009	465	2010	1
007900000004	243	2015	2
007900000004	16	2015	22
007900000004	196	2014	20
007900000004	243	2014	6
007900000004	16	2014	22
007900000004	62	2013	3
007900000004	243	2013	4
009200000008	36	2011	2
IZCF00000003	2	2015	2
IZCF00000003	4	2015	2
IZCF00000003	9	2015	2
IZCF00000003	12	2015	2
IZCF00000003	13	2015	2
IZCF00000003	19	2015	2
IZCF00000003	20	2015	2
IZCF00000003	21	2015	2
IZCF00000003	25	2015	2
IZCF00000003	29	2015	2
IZCF00000003	31	2015	3
IZCF00000003	40	2015	2
IZCF00000003	48	2015	2
IZCF00000003	77	2015	2
IZCF00000003	81	2015	2
IZCF00000003	84	2015	2
IZCF00000003	88	2015	2
IZCF00000003	127	2015	2
IZCF00000003	135	2015	7
IZCF00000003	218	2015	2
IZCF00000003	233	2015	2
IZCF00000003	238	2015	2
IZCF00000003	262	2015	2
IZCF00000003	320	2015	2
IZCF00000003	345	2015	3
IZCF00000003	366	2015	2
IZCF00000003	384	2015	2
IZCF00000003	394	2015	2
IZCF00000003	415	2015	2
IZCF00000003	443	2015	2
IZCF00000003	445	2015	3
IZCF00000003	509	2014	4
IZCF00000003	69	2013	7
IZEO00000008	103	2015	2
IZEO00000008	103	2014	1
377800000002	29	2015	1
377800000002	454	2013	7
377800000002	24	2012	1
007900000004	342	2012	4
009200000008	161	2014	9
009200000008	161	2010	9
004300000009	187	2012	4
004300000009	176	2012	8
004300000009	242	2010	1
192500000008	194	2012	10
192500000008	478	2012	1
192500000008	194	2011	14
342800000000	107	2010	8
I3CJ00000006	107	2014	18
I3CJ00000006	107	2012	34
I3CJ00000006	107	2011	29
039200000000	103	2014	4
009200000008	172	2010	1
033200000000	538	2015	1
033200000000	294	2014	3
033200000000	163	2013	2
033200000000	36	2013	1
412700000002	523	2013	4
081100000009	255	2013	4
024000000008	36	2015	3
024000000008	195	2015	1
024000000008	18	2014	19
024000000008	456	2014	11
024000000008	10	2013	9
024000000008	102	2012	6
024000000008	10	2012	10
024000000008	10	2011	11
024000000008	332	2011	1
024000000008	332	2010	2
024000000008	10	2010	4
024000000008	36	2010	3
006700000002	72	2015	17
001500000008	424	2014	2
001500000008	341	2013	4
001500000008	341	2011	15
008300000001	343	2015	3
008300000001	30	2015	11
008300000001	515	2015	1
008300000001	30	2013	14
020200000009	215	2010	6
118000000000	73	2013	1
118000000000	542	2012	1
004000000003	523	2010	1
410300000009	10	2014	1
531000000002	51	2014	1
000500000999	117	2015	1
016700000000	404	2013	1
020200000009	200	2013	13
020200000009	107	2012	5
020200000009	525	2010	7
039200000000	232	2015	1
039200000000	232	2013	1
446900000000	455	2014	13
446900000000	455	2013	3
446900000000	455	2012	7
446900000000	455	2011	10
446900000000	153	2011	2
446900000000	455	2010	10
754000000004	17	2015	3
754000000004	109	2015	5
754000000004	429	2013	6
032900000005	108	2015	8
032900000005	96	2015	2
032900000005	228	2014	3
032900000005	64	2010	1
000800000994	471	2015	1
000800000994	471	2012	1
000300000006	373	2012	30
AT4R00000001	2	2014	1
553800000008	316	2013	4
553800000008	200	2013	4
553800000008	23	2013	4
553800000008	200	2010	13
032700000001	47	2015	3
032700000001	47	2014	2
432800000009	200	2014	1
000200000993	505	2014	4
020200000009	376	2014	33
008700000009	413	2010	2
985601111113	387	2012	1
985600169126	19	2013	1
IXXU00000008	125	2014	3
006700000002	70	2013	16
027500000001	79	2014	1
027500000001	79	2012	1
IYIC00000000	20	2015	1
107400000001	460	2012	7
107400000001	460	2011	1
107400000001	24	2010	5
019200000005	405	2012	14
019200000005	114	2010	3
019200000005	506	2010	4
822800000007	454	2015	1
822800000007	42	2015	1
822800000007	454	2011	2
822800000007	454	2010	2
F3V900000009	341	2012	3
006700000002	147	2013	7
006700000002	248	2011	10
000200000993	544	2013	8
011100000008	102	2015	12
011100000008	90	2015	7
011100000008	90	2014	9
011100000008	90	2013	14
011100000008	38	2010	3
020700000008	523	2015	10
000100000002	238	2015	1
000100000002	5	2015	4
000100000002	5	2012	5
000100000002	186	2012	2
000100000002	415	2011	12
000100000002	523	2011	2
000100000002	450	2011	2
000100000002	5	2010	4
000100000002	415	2010	2
007000000008	38	2015	5
007000000008	483	2014	12
047700000000	202	2014	2
000300000995	176	2014	1
000300000995	203	2014	4
000300000995	457	2014	6
000300000995	549	2010	3
010300000003	402	2015	15
010300000003	345	2014	13
010300000003	33	2014	11
010300000003	140	2014	5
010300000003	345	2013	1
010300000003	466	2013	9
000400000997	409	2015	1
HBH100000001	382	2011	1
033300000002	451	2015	12
033300000002	341	2015	24
033300000002	304	2014	28
033300000002	243	2013	6
033300000002	215	2012	14
033300000002	530	2011	15
033300000002	243	2010	3
033300000002	304	2010	26
033300000002	424	2010	15
IWU400000003	415	2015	3
IWU400000003	415	2013	3
IWU400000003	470	2011	5
IWU400000003	35	2011	8
IWU400000003	269	2010	3
007900000004	443	2010	15
870400000000	545	2013	3
000500000000	1	2014	16
000500000000	140	2014	3
000500000000	41	2014	2
000500000000	1	2013	13
000500000000	140	2012	4
000500000000	140	2010	1
000500000000	22	2010	2
001600000999	313	2015	1
001600000999	2	2015	2
001600000999	473	2015	2
001600000999	32	2015	2
001600000999	469	2014	1
001600000999	2	2014	4
001600000999	2	2013	3
001600000999	469	2013	1
001600000999	2	2012	5
001600000999	454	2012	2
001600000999	473	2011	2
