ID_da_microregiao	Produção de Lavouras Temporárias	Horticultura e Floricultura	Produção de Lavouras Permanentes	Produção de Sementes e Mudas Certificadas	Pecuária	Atividades de Apoio à Agricultura e à Pecuária	Caça e Serviços Relacionados	Produção Florestal - Florestas Plantadas	Produção Florestal - Florestas Nativas	Atividades de Apoio à Produção Florestal	Pesca	AqüIcultura	Extração de Carvão Mineral	Extração de Petróleo e Gás Natural	Extração de Minério de Ferro	Extração de Minerais Metálicos Não-Ferrosos	Extração de Pedra, Areia e Argila	Extração de Outros Minerais Não-Metálicos	Atividades de Apoio à Extração de Petróleo e Gás Natural	Atividades de Apoio à Extração de Minerais, Exceto Petróleo e Gás Natural	Abate e Fabricação de Produtos de Carne	Preservação do Pescado e Fabricação de Produtos do Pescado	Fabricação de Conservas de Frutas, Legumes e Outros Vegetais	Fabricação de óleos e Gorduras Vegetais e Animais	Laticínios	Moagem, Fabricação de Produtos Amiláceos e de Alimentos para Animais	Fabricação e Refino de Açúcar	Torrefação e Moagem de Café	Fabricação de Outros Produtos Alimentícios	Fabricação de Bebidas Alcoólicas	Fabricação de Bebidas Não-Alcoólicas	Processamento Industrial do Fumo	Fabricação de Produtos do Fumo	Preparação e Fiação de Fibras Têxteis	Tecelagem, Exceto Malha	Fabricação de Tecidos de Malha	Acabamentos em Fios, Tecidos e Artefatos Têxteis	Fabricação de Artefatos Têxteis, Exceto Vestuário	Confecção de Artigos do Vestuário e Acessórios	Fabricação de Artigos de Malharia e Tricotagem	Curtimento e Outras Preparações de Couro	Fabricação de Artigos para Viagem e de Artefatos Diversos de Couro	Fabricação de Calçados	Fabricação de Partes para Calçados, de Qualquer Material	Desdobramento de Madeira	Fabricação de Produtos de Madeira, Cortiça e Material Trançado, Exceto Móveis	Fabricação de Celulose e Outras Pastas para a Fabricação de Papel	Fabricação de Papel, Cartolina e Papel-Cartão	Fabricação de Embalagens de Papel, Cartolina, Papel-Cartão e Papelão Ondulado	Fabricação de Produtos Diversos de Papel, Cartolina, Papel-Cartão e Papelão Ondulado	Atividade de Impressão	Serviços de Pré-Impressão e Acabamentos Gráficos	Reprodução de Materiais Gravados em Qualquer Suporte	Coquerias	Fabricação de Produtos Derivados do Petróleo	Fabricação de Biocombustíveis	Fabricação de Produtos Químicos Inorgânicos	Fabricação de Produtos Químicos Orgânicos	Fabricação de Resinas e Elastômeros	Fabricação de Fibras Artificiais e Sintéticas	Fabricação de Defensivos Agrícolas e Desinfestantes Domissanitários	Fabricação de Sabões, Detergentes, Produtos de Limpeza, Cosméticos, Produtos de Perfumaria e de Higiene Pessoal	Fabricação de Tintas, Vernizes, Esmaltes, Lacas e Produtos Afins	Fabricação de Produtos e Preparados Químicos Diversos	Fabricação de Produtos Farmoquímicos	Fabricação de Produtos Farmacêuticos	Fabricação de Produtos de Borracha	Fabricação de Produtos de Material Plástico	Fabricação de Vidro e de Produtos do Vidro	Fabricação de Cimento	Fabricação de Artefatos de Concreto, Cimento, Fibrocimento, Gesso e Materiais Semelhantes	Fabricação de Produtos Cerâmicos	Aparelhamento de Pedras e Fabricação de Outros Produtos de Minerais Não-Metálicos	Produção de Ferro-Gusa e de Ferroligas	Siderurgia	Produção de Tubos de Aço, Exceto Tubos sem Costura	Metalurgia dos Metais Não-Ferrosos	Fundição	Fabricação de Estruturas Metálicas e Obras de Caldeiraria Pesada	Fabricação de Tanques, Reservatórios Metálicos e Caldeiras	Forjaria, Estamparia, Metalurgia do Pó e Serviços de Tratamento de Metais	Fabricação de Artigos de Cutelaria, de Serralheria e Ferramentas	Fabricação de Equipamento Bélico Pesado, Armas de Fogo e Munições	Fabricação de Produtos de Metal não Especificados Anteriormente	Fabricação de Componentes Eletrônicos	Fabricação de Equipamentos de Informática e Periféricos	Fabricação de Equipamentos de Comunicação	Fabricação de Aparelhos de Recepção, Reprodução, Gravação e Amplificação de áudio e Vídeo	Fabricação de Aparelhos e Instrumentos de Medida, Teste e Controle	Fabricação de Aparelhos Eletromédicos e Eletroterapêuticos e Equipamentos de Irradiação	Fabricação de Equipamentos e Instrumentos ópticos, Fotográficos e Cinematográficos	Fabricação de Mídias Virgens, Magnéticas e ópticas	Fabricação de Geradores, Transformadores e Motores Elétricos	Fabricação de Pilhas, Baterias e Acumuladores Elétricos	Fabricação de Equipamentos para Distribuição e Controle de Energia Elétrica	Fabricação de Lâmpadas e Outros Equipamentos de Iluminação	Fabricação de Eletrodomésticos	Fabricação de Equipamentos e Aparelhos Elétricos não Especificados Anteriormente	Fabricação de Motores, Bombas, Compressores e Equipamentos de Transmissão	Fabricação de Máquinas e Equipamentos de Uso Geral	Fabricação de Tratores e de Máquinas e Equipamentos para a Agricultura e Pecuária	Fabricação de Máquinas-Ferramenta	Fabricação de Máquinas e Equipamentos de Uso na Extração Mineral e na Construção	Fabricação de Máquinas e Equipamentos de Uso Industrial Específico	Fabricação de Automóveis, Camionetas e Utilitários	Fabricação de Caminhões e ônibus	Fabricação de Cabines, Carrocerias e Reboques para Veículos Automotores	Fabricação de Peças e Acessórios para Veículos Automotores	Recondicionamento e Recuperação de Motores para Veículos Automotores	Construção de Embarcações	Fabricação de Veículos Ferroviários	Fabricação de Aeronaves	Fabricação de Veículos Militares de Combate	Fabricação de Equipamentos de Transporte não Especificados Anteriormente	Fabricação de Móveis	Fabricação de Artigos de Joalheria, Bijuteria e Semelhantes	Fabricação de Instrumentos Musicais	Fabricação de Artefatos para Pesca e Esporte	Fabricação de Brinquedos e Jogos Recreativos	Fabricação de Instrumentos e Materiais para Uso Médico e Odontológico e de Artigos ópticos	Fabricação de Produtos Diversos	Manutenção e Reparação de Máquinas e Equipamentos	Instalação de Máquinas e Equipamentos	Geração, Transmissão e Distribuição de Energia Elétrica	Produção e Distribuição de Combustíveis Gasosos por Redes Urbanas	Produção e Distribuição de Vapor, água Quente e Ar Condicionado	Captação, Tratamento e Distribuição de água	Esgoto e Atividades Relacionadas	Coleta de Resíduos	Tratamento e Disposição de Resíduos	Recuperação de Materiais	Descontaminação e Outros Serviços de Gestão de Resíduos	Incorporação de Empreendimentos Imobiliários	Construção de Edifícios	Construção de Rodovias, Ferrovias, Obras Urbanas e Obras de Arte Especiais	Obras de Infra-Estrutura para Energia Elétrica, Telecomunicações, água, Esgoto e Transporte por Dutos	Construção de Outras Obras de Infra-Estrutura	Demolição e Preparação do Terreno	Instalações Elétricas, Hidráulicas e Outras Instalações em Construções	Obras de Acabamento	Outros Serviços Especializados para Construção	Comércio de Veículos Automotores	Manutenção e Reparação de Veículos Automotores	Comércio de Peças e Acessórios para Veículos Automotores	Comércio, Manutenção e Reparação de Motocicletas, Peças e Acessórios	Representantes Comerciais e Agentes do Comércio, Exceto de Veículos Automotores e Motocicletas	Comércio Atacadista de Matérias-Primas Agrícolas e Animais Vivos	Comércio Atacadista Especializado em Produtos Alimentícios, Bebidas e Fumo	Comércio Atacadista de Produtos de Consumo Não-Alimentar	Comércio Atacadista de Equipamentos e Produtos de Tecnologias de Informação e Comunicação	Comércio Atacadista de Máquinas, Aparelhos e Equipamentos, Exceto de Tecnologias de Informação e Comunicação	Comércio Atacadista de Madeira, Ferragens, Ferramentas, Material Elétrico e Material de Construção	Comércio Atacadista Especializado em Outros Produtos	Comércio Atacadista Não-Especializado	Comércio Varejista Não-Especializado	Comércio Varejista de Produtos Alimentícios, Bebidas e Fumo	Comércio Varejista de Combustíveis para Veículos Automotores	Comércio Varejista de Material de Construção	Comércio Varejista de Equipamentos de Informática e Comunicação	Comércio Varejista de Artigos Culturais, Recreativos e Esportivos	Comércio Varejista de Produtos Farmacêuticos, Perfumaria e Cosméticos e Artigos Médicos, ópticos e Ortopédicos	Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados	Comércio Ambulante e Outros Tipos de Comércio Varejista	Transporte Ferroviário e Metroferroviário	Transporte Rodoviário de Passageiros	Transporte Rodoviário de Carga	Transporte Dutoviário	Trens Turísticos, Teleféricos e Similares	Transporte Marítimo de Cabotagem e Longo Curso	Transporte por Navegação Interior	Navegação de Apoio	Outros Transportes Aquaviários	Transporte Aéreo de Passageiros	Transporte Aéreo de Carga	Transporte Espacial	Armazenamento, Carga e Descarga	Atividades Auxiliares dos Transportes Terrestres	Atividades Auxiliares dos Transportes Aquaviários	Atividades Auxiliares dos Transportes Aéreos	Atividades Relacionadas à Organização do Transporte de Carga	Atividades de Correio	Atividades de Malote e de Entrega	Hotéis e Similares	Outros Tipos de Alojamento não Especificados Anteriormente	Restaurantes e Outros Serviços de Alimentação e Bebidas	Serviços de Catering, Bufê e Outros Serviços de Comida Preparada	Edição de Livros, Jornais, Revistas e Outras Atividades de Edição	Edição Integrada à Impressão de Livros, Jornais, Revistas e Outras Publicações	Atividades Cinematográficas, Produção de Vídeos e de Programas de Televisão	Atividades de Gravação de Som e de Edição de Música	Atividades de Rádio	Atividades de Televisão	Telecomunicações por Fio	Telecomunicações sem Fio	Telecomunicações por Satélite	Operadoras de Televisão por Assinatura	Outras Atividades de Telecomunicações	Atividades dos Serviços de Tecnologia da Informação	Tratamento de Dados, Hospedagem na Internet e Outras Atividades Relacionadas	Outras Atividades de Prestação de Serviços de Informação	Banco Central	Intermediação Monetária - Depósitos à Vista	Intermediação Não-Monetária - Outros Instrumentos de Captação	Arrendamento Mercantil	Sociedades de Capitalização	Atividades de Sociedades de Participação	Fundos de Investimento	Atividades de Serviços Financeiros não Especificadas Anteriormente	Seguros de Vida e Não-Vida	Seguros-Saúde	Resseguros	Previdência Complementar	Planos de Saúde	Atividades Auxiliares dos Serviços Financeiros	Atividades Auxiliares dos Seguros, da Previdência Complementar e dos Planos de Saúde	Atividades de Administração de Fundos por Contrato ou Comissão	Atividades Imobiliárias de Imóveis Próprios	Atividades Imobiliárias por Contrato ou Comissão	Atividades Jurídicas	Atividades de Contabilidade, Consultoria e Auditoria Contábil e Tributária	Sedes de Empresas e Unidades Administrativas Locais	Atividades de Consultoria em Gestão Empresarial	Serviços de Arquitetura e Engenharia e Atividades Técnicas Relacionadas	Testes e Análises Técnicas	Pesquisa e Desenvolvimento Experimental em Ciências Físicas e Naturais	Pesquisa e Desenvolvimento Experimental em Ciências Sociais e Humanas	Publicidade	Pesquisas de Mercado e de Opinião Pública	Design e Decoração de Interiores	Atividades Fotográficas e Similares	Atividades Profissionais, Científicas e Técnicas não Especificadas Anteriormente	Atividades Veterinárias	Locação de Meios de Transporte sem Condutor	Aluguel de Objetos Pessoais e Domésticos	Aluguel de Máquinas e Equipamentos sem Operador	Gestão de Ativos Intangíveis Não-Financeiros	Seleção e Agenciamento de Mão-De-Obra	Locação de Mão-De-Obra Temporária	Fornecimento e Gestão de Recursos Humanos para Terceiros	Agências de Viagens e Operadores Turísticos	Serviços de Reservas e Outros Serviços de Turismo não Especificados Anteriormente	Atividades de Vigilância, Segurança Privada e Transporte de Valores	Atividades de Monitoramento de Sistemas de Segurança	Atividades de Investigação Particular	Serviços Combinados para Apoio a Edifícios	Atividades de Limpeza	Atividades Paisagísticas	Serviços de Escritório e Apoio Administrativo	Atividades de Teleatendimento	Atividades de Organização de Eventos, Exceto Culturais e Esportivos	Outras Atividades de Serviços Prestados Principalmente às Empresas	Administração do Estado e da Política Econômica e Social	Serviços Coletivos Prestados Pela Administração Pública	Seguridade Social Obrigatória	Educação Infantil e Ensino Fundamental	Ensino Médio	Educação Superior	Educação Profissional de Nível Técnico e Tecnológico	Atividades de Apoio à Educação	Outras Atividades de Ensino	Atividades de Atendimento Hospitalar	Serviços Móveis de Atendimento a Urgências e de Remoção de Pacientes	Atividades de Atenção Ambulatorial Executadas por Médicos e Odontólogos	Atividades de Serviços de Complementação Diagnóstica e Terapêutica	Atividades de Profissionais da área de Saúde, Exceto Médicos e Odontólogos	Atividades de Apoio à Gestão de Saúde	Atividades de Atenção à Saúde Humana não Especificadas Anteriormente	Atividades de Assistência a Idosos, Deficientes Físicos, Imunodeprimidos e Convalescentes, e de Infra-Est e Apoio a Pac Prest em Res Col e Part	Atividades de Assistência Psicossocial e à Saúde a Portadores de Distúrbios Psíquicos, Deficiência Mental e Dependência Química	Atividades de Assistência Social Prestadas em Residências Coletivas e Particulares	Serviços de Assistência Social sem Alojamento	Atividades Artísticas, Criativas e de Espetáculos	Atividades Ligadas ao Patrimônio Cultural e Ambiental	Atividades de Exploração de Jogos de Azar e Apostas	Atividades Esportivas	Atividades de Recreação e Lazer	Atividades de Organizações Associativas Patronais, Empresariais e Profissionais	Atividades de Organizações Sindicais	Atividades de Associações de Defesa de Direitos Sociais	Atividades de Organizações Associativas não Especificadas Anteriormente	Reparação e Manutenção de Equipamentos de Informática e Comunicação	Reparação e Manutenção de Objetos e Equipamentos Pessoais e Domésticos	Outras Atividades de Serviços Pessoais	Serviços Domésticos	Organismos Internacionais e Outras Instituições Extraterritoriais	{ñ class}	Total_de_estabelecimentos
11006	24	4	19	0	819	20	0	5	4	0	3	3	0	0	2	0	15	0	0	1	16	0	5	0	22	11	0	10	27	0	2	0	0	0	1	0	0	7	35	1	1	3	1	0	64	37	0	0	0	1	20	4	1	0	0	1	1	0	0	0	0	5	1	1	0	0	4	5	0	0	19	13	8	0	0	0	0	2	13	0	14	8	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	1	5	0	0	0	0	0	42	1	0	0	1	5	15	17	4	12	0	0	2	1	3	2	2	0	10	312	5	13	11	41	22	12	32	29	84	126	106	24	35	37	41	2	11	36	18	6	217	135	63	177	246	49	231	431	0	0	30	95	0	0	0	0	0	0	1	0	0	8	2	0	2	1	10	10	39	1	173	22	3	8	5	1	11	5	11	1	0	0	6	6	9	8	0	41	0	0	0	1	0	2	1	0	0	0	1	3	7	0	13	8	53	62	0	3	17	1	0	0	7	0	1	6	15	5	12	9	17	0	0	0	1	16	0	1	0	0	8	9	3	38	0	5	41	29	0	1	15	1	11	2	2	48	18	0	137	47	20	0	13	1	1	0	3	2	0	0	26	3	4	13	35	53	11	20	46	1	0	0	5408
11003	20	7	6	0	681	56	0	3	9	3	3	18	0	0	0	20	10	3	0	4	14	3	1	0	11	8	0	6	7	0	3	0	0	0	0	0	0	1	8	1	0	1	0	0	67	25	0	1	0	0	7	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	9	6	1	0	10	5	5	0	0	0	3	2	8	0	5	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	5	0	2	0	0	0	0	0	22	1	0	0	1	4	7	19	3	5	0	0	0	1	4	1	5	0	1	82	8	5	4	30	20	6	23	28	78	104	56	7	12	31	14	1	13	27	14	9	140	83	52	137	162	45	155	332	0	0	19	67	0	0	0	1	0	0	0	0	0	3	2	0	0	0	8	2	34	1	142	10	2	4	4	0	5	5	2	0	0	0	2	4	3	1	0	22	0	0	0	1	0	5	0	0	0	0	1	1	4	0	9	5	57	40	0	2	7	0	0	0	7	1	1	4	6	1	5	2	12	0	0	0	0	16	0	1	3	0	9	5	0	29	0	3	34	22	0	4	16	2	5	3	0	32	12	0	104	29	15	0	2	1	1	1	5	2	1	0	11	4	2	5	49	42	11	11	35	3	2	0	3880
11008	53	1	0	1	239	16	0	0	2	0	2	1	0	0	0	0	3	0	0	0	2	0	0	0	5	4	0	0	5	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	8	6	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	6	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	5	1	3	0	0	0	0	0	0	1	0	7	38	8	1	3	3	3	2	2	0	21	17	23	2	3	5	2	0	1	2	7	1	52	22	14	50	36	12	52	98	0	0	8	21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	1	12	0	26	1	1	2	0	0	2	1	3	0	0	0	1	1	1	1	0	10	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	13	8	0	0	3	0	0	0	0	0	0	3	2	1	0	1	4	0	0	0	0	3	0	0	0	0	4	0	1	2	0	0	8	15	0	0	2	0	1	0	0	6	0	0	18	7	6	0	0	1	0	0	0	1	0	0	4	1	1	8	6	14	4	4	8	0	0	0	1141
11002	2	0	0	1	193	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	1	2	0	1	4	0	2	0	0	0	0	0	0	1	3	1	0	0	0	0	14	1	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	2	2	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	4	4	0	0	0	0	0	1	2	0	0	0	1	6	0	1	0	4	4	0	2	1	12	20	19	8	5	35	18	2	7	12	8	12	63	52	21	47	45	18	47	83	0	0	7	17	0	0	0	4	0	3	0	0	0	1	1	0	0	0	3	0	17	2	27	9	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	2	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	4	1	1	0	0	0	0	0	6	0	0	6	14	1	0	3	1	0	0	0	13	1	0	18	6	2	0	0	0	0	0	0	0	0	0	3	0	1	3	5	16	2	4	6	1	0	0	1075
11004	16	13	14	10	926	78	0	1	2	4	2	5	0	0	1	0	17	0	0	0	14	0	3	1	34	26	0	6	21	0	2	0	0	0	0	0	0	5	35	2	2	3	0	0	15	18	0	0	1	1	24	3	0	0	0	1	0	0	0	0	0	6	0	4	1	1	8	4	2	0	27	18	7	0	2	0	0	0	17	2	17	17	0	6	0	1	0	0	1	0	0	0	0	1	1	0	0	1	3	4	0	0	0	0	0	0	7	1	3	2	0	0	0	2	32	0	0	0	1	11	19	28	2	2	0	0	0	6	4	2	6	1	7	79	23	10	25	21	43	15	37	33	119	155	100	30	17	71	68	2	22	25	21	11	195	182	96	231	314	62	305	565	0	0	50	127	0	0	0	0	0	0	1	0	0	10	9	0	1	2	14	6	48	4	200	12	4	8	8	0	16	7	5	4	1	0	5	15	3	5	0	48	0	0	0	1	0	2	0	0	0	0	2	4	14	0	18	14	81	72	0	2	7	3	0	0	20	0	2	8	18	9	10	7	19	1	0	0	0	32	1	5	0	0	16	7	1	56	0	7	59	34	1	3	10	6	5	5	0	79	19	0	163	55	21	0	8	1	1	1	3	9	1	1	29	2	6	15	54	82	16	20	58	3	0	0	6292
11005	9	0	1	2	163	5	0	1	0	1	1	0	0	0	0	0	1	0	0	0	3	0	1	0	4	5	0	2	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	5	1	0	0	0	0	0	4	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	4	2	0	0	0	0	1	0	2	0	0	0	1	5	17	0	0	13	3	0	3	1	13	16	28	3	10	7	0	1	0	2	2	0	53	24	26	43	55	13	58	105	0	0	10	17	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	5	1	23	1	0	2	0	0	2	0	2	0	0	0	0	0	2	1	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	12	12	0	0	1	0	0	0	0	0	0	1	3	0	0	1	1	0	0	0	0	3	0	0	0	0	0	1	0	2	0	0	9	14	0	0	0	0	1	0	1	13	1	0	19	7	1	1	1	0	0	0	0	0	0	0	2	0	1	2	10	12	1	4	9	0	0	0	989
11007	99	22	6	1	596	35	0	8	5	5	1	5	0	0	0	0	13	0	0	0	10	0	1	2	7	7	0	0	22	0	2	0	0	0	0	0	2	7	22	0	0	1	0	0	26	13	0	0	0	2	12	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	2	2	0	0	17	14	6	0	0	0	2	3	15	6	9	5	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	7	1	1	0	0	0	0	1	29	0	0	0	0	3	12	14	5	11	0	0	3	0	3	1	6	0	7	120	10	2	7	20	20	9	25	29	138	109	45	14	7	32	14	7	6	19	24	11	140	105	46	150	161	42	131	286	0	0	18	266	0	0	0	0	0	0	1	0	0	3	6	0	2	0	8	5	35	1	137	12	5	4	5	1	7	4	4	1	0	0	8	6	3	3	0	22	0	0	1	1	0	1	1	0	0	0	2	5	6	0	6	13	66	46	0	2	10	2	0	1	16	0	0	5	13	2	5	6	15	0	0	1	0	11	0	2	3	0	3	6	2	30	1	3	38	19	0	0	9	1	7	0	0	37	9	2	99	23	17	2	1	0	0	1	3	4	0	0	15	2	5	8	28	26	8	23	32	2	0	0	4134
11001	61	15	10	6	587	39	0	6	21	4	1	15	0	0	0	9	21	1	1	0	15	2	11	0	25	6	0	8	65	0	8	0	1	0	0	0	2	1	42	4	3	1	0	0	150	35	1	1	0	4	19	9	0	0	0	2	3	0	0	0	0	2	3	2	0	0	1	11	2	1	17	19	9	0	1	0	0	3	20	0	14	11	0	5	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	1	2	1	0	0	8	2	9	4	0	0	0	0	33	3	0	0	3	7	15	40	7	15	1	0	1	3	8	0	6	0	25	281	42	29	16	43	68	25	38	64	157	249	123	80	14	108	131	14	32	71	57	36	470	382	150	468	485	150	432	845	0	0	48	172	1	0	1	16	1	5	7	1	0	9	25	7	7	11	25	8	127	8	547	52	7	14	11	0	11	8	8	17	1	3	8	21	3	9	0	80	1	0	0	7	0	8	8	1	0	4	6	15	34	0	13	44	133	144	0	21	51	4	3	0	34	2	0	10	26	5	28	7	36	0	3	6	2	55	3	23	7	0	207	59	7	71	0	22	101	43	9	3	67	5	22	6	3	130	53	2	314	72	64	0	25	1	0	4	9	4	3	1	58	16	25	78	84	139	27	42	117	20	0	0	10535
12004	19	9	7	1	574	30	0	4	1	1	0	11	0	0	0	1	10	1	0	0	22	1	10	1	16	12	0	7	38	1	9	0	1	0	0	0	2	3	19	5	1	0	1	0	29	8	0	0	1	0	16	6	0	0	0	2	1	0	0	0	0	5	1	0	0	0	9	6	2	0	16	23	7	0	1	1	0	0	14	2	5	3	0	7	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	5	1	6	0	0	0	0	0	22	1	0	0	0	5	4	14	3	6	0	0	10	0	5	1	1	0	5	346	22	23	8	34	37	10	20	40	88	138	40	38	12	40	45	3	16	12	22	22	274	227	76	237	271	108	218	563	0	0	55	83	0	0	0	0	0	0	8	0	0	7	23	0	3	4	15	3	52	1	314	39	3	10	6	2	2	7	7	7	0	0	0	10	7	6	0	47	2	0	0	1	0	1	3	0	0	2	5	7	9	1	18	15	55	83	0	10	34	1	1	0	14	0	2	7	11	3	35	9	25	0	0	6	1	25	5	10	5	0	29	66	5	26	4	11	48	84	9	1	34	5	13	6	0	65	11	1	199	27	26	0	15	0	1	1	9	2	2	0	45	8	11	45	47	90	12	35	74	8	1	0	6270
12005	2	1	2	0	88	2	0	0	0	0	1	1	0	0	0	0	2	0	0	0	7	0	1	0	1	4	1	0	12	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	2	11	6	1	0	4	1	0	3	0	1	6	46	22	7	33	33	11	28	61	0	0	4	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	16	1	21	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	3	7	0	0	1	0	0	1	0	5	0	0	9	2	0	0	0	0	0	0	3	0	0	0	1	1	0	2	0	4	0	1	5	0	0	0	567
12001	6	3	0	0	33	5	0	1	0	0	0	3	0	0	0	0	4	0	0	0	3	0	1	1	1	3	0	4	4	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	3	1	4	0	0	0	0	0	0	0	0	0	0	1	36	2	0	4	0	0	0	3	1	9	14	11	2	0	7	7	1	3	4	1	5	104	24	36	32	65	16	49	100	0	0	8	11	0	0	0	8	0	0	4	0	0	1	0	0	4	1	6	1	15	1	25	3	0	0	1	0	2	1	0	0	1	0	2	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	18	9	0	0	4	0	0	0	2	0	0	0	1	0	5	1	0	0	0	1	0	3	0	3	1	0	0	2	0	7	1	0	11	11	1	0	0	1	2	1	0	11	5	0	29	13	5	1	1	2	0	0	1	0	0	0	7	2	1	1	8	9	0	2	9	1	0	0	958
