ID_da_instituicao	Ano	Publicacoes
24800000002	2012	158
24800000002	2010	202
25500000005	2013	36
25500000005	2011	17
25500000005	2014	49
25500000005	2010	21
25500000005	2012	30
25500000005	2015	45
25900000002	2015	46
25900000002	2011	39
25900000002	2014	44
25900000002	2012	76
25900000002	2010	47
25900000002	2013	64
27500000001	2011	40
27500000001	2010	46
27500000001	2012	49
27500000001	2013	42
27500000001	2014	49
27500000001	2015	44
28200000004	2011	152
28200000004	2012	158
28200000004	2013	138
28200000004	2014	87
28200000004	2015	60
28200000004	2010	80
28700000003	2012	64
28700000003	2010	50
28700000003	2011	48
28700000003	2013	53
28700000003	2014	36
28700000003	2015	44
29100000000	2010	1098
29100000000	2011	1605
29100000000	2012	1069
29100000000	2013	1362
29100000000	2014	1349
29100000000	2015	995
32100000000	2010	170
32100000000	2012	302
32100000000	2013	270
32100000000	2014	263
32100000000	2015	561
32100000000	2011	161
32300000004	2011	546
32300000004	2012	491
32300000004	2014	549
32300000004	2010	381
32300000004	2013	541
32300000004	2015	528
32600000000	2010	1501
32600000000	2011	2275
32600000000	2012	3165
32600000000	2013	1765
32600000000	2014	1801
32600000000	2015	1802
32700000001	2010	1427
32700000001	2011	1708
32700000001	2012	1829
32700000001	2014	2194
32700000001	2015	2173
32700000001	2013	2174
32900000005	2010	1065
32900000005	2011	1274
32900000005	2012	1131
32900000005	2013	1319
32900000005	2014	1370
32900000005	2015	1432
33000000007	2010	5336
33000000007	2011	5833
33000000007	2012	5936
33000000007	2013	6458
33000000007	2014	5822
33000000007	2015	5952
33100000009	2011	421
33100000009	2014	468
33100000009	2015	432
33100000009	2010	389
33100000009	2012	420
33100000009	2013	394
33200000000	2011	571
33200000000	2012	596
33200000000	2013	681
33200000000	2014	646
33200000000	2015	618
33200000000	2010	511
33300000002	2010	4100
33300000002	2011	4724
33300000002	2012	4896
33300000002	2013	5050
33300000002	2014	5171
33300000002	2015	5048
33400000004	2010	326
33400000004	2012	504
33400000004	2013	490
33400000004	2014	490
33400000004	2011	353
33400000004	2015	438
33500000006	2010	1312
33500000006	2011	1409
33500000006	2012	1705
33500000006	2013	1514
33500000006	2014	1661
33500000006	2015	1491
33600000008	2010	1753
33600000008	2011	1894
33600000008	2012	1838
33600000008	2013	1944
33600000008	2015	1693
33600000008	2014	1885
33700000000	2010	1121
33700000000	2011	1112
33700000000	2012	1063
33700000000	2013	1236
33700000000	2014	1245
33700000000	2015	1206
33800000001	2010	693
33800000001	2011	805
33800000001	2013	700
33800000001	2014	659
33800000001	2015	771
33800000001	2012	745
38400000005	2010	552
38400000005	2011	659
38400000005	2012	522
38400000005	2013	552
38400000005	2014	558
38400000005	2015	591
38800000002	2014	80
38800000002	2010	66
38800000002	2011	77
38800000002	2013	45
38800000002	2015	52
38800000002	2012	82
39000000006	2011	25
39000000006	2010	21
39000000006	2013	12
39000000006	2014	20
39000000006	2015	19
39000000006	2012	23
39200000000	2010	772
39200000000	2011	847
39200000000	2012	854
39200000000	2013	856
39200000000	2014	943
39200000000	2015	994
40000000000	2010	32
40000000000	2013	31
40000000000	2011	18
40000000000	2012	34
40000000000	2014	30
40000000000	2015	18
45000000000	2014	25
45000000000	2010	16
45000000000	2012	17
45000000000	2013	19
45000000000	2015	22
45000000000	2011	20
46100000000	2010	12
46100000000	2013	18
46100000000	2015	14
46100000000	2014	18
46100000000	2011	18
46100000000	2012	29
47000000007	2013	66
47000000007	2014	48
47000000007	2011	43
47000000007	2012	38
47000000007	2015	22
47000000007	2010	33
47500000006	2012	52
47500000006	2014	41
47500000006	2011	36
47500000006	2013	35
47500000006	2015	24
47500000006	2010	55
47700000000	2013	34
47700000000	2011	19
47700000000	2010	19
47700000000	2014	61
47700000000	2015	29
47700000000	2012	37
51400000002	2012	182
51400000002	2015	145
51400000002	2011	103
51400000002	2010	108
51400000002	2014	89
51400000002	2013	103
51600000006	2010	52
51600000006	2013	20
51600000006	2015	13
51600000006	2014	10
51600000006	2011	27
51600000006	2012	22
57200000008	2010	20
57200000008	2011	31
57200000008	2014	32
57200000008	2015	32
57200000008	2013	19
57200000008	2012	27
59100000002	2010	217
59100000002	2012	175
59100000002	2013	206
59100000002	2015	174
59100000002	2011	201
59100000002	2014	181
61400000000	2010	243
61400000000	2014	182
61400000000	2015	132
61400000000	2011	215
61400000000	2012	281
61400000000	2013	188
61500000001	2010	40
61500000001	2011	55
61500000001	2013	47
61500000001	2014	37
61500000001	2015	44
61500000001	2012	29
62200000004	2010	148
62200000004	2011	185
62200000004	2013	161
62200000004	2012	82
62200000004	2014	85
62200000004	2015	69
65800000000	2010	381
65800000000	2011	505
65800000000	2012	430
65800000000	2013	372
65800000000	2014	388
65800000000	2015	309
66300000009	2014	15
66300000009	2011	16
66300000009	2010	22
66300000009	2012	25
66300000009	2013	22
66300000009	2015	16
66900000000	2012	104
66900000000	2013	137
66900000000	2010	77
66900000000	2011	78
66900000000	2014	54
66900000000	2015	34
67900000008	2013	146
67900000008	2011	68
67900000008	2014	83
67900000008	2010	57
67900000008	2012	83
67900000008	2015	64
71500000009	2011	77
71500000009	2013	70
71500000009	2014	63
71500000009	2012	68
71500000009	2015	48
71500000009	2010	73
80300000004	2013	250
80300000004	2011	134
80300000004	2010	101
80300000004	2015	155
80300000004	2012	142
80300000004	2014	128
80400000006	2010	571
80400000006	2012	826
80400000006	2013	788
80400000006	2015	709
80400000006	2011	576
80400000006	2014	730
81100000009	2010	188
81100000009	2011	270
81100000009	2015	174
81100000009	2014	209
81100000009	2012	225
81100000009	2013	196
81500000006	2010	68
81500000006	2011	73
81500000006	2014	75
81500000006	2015	71
81500000006	2012	69
81500000006	2013	65
87000000006	2011	463
87000000006	2012	413
87000000006	2014	559
87000000006	2015	431
87000000006	2013	415
87000000006	2010	367
87900000002	2011	161
87900000002	2014	190
87900000002	2010	143
87900000002	2012	161
87900000002	2015	126
87900000002	2013	121
89100000004	2011	51
89100000004	2013	54
89100000004	2015	69
89100000004	2010	57
89100000004	2012	38
89100000004	2014	60
104100000001	2010	39
104100000001	2012	32
104100000001	2011	37
104100000001	2013	34
104100000001	2014	34
104100000001	2015	14
107000000004	2014	43
107000000004	2010	55
107000000004	2011	37
107000000004	2013	41
107000000004	2015	54
107000000004	2012	40
107400000001	2010	157
107400000001	2012	247
107400000001	2013	127
107400000001	2014	140
107400000001	2015	128
107400000001	2011	176
117700000004	2010	61
117700000004	2011	46
117700000004	2012	76
117700000004	2013	56
117700000004	2015	44
117700000004	2014	47
117800000006	2014	138
117800000006	2010	112
117800000006	2011	144
117800000006	2012	158
117800000006	2013	140
117800000006	2015	112
118000000000	2012	24
118000000000	2014	17
118000000000	2015	17
118000000000	2011	24
118000000000	2013	20
118000000000	2010	14
119300000003	2010	383
119300000003	2011	368
119300000003	2012	378
119300000003	2013	393
119300000003	2014	420
119300000003	2015	349
120600000002	2011	44
120600000002	2013	37
120600000002	2015	51
120600000002	2014	67
120600000002	2010	32
120600000002	2012	38
121100000001	2010	60
121100000001	2011	44
121100000001	2012	49
121100000001	2013	36
121100000001	2014	54
121100000001	2015	38
125200000006	2010	238
125200000006	2011	244
125200000006	2012	358
125200000006	2013	286
125200000006	2014	291
125200000006	2015	276
154100000008	2012	60
154100000008	2013	50
154100000008	2014	63
154100000008	2015	54
154100000008	2010	60
154100000008	2011	67
154300000001	2010	38
154300000001	2011	43
154300000001	2012	65
154300000001	2013	66
154300000001	2014	45
154300000001	2015	43
154600000007	2010	60
154600000007	2011	64
154600000007	2014	33
154600000007	2015	72
154600000007	2012	68
154600000007	2013	69
158700000001	2011	83
158700000001	2013	62
158700000001	2014	76
158700000001	2015	115
158700000001	2012	99
158700000001	2010	46
166100000001	2010	25
166100000001	2014	35
166100000001	2013	40
166100000001	2011	27
166100000001	2012	18
166100000001	2015	31
169600000005	2010	31
169600000005	2015	53
169600000005	2013	60
169600000005	2014	61
169600000005	2011	44
169600000005	2012	40
169700000007	2010	174
169700000007	2012	248
169700000007	2014	215
169700000007	2011	192
169700000007	2015	164
169700000007	2013	215
171500000005	2012	58
171500000005	2013	64
171500000005	2015	31
171500000005	2014	45
171500000005	2010	65
171500000005	2011	61
172000000004	2010	99
172000000004	2013	150
172000000004	2015	138
172000000004	2011	131
172000000004	2012	148
172000000004	2014	138
173400000000	2010	11
173400000000	2012	27
173400000000	2015	17
173400000000	2011	20
173400000000	2014	33
173400000000	2013	37
179800000006	2010	27
179800000006	2012	18
179800000006	2014	31
179800000006	2015	39
179800000006	2013	32
179800000006	2011	46
183300000005	2011	172
183300000005	2013	72
183300000005	2015	104
183300000005	2012	87
183300000005	2010	68
183300000005	2014	100
189500000008	2010	49
189500000008	2011	30
189500000008	2012	46
189500000008	2013	53
189500000008	2014	26
189500000008	2015	29
192500000008	2010	34
192500000008	2011	40
192500000008	2012	34
192500000008	2013	26
192500000008	2015	32
192500000008	2014	35
192900000005	2010	42
192900000005	2012	51
192900000005	2014	76
192900000005	2013	57
192900000005	2015	66
192900000005	2011	35
195400000000	2013	124
195400000000	2015	89
195400000000	2010	53
195400000000	2014	76
195400000000	2012	92
195400000000	2011	87
198100000000	2010	488
198100000000	2013	739
198100000000	2015	735
198100000000	2011	554
198100000000	2012	606
198100000000	2014	610
201100000003	2010	231
201100000003	2011	300
201100000003	2012	243
201100000003	2013	258
201100000003	2014	285
201100000003	2015	216
201900000008	2014	64
201900000008	2010	16
201900000008	2013	18
201900000008	2012	19
201900000008	2015	17
201900000008	2011	14
202100000001	2010	13
202100000001	2011	17
202100000001	2012	27
202100000001	2013	25
202100000001	2014	53
202100000001	2015	36
204400000003	2011	192
204400000003	2012	376
204400000003	2013	277
204400000003	2010	163
204400000003	2014	222
204400000003	2015	152
205600000005	2010	82
205600000005	2011	72
205600000005	2013	52
205600000005	2015	89
205600000005	2014	82
205600000005	2012	81
208000000009	2010	23
208000000009	2012	26
208000000009	2013	20
208000000009	2015	22
208000000009	2011	25
208000000009	2014	25
226100000009	2013	43
226100000009	2011	27
226100000009	2010	37
226100000009	2014	29
226100000009	2015	32
226100000009	2012	29
246100000003	2010	89
246100000003	2011	126
246100000003	2012	101
246100000003	2014	114
246100000003	2013	110
246100000003	2015	54
246300000007	2015	135
246300000007	2013	208
246300000007	2014	240
246300000007	2010	133
246300000007	2012	200
246300000007	2011	196
247500000009	2011	149
247500000009	2010	106
247500000009	2012	117
247500000009	2013	104
247500000009	2014	74
247500000009	2015	37
273000000009	2014	25
273000000009	2011	29
273000000009	2012	31
273000000009	2013	31
273000000009	2010	27
273000000009	2015	12
281100000001	2013	112
281100000001	2010	39
281100000001	2011	57
281100000001	2012	72
281100000001	2014	88
281100000001	2015	96
281500000009	2013	34
281500000009	2014	25
281500000009	2010	30
281500000009	2011	38
281500000009	2012	33
281500000009	2015	34
286700000003	2010	105
286700000003	2011	36
286700000003	2013	39
286700000003	2014	33
286700000003	2015	13
286700000003	2012	35
288200000000	2013	25
288200000000	2010	37
288200000000	2011	22
288200000000	2012	34
288200000000	2015	18
288200000000	2014	34
294800000006	2010	72
294800000006	2011	152
294800000006	2012	69
294800000006	2014	51
294800000006	2013	61
294800000006	2015	33
295500000009	2011	20
295500000009	2012	43
295500000009	2014	26
295500000009	2010	24
295500000009	2013	17
295500000009	2015	16
301700000000	2011	21
301700000000	2014	34
301700000000	2015	24
301700000000	2012	29
301700000000	2013	36
301700000000	2010	25
306200000002	2011	150
306200000002	2012	199
306200000002	2013	185
306200000002	2015	155
306200000002	2010	197
306200000002	2014	182
308200000009	2010	49
308200000009	2012	37
308200000009	2011	46
308200000009	2014	31
308200000009	2013	39
308200000009	2015	13
309500000002	2011	77
309500000002	2015	70
309500000002	2012	58
309500000002	2013	68
309500000002	2010	76
309500000002	2014	56
312800000008	2011	29
312800000008	2010	21
312800000008	2012	32
312800000008	2013	29
312800000008	2014	32
312800000008	2015	40
319000000000	2011	64
319000000000	2012	75
319000000000	2013	94
319000000000	2015	50
319000000000	2014	76
319000000000	2010	62
340900000005	2010	40
340900000005	2011	56
340900000005	2012	66
340900000005	2014	63
340900000005	2013	43
340900000005	2015	41
342800000000	2013	216
342800000000	2010	142
342800000000	2012	177
342800000000	2015	211
342800000000	2011	154
342800000000	2014	175
342900000001	2010	52
342900000001	2013	42
342900000001	2014	46
342900000001	2012	23
342900000001	2011	44
342900000001	2015	62
350700000009	2010	48
350700000009	2012	51
350700000009	2013	115
350700000009	2014	69
350700000009	2015	67
350700000009	2011	52
361800000006	2010	18
361800000006	2011	22
361800000006	2012	39
361800000006	2013	15
361800000006	2015	26
361800000006	2014	29
363100000000	2012	319
363100000000	2013	257
363100000000	2014	215
363100000000	2010	194
363100000000	2015	257
363100000000	2011	252
377800000002	2013	154
377800000002	2015	83
377800000002	2012	71
377800000002	2014	68
377800000002	2011	52
377800000002	2010	49
387300000000	2013	122
387300000000	2015	118
387300000000	2011	87
387300000000	2012	94
387300000000	2014	103
387300000000	2010	83
390600000006	2011	23
390600000006	2012	14
390600000006	2015	20
390600000006	2014	20
390600000006	2010	29
390600000006	2013	21
408800000006	2010	271
408800000006	2011	515
408800000006	2013	796
408800000006	2015	736
408800000006	2012	159
408800000006	2014	165
408900000008	2010	237
408900000008	2011	352
408900000008	2013	333
408900000008	2014	391
408900000008	2012	305
408900000008	2015	334
410300000009	2012	100
410300000009	2014	80
410300000009	2015	131
410300000009	2010	72
410300000009	2011	80
410300000009	2013	147
412700000002	2010	215
412700000002	2011	201
412700000002	2012	221
412700000002	2013	237
412700000002	2014	249
412700000002	2015	215
420700000003	2012	54
420700000003	2014	35
420700000003	2015	12
420700000003	2011	20
420700000003	2010	34
420700000003	2013	35
422900000003	2013	38
422900000003	2015	32
422900000003	2011	17
422900000003	2012	12
422900000003	2010	19
422900000003	2014	11
423400000002	2011	29
423400000002	2015	43
423400000002	2013	25
423400000002	2014	19
423400000002	2012	30
423400000002	2010	28
426500000009	2014	30
426500000009	2010	12
426500000009	2011	12
426500000009	2013	18
426500000009	2012	23
426500000009	2015	21
428800000000	2014	52
428800000000	2010	54
428800000000	2012	66
428800000000	2013	83
428800000000	2015	32
428800000000	2011	41
431100000008	2010	156
431100000008	2014	72
431100000008	2011	63
431100000008	2012	71
431100000008	2013	84
431100000008	2015	70
431200000000	2012	36
431200000000	2013	47
431200000000	2015	18
431200000000	2010	32
431200000000	2011	48
431200000000	2014	34
431900000002	2011	182
431900000002	2014	204
431900000002	2010	138
431900000002	2012	161
431900000002	2013	168
431900000002	2015	191
434800000005	2012	133
434800000005	2015	65
434800000005	2011	120
434800000005	2010	88
434800000005	2014	89
434800000005	2013	116
438500000002	2011	34
438500000002	2015	37
438500000002	2012	30
438500000002	2010	36
438500000002	2013	41
438500000002	2014	37
438600000004	2013	28
438600000004	2012	35
438600000004	2011	26
438600000004	2014	33
438600000004	2010	29
438600000004	2015	24
442500000000	2015	22
442500000000	2013	39
442500000000	2012	11
442500000000	2014	21
442500000000	2011	22
442500000000	2010	12
445200000000	2013	37
445200000000	2011	23
445200000000	2010	26
445200000000	2012	12
445200000000	2014	33
445200000000	2015	38
446900000000	2011	432
446900000000	2013	393
446900000000	2015	345
446900000000	2010	406
446900000000	2012	488
446900000000	2014	447
460900000006	2011	149
460900000006	2012	172
460900000006	2010	130
460900000006	2013	170
460900000006	2015	160
460900000006	2014	183
475600000009	2010	71
475600000009	2011	75
475600000009	2014	131
475600000009	2012	75
475600000009	2013	79
475600000009	2015	90
478800000007	2010	226
478800000007	2011	186
478800000007	2012	210
478800000007	2013	158
478800000007	2014	158
478800000007	2015	163
498300000002	2010	38
498300000002	2011	44
498300000002	2012	33
498300000002	2013	43
498300000002	2014	55
498300000002	2015	23
501100000002	2010	45
501100000002	2015	57
501100000002	2012	34
501100000002	2014	56
501100000002	2013	48
501100000002	2011	58
501600000001	2012	139
501600000001	2014	152
501600000001	2010	175
501600000001	2011	99
501600000001	2013	141
501600000001	2015	90
502700000001	2013	30
502700000001	2014	30
502700000001	2011	17
502700000001	2012	19
502700000001	2010	25
502700000001	2015	21
505800000008	2010	57
505800000008	2012	76
505800000008	2015	72
505800000008	2011	51
505800000008	2014	81
505800000008	2013	61
506700000004	2015	79
506700000004	2010	65
506700000004	2011	97
506700000004	2013	71
506700000004	2014	72
506700000004	2012	68
511300000003	2011	161
511300000003	2012	100
511300000003	2013	168
511300000003	2014	184
511300000003	2015	395
511300000003	2010	114
520900000003	2010	34
520900000003	2013	32
520900000003	2014	50
520900000003	2015	28
520900000003	2011	39
520900000003	2012	44
528700000005	2012	26
528700000005	2010	12
528700000005	2015	25
528700000005	2011	25
528700000005	2013	19
528700000005	2014	23
530400000001	2010	26
530400000001	2013	24
530400000001	2014	28
530400000001	2015	21
530400000001	2011	20
530400000001	2012	31
531000000002	2010	31
531000000002	2013	85
531000000002	2015	63
