ID_da_instituicao	ID_da_disciplina	Ano	Publicacoes
033700000000	13	2014	11
033700000000	8	2010	17
004300000009	7	2011	26
011100000008	7	2015	28
011100000008	7	2014	21
011100000008	11	2014	19
033800000001	2	2015	8
033800000001	2	2014	7
033800000001	2	2011	9
000200000993	10	2015	16
009200000008	2	2010	9
387300000000	12	2015	2
IZCF00000003	10	2011	11
033100000009	2	2014	8
033100000009	10	2013	10
033100000009	2	2011	8
033100000009	2	2010	4
IWU400000003	7	2015	18
IWU400000003	7	2014	14
867100000004	10	2013	7
028200000004	8	2015	4
028200000004	12	2015	10
028200000004	8	2014	2
008000000006	13	2015	8
008000000006	13	2012	8
205600000005	12	2015	12
205600000005	12	2014	8
205600000005	8	2013	2
205600000005	12	2013	6
205600000005	12	2012	8
205600000005	12	2011	9
205600000005	12	2010	10
033800000001	10	2012	13
002800000001	12	2015	15
002800000001	12	2014	13
004700000006	6	2015	6
004700000006	6	2014	2
004700000006	6	2011	1
004700000006	6	2010	4
033400000004	13	2012	8
867100000004	11	2010	12
000400000997	13	2010	10
867100000004	12	2014	12
001500000008	5	2013	21
002500000006	11	2011	14
377800000002	1	2014	8
377800000002	1	2013	17
377800000002	1	2012	10
377800000002	1	2010	8
007100000000	9	2015	3
J2HF00000009	8	2013	8
J2HF00000009	8	2012	3
J2HF00000009	1	2012	14
I22A00000002	4	2015	7
I22A00000002	7	2014	1
I22A00000002	7	2013	1
I22A00000002	11	2013	6
I22A00000002	11	2012	6
I22A00000002	7	2011	2
002100000009	5	2015	21
000100000002	1	2014	12
000100000002	2	2011	4
870400000000	11	2010	7
002700000000	4	2010	5
009200000008	3	2011	20
033000000007	7	2014	20
502700000001	5	2014	3
007000000008	7	2013	3
004000000003	2	2012	6
033500000006	1	2013	35
033500000006	10	2013	15
033500000006	2	2013	8
033500000006	10	2012	18
033500000006	2	2012	10
033600000008	2	2011	10
006200000003	6	2014	8
032700000001	13	2014	16
032700000001	13	2012	12
002500000006	5	2015	3
002500000006	5	2014	5
002500000006	11	2013	12
002500000006	11	2010	13
008300000001	2	2010	5
583900000001	4	2013	2
010600000009	8	2010	16
023100000001	1	2015	8
023100000001	1	2013	6
023100000001	1	2012	6
023100000001	1	2010	8
002100000009	5	2010	28
033700000000	5	2012	24
038400000005	10	2014	11
038400000005	10	2013	10
038400000005	10	2012	14
038400000005	1	2011	2
038400000005	10	2010	11
033500000006	8	2015	19
033500000006	8	2011	16
081100000009	13	2011	5
004300000009	10	2011	22
000100000002	3	2014	17
000100000002	10	2013	7
000100000002	12	2012	17
033600000008	12	2010	12
009200000008	3	2015	4
029100000000	5	2015	21
029100000000	5	2014	18
000700000992	1	2014	18
022900000008	2	2014	2
445200000000	3	2014	2
445200000000	13	2014	1
445200000000	3	2013	11
445200000000	12	2013	1
004300000009	11	2012	21
004300000009	11	2010	18
024000000008	4	2011	32
009200000008	5	2015	19
009200000008	2	2012	9
009200000008	12	2010	11
107400000001	12	2010	11
I3CJ00000006	2	2015	5
749000000008	1	2014	18
749000000008	1	2012	21
387300000000	4	2014	12
387300000000	4	2012	13
033700000000	4	2014	31
319000000000	8	2015	1
319000000000	8	2014	2
319000000000	10	2011	3
319000000000	8	2010	1
169600000005	13	2014	4
038400000005	3	2012	48
004500000002	4	2015	15
019200000005	7	2011	36
749000000008	1	2010	13
JL8W00000004	4	2010	3
032600000000	12	2010	39
000600000990	5	2015	12
000600000001	12	2012	40
032600000000	8	2012	20
032600000000	13	2011	19
032600000000	13	2010	19
032600000000	10	2010	16
020200000009	6	2014	19
000600000990	1	2014	11
000600000990	2	2013	8
000600000990	1	2011	12
033800000001	10	2014	11
000100000002	7	2014	13
000100000002	7	2012	6
810400000006	12	2012	6
810400000006	1	2012	5
810400000006	12	2011	6
810400000006	12	2010	4
007900000004	2	2011	11
007900000004	1	2011	36
032900000005	2	2012	6
000300000995	10	2013	18
000300000995	10	2012	20
577300000006	1	2015	15
577300000006	4	2015	6
577300000006	1	2013	14
577300000006	1	2011	15
577300000006	1	2010	19
010600000009	4	2011	21
554300000007	12	2010	16
387300000000	12	2014	2
020200000009	4	2012	47
020200000009	4	2010	50
067900000008	10	2010	3
169600000005	12	2012	4
169600000005	12	2011	8
020200000009	4	2015	50
000300000995	1	2015	20
020200000009	4	2014	49
627100000002	10	2014	9
627100000002	12	2014	6
627100000002	3	2014	8
627100000002	10	2013	6
627100000002	10	2012	9
627100000002	10	2011	6
627100000002	12	2010	3
627100000002	1	2010	3
051400000002	2	2015	5
051400000002	5	2014	13
033500000006	8	2010	15
033500000006	7	2010	9
033000000007	6	2012	16
000800000994	1	2012	16
749000000008	12	2011	9
894500000009	13	2015	2
000800000994	7	2014	3
000800000994	7	2011	4
000800000994	7	2010	4
080400000006	3	2011	24
004500000002	11	2015	11
004500000002	11	2014	12
004500000002	7	2014	8
004500000002	11	2013	9
004500000002	11	2012	12
004500000002	11	2010	10
004500000002	6	2010	6
004500000002	5	2010	16
475600000009	1	2015	7
475600000009	1	2014	10
475600000009	1	2013	7
475600000009	1	2011	7
475600000009	1	2010	6
010300000003	12	2013	30
000800000994	3	2012	27
010600000009	3	2015	41
010600000009	2	2015	7
010600000009	8	2015	15
010600000009	5	2015	22
010600000009	13	2015	15
008000000006	10	2011	16
008000000006	10	2010	19
000300000995	8	2013	12
000300000995	11	2013	12
000300000995	2	2010	7
062200000004	4	2013	5
062200000004	1	2013	20
001500000008	5	2011	22
004300000009	4	2010	42
005900000008	12	2014	11
003900000001	9	2015	1
003900000001	12	2014	43
003900000001	5	2014	23
003900000001	13	2014	10
246300000007	12	2014	3
246300000007	12	2010	5
553800000008	5	2012	12
553800000008	12	2011	10
009200000008	2	2011	10
003900000001	11	2014	7
019200000005	7	2014	33
032600000000	9	2010	3
811900000003	12	2015	2
811900000003	12	2013	1
811900000003	12	2011	1
811900000003	3	2010	2
033000000007	13	2012	23
000700000992	1	2012	17
003900000001	12	2012	39
623800000002	10	2012	4
475600000009	4	2015	10
008300000001	6	2011	5
410300000009	5	2012	13
410300000009	5	2010	9
811900000003	1	2012	8
000600000001	12	2015	37
000600000001	4	2015	11
000600000001	11	2014	4
000600000001	2	2013	6
000600000001	1	2013	28
000600000001	1	2012	27
000600000001	2	2012	7
000600000001	2	2011	8
000600000001	2	2010	10
007900000004	7	2011	31
028700000003	4	2011	18
032300000004	8	2011	12
IZEO00000008	4	2011	3
000300000995	13	2011	8
001900000005	4	2014	4
001900000005	4	2013	5
001900000005	11	2013	6
001900000005	4	2012	4
001900000005	11	2012	8
001900000005	11	2011	6
001900000005	4	2011	3
412700000002	3	2011	26
002900000003	6	2014	11
087900000002	1	2012	12
785800000009	12	2015	6
785800000009	1	2015	2
785800000009	10	2015	3
785800000009	10	2014	2
785800000009	5	2014	3
785800000009	1	2014	4
785800000009	1	2013	6
785800000009	10	2013	6
785800000009	5	2012	3
785800000009	1	2012	4
785800000009	3	2010	11
000300000006	2	2010	6
029100000000	2	2013	8
019200000005	8	2015	25
000300000006	12	2015	4
000300000006	12	2014	11
000300000006	12	2013	10
000300000006	12	2012	9
000200000004	3	2015	18
000200000004	10	2014	10
000200000004	3	2011	23
002100000009	12	2014	33
000200000004	4	2014	8
000200000004	7	2014	4
005900000008	12	2015	11
005900000008	5	2014	15
005900000008	12	2013	9
005900000008	8	2012	4
154100000008	5	2013	9
154100000008	1	2011	3
003900000001	7	2010	8
431900000002	10	2014	5
431900000002	1	2012	15
431900000002	10	2012	5
431900000002	2	2011	4
033000000007	6	2014	19
033800000001	1	2015	38
033800000001	5	2015	18
033800000001	1	2011	32
033800000001	12	2011	9
823700000003	12	2015	11
823700000003	12	2013	11
769300000008	4	2015	16
769300000008	4	2014	19
769300000008	11	2012	11
769300000008	4	2011	14
769300000008	12	2011	3
769300000008	4	2010	14
001000000998	3	2014	17
001200000991	5	2012	4
002100000009	7	2015	24
002100000009	7	2014	23
033800000001	10	2011	16
004400000000	6	2013	10
004400000000	6	2011	9
004400000000	6	2010	7
001200000991	8	2015	17
001200000991	12	2014	11
001200000991	2	2013	3
007200000001	12	2015	8
007200000001	12	2012	10
007200000001	12	2011	11
023100000001	1	2011	7
020700000008	13	2014	12
020700000008	13	2013	7
445200000000	7	2010	1
021100000005	6	2010	3
020100000007	13	2015	2
020100000007	13	2011	1
024000000008	2	2013	10
J1HP00000001	4	2010	3
204400000003	5	2014	7
065800000000	1	2012	17
065800000000	1	2011	14
000800000994	11	2011	2
577300000006	12	2015	5
IZEO00000008	13	2011	6
IZCF00000003	11	2015	6
IZCF00000003	11	2014	4
000300000006	6	2014	12
000300000006	5	2013	22
000300000006	4	2012	25
I3CJ00000006	5	2011	10
I3CJ00000006	5	2010	9
431100000008	6	2012	6
020200000009	6	2012	16
006200000003	5	2013	27
460900000006	5	2011	7
019200000005	2	2015	10
019200000005	1	2015	37
023100000001	5	2013	2
032700000001	7	2015	20
032700000001	7	2014	11
032700000001	7	2013	17
032700000001	7	2012	7
032700000001	7	2011	8
032700000001	7	2010	7
000500000999	12	2011	16
008300000001	4	2010	18
038800000002	10	2014	7
087000000006	6	2015	5
087000000006	1	2013	19
001500000997	3	2012	15
001500000997	3	2011	15
001500000997	12	2010	9
198100000000	13	2015	10
004400000000	8	2015	8
004400000000	8	2011	10
000400000008	13	2014	15
002100000009	5	2014	27
002100000009	5	2013	27
032100000000	12	2015	13
032100000000	12	2014	16
032100000000	12	2013	14
IZCF00000003	13	2015	3
505800000008	1	2014	14
505800000008	1	2013	12
008900000002	6	2014	10
008900000002	6	2012	8
032300000004	10	2013	14
166100000001	4	2014	4
204400000003	1	2015	14
204400000003	4	2014	4
204400000003	4	2013	4
204400000003	10	2011	5
204400000003	1	2010	15
008700000009	1	2013	19
008700000009	6	2012	16
I3CJ00000006	3	2013	5
769300000008	13	2013	5
172000000004	10	2015	7
172000000004	3	2015	7
172000000004	3	2014	5
172000000004	10	2014	8
172000000004	10	2013	7
172000000004	10	2012	4
172000000004	10	2011	8
172000000004	10	2010	3
IXXU00000008	7	2015	9
IXXU00000008	7	2014	11
IXXU00000008	11	2011	9
IXXU00000008	11	2010	8
033000000007	6	2013	19
342800000000	10	2015	3
342800000000	1	2013	14
342800000000	10	2011	7
431100000008	1	2013	7
431100000008	6	2011	6
039200000000	7	2010	19
000500000999	10	2012	17
431100000008	12	2014	8
000600000990	1	2015	11
001100000990	3	2014	18
001100000990	6	2013	3
001100000990	10	2011	9
001100000990	10	2010	9
785800000009	3	2015	9
785800000009	3	2014	9
785800000009	10	2012	3
785800000009	3	2011	9
785800000009	10	2010	5
000300000995	3	2011	42
028700000003	7	2012	2
004500000002	4	2013	16
004500000002	4	2011	15
117800000006	13	2015	8
008200000000	1	2010	23
002100000009	13	2014	27
002100000009	3	2013	38
002100000009	12	2012	25
087000000006	3	2014	28
087000000006	3	2013	17
087000000006	3	2012	19
087000000006	12	2010	12
087000000006	1	2010	19
000300000006	5	2010	17
000900000996	10	2014	10
080400000006	10	2015	14
080400000006	1	2015	23
080400000006	11	2014	16
080400000006	7	2014	14
080400000006	2	2013	8
080400000006	11	2013	15
080400000006	5	2013	21
169700000007	2	2015	2
169700000007	12	2013	11
841500000008	13	2013	3
004100000005	5	2015	20
004100000005	11	2013	12
004100000005	11	2011	12
004100000005	5	2011	20
004100000005	5	2010	22
004100000005	11	2010	9
008300000001	8	2011	8
577000000000	8	2014	1
577000000000	10	2012	5
577000000000	3	2012	4
001000000998	2	2014	2
IW9W00000003	5	2011	6
000100000002	11	2015	12
000100000002	4	2014	10
000100000002	11	2014	9
000100000002	11	2013	9
000100000002	11	2012	8
000100000002	11	2011	9
000100000002	4	2011	9
000100000002	11	2010	8
008900000002	2	2015	9
008900000002	10	2011	20
066900000000	10	2015	3
066900000000	3	2014	10
066900000000	3	2013	37
066900000000	3	2012	22
066900000000	10	2012	12
066900000000	10	2011	4
016700000000	8	2015	4
016700000000	3	2013	5
016700000000	10	2013	8
016700000000	12	2012	9
016700000000	2	2012	7
016700000000	10	2012	10
016700000000	12	2011	12
016700000000	3	2011	26
016700000000	10	2011	15
016700000000	10	2010	8
501100000002	12	2014	3
501100000002	12	2011	2
501100000002	3	2011	1
001300000993	5	2015	2
001300000993	4	2015	2
001300000993	11	2014	2
001300000993	5	2013	6
001300000993	5	2012	2
001300000993	5	2011	4
001300000993	11	2011	1
001300000993	4	2011	6
001300000993	11	2010	2
001300000993	12	2010	6
008300000001	13	2014	21
000500000000	1	2014	21
000500000000	6	2014	12
000500000000	6	2013	12
000500000000	6	2011	12
000500000000	6	2010	10
000400000997	7	2015	3
004300000009	2	2012	9
119300000003	2	2015	3
032300000004	4	2013	9
000400000997	1	2015	30
000400000997	4	2013	13
000400000997	4	2012	7
033700000000	2	2014	9
004000000003	1	2013	10
001500000008	11	2011	15
004300000009	11	2015	21
004300000009	7	2015	28
004300000009	7	2014	30
004300000009	7	2013	27
004300000009	7	2012	25
000600000001	3	2015	51
000600000001	3	2014	32
000600000001	3	2012	48
000600000001	3	2011	37
000600000001	3	2010	50
553800000008	7	2013	6
553800000008	7	2012	6
553800000008	11	2012	2
553800000008	3	2011	11
553800000008	7	2011	6
553800000008	11	2011	5
553800000008	3	2010	10
002800000001	12	2011	16
002800000001	12	2010	14
J8LU00000004	2	2013	4
J8LU00000004	8	2013	13
J8LU00000004	10	2013	9
J8LU00000004	12	2013	23
J8LU00000004	13	2013	2
J8LU00000004	8	2012	2
J8LU00000004	5	2011	11
032100000000	10	2014	3
032100000000	12	2010	13
553800000008	12	2015	9
553800000008	12	2014	15
553800000008	12	2012	9
553800000008	12	2010	9
553800000008	1	2010	16
288200000000	13	2014	3
410300000009	3	2015	18
033000000007	13	2010	22
019200000005	8	2011	24
004400000000	7	2014	11
IWU400000003	4	2014	20
IWU400000003	4	2012	20
000900000996	12	2015	9
000900000996	10	2015	13
000900000996	8	2015	9
000900000996	1	2013	8
000900000996	12	2013	12
000900000996	10	2013	8
001500000008	5	2012	19
246300000007	13	2015	5
010300000003	11	2011	18
JI7500000002	10	2014	2
029100000000	2	2012	4
J1SS00000005	12	2014	15
J1SS00000005	12	2012	10
894500000009	6	2015	1
894500000009	1	2014	10
894500000009	1	2013	9
033800000001	1	2014	32
033800000001	5	2010	16
000900000996	4	2014	3
000900000996	1	2012	7
000900000996	4	2012	3
000900000996	4	2010	6
001500000008	13	2015	14
001500000008	13	2012	16
001500000008	13	2010	19
183300000005	2	2014	5
183300000005	2	2010	1
306200000002	3	2011	11
080400000006	8	2014	11
080400000006	1	2014	21
080400000006	10	2012	16
080400000006	10	2011	14
080400000006	5	2010	23
001100000990	4	2014	6
001100000990	4	2010	4
501600000001	1	2011	6
501600000001	8	2011	3
501600000001	5	2010	5
125200000006	8	2015	7
117800000006	3	2013	3
001100000990	3	2010	18
067900000008	10	2013	10
033700000000	4	2011	24
024000000008	10	2014	22
002100000009	13	2010	21
000800000994	10	2015	7
000800000994	12	2015	17
000800000994	12	2014	18
000800000994	10	2014	8
000800000994	12	2013	16
000800000994	3	2011	24
000800000994	3	2010	35
183300000005	1	2015	14
183300000005	1	2014	15
183300000005	1	2013	11
183300000005	1	2012	12
183300000005	1	2010	14
460900000006	11	2015	1
460900000006	11	2014	7
460900000006	11	2010	3
016700000000	2	2014	5
016700000000	2	2013	5
016700000000	2	2010	7
016700000000	8	2010	2
033100000009	10	2011	16
016700000000	6	2012	8
016700000000	4	2011	26
016700000000	6	2011	13
016700000000	2	2011	7
158700000001	4	2015	9
158700000001	6	2015	3
158700000001	5	2015	8
158700000001	4	2014	10
158700000001	4	2013	5
158700000001	13	2013	1
158700000001	4	2012	11
273000000009	1	2010	7
312800000008	5	2014	7
312800000008	5	2013	5
005800000006	11	2015	12
005800000006	11	2014	10
024000000008	13	2012	28
410300000009	2	2012	5
021100000005	10	2011	12
008900000002	6	2011	5
006200000003	5	2012	25
008000000006	1	2015	24
IZCF00000003	1	2011	20
IZCF00000003	10	2010	9
047000000007	1	2011	3
047000000007	1	2010	5
004400000000	11	2014	16
004400000000	11	2012	7
028700000003	7	2011	3
032700000001	6	2015	10
033600000008	11	2015	8
033600000008	11	2014	11
033600000008	11	2012	11
001800000992	10	2012	3
001800000992	5	2011	3
004400000000	4	2011	18
004500000002	12	2014	37
087000000006	1	2015	24
000900000007	12	2014	7
000900000007	12	2012	10
000900000007	12	2011	7
007000000008	4	2014	14
021700000006	3	2013	5
189500000008	12	2011	7
829000000000	8	2013	5
829000000000	12	2010	11
033600000008	13	2015	11
033500000006	2	2011	11
410300000009	12	2015	2
410300000009	10	2014	4
410300000009	10	2013	8
410300000009	10	2010	6
033200000000	4	2013	18
004400000000	8	2014	10
032600000000	13	2013	19
000500000000	13	2015	25
584200000007	1	2015	9
754000000004	10	2011	4
460900000006	1	2015	19
IZCF00000003	7	2013	5
408900000008	6	2015	4
408900000008	4	2014	19
408900000008	6	2014	3
408900000008	5	2014	15
408900000008	4	2012	21
408900000008	6	2012	3
024000000008	11	2013	24
024000000008	11	2012	16
024000000008	7	2012	23
024000000008	8	2013	23
024000000008	13	2011	28
000500000000	3	2011	36
342800000000	13	2014	3
342800000000	13	2013	1
342800000000	13	2010	2
985601000990	11	2012	1
000600000001	7	2010	17
000400000008	9	2010	1
000400000008	13	2010	12
001800000992	3	2011	12
000600000001	10	2010	16
006200000003	7	2010	5
033700000000	3	2012	36
005900000008	11	2013	12
005900000008	11	2012	10
005900000008	4	2012	12
005900000008	4	2010	12
008300000001	7	2010	13
107400000001	12	2011	8
033000000007	2	2014	9
001900000005	7	2011	6
033700000000	7	2010	14
032100000000	10	2015	1
032100000000	3	2013	22
505800000008	11	2015	4
505800000008	11	2012	4
505800000008	11	2010	3
005900000008	3	2015	19
005900000008	10	2015	13
005900000008	5	2015	18
005900000008	3	2013	5
005900000008	1	2012	13
005900000008	3	2011	7
005900000008	3	2010	5
005900000008	8	2010	1
531000000002	5	2014	5
460900000006	10	2015	10
460900000006	10	2013	10
460900000006	10	2012	7
460900000006	10	2011	8
460900000006	5	2010	7
478800000007	8	2010	12
033100000009	4	2015	10
033100000009	4	2014	18
033100000009	5	2014	16
033100000009	5	2013	14
033100000009	5	2012	16
033100000009	4	2012	22
033100000009	5	2011	18
033100000009	5	2010	17
154100000008	7	2012	4
195400000000	3	2015	18
195400000000	3	2014	5
195400000000	12	2014	1
004400000000	1	2012	30
117800000006	10	2014	7
032600000000	7	2012	17
032600000000	5	2011	17
032600000000	5	2010	21
117700000004	13	2015	4
019200000005	2	2011	10
475600000009	12	2015	3
475600000009	12	2014	6
475600000009	5	2012	8
475600000009	8	2011	4
119300000003	8	2013	10
003900000001	13	2015	7
003900000001	3	2010	57
033100000009	3	2015	14
033100000009	12	2014	10
033100000009	6	2013	3
033100000009	12	2013	14
033100000009	12	2012	12
033100000009	3	2011	27
002100000009	6	2013	12
007200000001	13	2012	7
014000000000	11	2015	6
014000000000	11	2013	4
014000000000	11	2012	7
014000000000	11	2010	11
016700000000	5	2014	18
408900000008	13	2014	3
408900000008	8	2012	4
119300000003	4	2011	15
004000000003	3	2012	9
004000000003	5	2010	12
007000000008	7	2010	4
007000000008	11	2010	12
342800000000	13	2015	2
107000000004	1	2014	1
107000000004	3	2012	12
107000000004	1	2010	2
107000000004	3	2010	14
001200000991	12	2013	12
001200000991	12	2012	9
001200000991	12	2011	13
001000000998	3	2015	15
001000000998	10	2014	9
001000000998	10	2012	8
001000000998	3	2011	20
001000000998	8	2010	5
001000000998	3	2010	20
080300000004	1	2015	14
080300000004	1	2013	22
080300000004	1	2012	13
080300000004	1	2011	14
004400000000	2	2013	8
004400000000	5	2010	15
000100000002	2	2014	3
000100000002	3	2012	17
823700000003	8	2015	4
823700000003	8	2014	5
823700000003	8	2013	2
823700000003	10	2012	6
823700000003	10	2011	6
823700000003	3	2011	3
008300000001	3	2011	25
121100000001	12	2015	6
121100000001	12	2014	10
121100000001	12	2012	6
121100000001	12	2010	10
002100000009	12	2015	25
002100000009	12	2011	41
002100000009	12	2010	39
027500000001	5	2011	6
001700000001	4	2012	2
410300000009	3	2012	8
410300000009	5	2011	12
024000000008	3	2015	46
024000000008	3	2013	51
024000000008	3	2010	41
198100000000	4	2011	28
832500000009	10	2010	11
024000000008	13	2010	32
033700000000	12	2014	21
033700000000	3	2013	45
446900000000	12	2015	5
891200000009	3	2015	12
891200000009	12	2014	9
891200000009	1	2013	4
891200000009	3	2013	7
891200000009	3	2011	11
891200000009	12	2011	11
891200000009	12	2010	8
007200000001	12	2014	12
007200000001	9	2012	1
010300000003	8	2010	14
000400000997	13	2013	10
000800000994	10	2013	10
000800000994	10	2012	11
247500000009	2	2013	5
247500000009	2	2012	5
247500000009	2	2011	9
247500000009	4	2011	10
247500000009	1	2011	10
247500000009	5	2011	10
247500000009	2	2010	7
000500000000	9	2011	5
006200000003	5	2014	26
047500000006	1	2013	4
047500000006	4	2013	7
047500000006	6	2013	2
047500000006	5	2013	5
047500000006	4	2011	6
000300000995	12	2013	27
016700000000	11	2013	8
016700000000	4	2013	22
016700000000	11	2012	9
016700000000	11	2011	11
001800000992	3	2015	7
001800000992	3	2014	8
001800000992	3	2013	7
001800000992	3	2012	13
001800000992	3	2010	10
001800000992	12	2010	10
183300000005	5	2015	9
807700000001	3	2015	3
807700000001	5	2015	2
807700000001	12	2014	10
807700000001	1	2013	4
807700000001	12	2012	11
807700000001	1	2012	1
807700000001	1	2011	3
807700000001	8	2011	7
807700000001	1	2010	2
000200000993	4	2013	25
007000000008	12	2013	18
007000000008	4	2013	15
033400000004	7	2011	7
001400000006	2	2015	5
001400000006	3	2015	2
001400000006	5	2015	8
001400000006	2	2014	3
001400000006	8	2013	3
001400000006	5	2013	6
001400000006	10	2012	7
001400000006	5	2011	4
001400000006	3	2011	1
001400000006	2	2010	1
000900000007	7	2015	4
000900000007	7	2013	4
154100000008	11	2013	4
154100000008	11	2011	5
000100000002	8	2011	5
038400000005	12	2011	35
038400000005	12	2010	21
001500000008	13	2011	17
446900000000	11	2012	19
446900000000	5	2012	10
033600000008	7	2013	8
061400000000	3	2010	38
047500000006	1	2012	6
408800000006	12	2014	3
087900000002	1	2011	10
007900000004	9	2014	7
080400000006	3	2015	18
001000000998	3	2012	23
001000000998	12	2012	11
001000000998	10	2011	8
001000000998	8	2011	9
841500000008	1	2010	10
019200000005	8	2013	23
778500000000	12	2010	17
003900000001	2	2010	10
003900000001	8	2010	19
003900000001	11	2010	10
198100000000	5	2014	25
198100000000	7	2010	24
008300000001	10	2014	17
008300000001	10	2012	16
008300000001	10	2011	15
811900000003	10	2011	4
811900000003	10	2010	2
000600000990	3	2015	20
000600000990	3	2014	21
000600000990	3	2013	20
000600000990	3	2012	23
000600000990	3	2011	29
000600000990	3	2010	32
F3V900000009	5	2014	5
033700000000	5	2013	24
000500000000	5	2010	24
006200000003	6	2011	9
020200000009	13	2013	38
408900000008	5	2011	22
198100000000	12	2013	14
198100000000	11	2011	15
198100000000	4	2010	27
007000000008	11	2012	11
001700000001	4	2014	5
001700000001	1	2013	24
001700000001	4	2013	3
870100000004	5	2013	13
000200000004	12	2014	14
198100000000	10	2012	9
198100000000	10	2011	9
198100000000	10	2010	5
117800000006	13	2014	8
117800000006	10	2013	4
117800000006	1	2013	10
117800000006	1	2011	12
000900000996	1	2014	8
000900000996	1	2010	8
059100000002	1	2014	4
024000000008	9	2012	5
014000000000	4	2015	12
014000000000	4	2014	12
014000000000	4	2012	11
183300000005	10	2010	3
754000000004	1	2014	10
754000000004	1	2013	7
754000000004	1	2011	9
107400000001	5	2011	2
807700000001	12	2013	9
007900000004	6	2013	16
039200000000	13	2015	14
008000000006	3	2011	32
000900000996	1	2011	14
204400000003	1	2014	18
204400000003	1	2011	17
005900000008	10	2011	9
001400000006	12	2015	1
001400000006	5	2010	4
446900000000	7	2014	15
008300000001	2	2013	8
377800000002	12	2012	3
577000000000	12	2014	6
273000000009	1	2014	5
273000000009	4	2011	5
008000000006	6	2013	3
008000000006	5	2012	15
008000000006	5	2011	19
008000000006	6	2011	1
008000000006	5	2010	16
IWU400000003	2	2015	8
IWU400000003	2	2014	6
IWU400000003	5	2013	23
IWU400000003	1	2013	14
IWU400000003	3	2011	12
IWU400000003	8	2011	10
434800000005	1	2013	13
067900000008	4	2010	2
J1SS00000005	3	2015	21
J1SS00000005	8	2012	9
032300000004	1	2011	26
032300000004	10	2010	15
F3V900000009	4	2014	5
000300000995	12	2015	17
000300000995	12	2014	21
000300000995	12	2012	18
000300000995	4	2012	16
000300000995	7	2012	5
000300000995	12	2010	23
007200000001	2	2014	3
033600000008	8	2015	7
033600000008	3	2015	19
033600000008	3	2013	24
033600000008	8	2013	9
033600000008	3	2012	24
033600000008	3	2011	16
033600000008	3	2010	25
033600000008	8	2010	8
032900000005	11	2015	16
363100000000	2	2015	5
004500000002	12	2011	35
J8LU00000004	3	2014	13
033200000000	11	2014	9
033200000000	11	2011	8
033200000000	11	2010	8
501100000002	12	2015	8
501100000002	12	2012	4
501100000002	1	2011	4
501100000002	3	2010	6
029100000000	4	2015	21
811900000003	1	2011	10
198100000000	12	2012	11
198100000000	12	2010	9
J8LU00000004	10	2014	3
J8LU00000004	10	2012	4
J8LU00000004	10	2011	10
071500000009	3	2010	9
169700000007	8	2010	9
032300000004	6	2014	4
032300000004	4	2014	8
169700000007	12	2010	15
778500000000	8	2013	10
778500000000	12	2013	14
431900000002	11	2015	7
431900000002	11	2014	8
431900000002	11	2013	5
431900000002	11	2012	5
431900000002	11	2010	5
003900000001	2	2013	9
016700000000	6	2014	7
769300000008	11	2014	15
769300000008	11	2013	15
769300000008	2	2013	1
769300000008	11	2011	11
769300000008	5	2011	5
769300000008	5	2010	7
769300000008	11	2010	11
201100000003	8	2012	7
201100000003	12	2010	7
021100000005	8	2011	5
446900000000	7	2013	14
007900000004	6	2014	18
032100000000	12	2011	15
000800000994	13	2015	2
001500000008	3	2015	35
001500000008	8	2013	14
033500000006	13	2014	23
033500000006	13	2010	20
087900000002	10	2012	10
087900000002	10	2011	14
087900000002	10	2010	10
021100000005	5	2015	15
021100000005	5	2014	10
021100000005	5	2013	17
000800000994	8	2014	5
000800000994	12	2011	16
000800000994	12	2010	19
554300000007	7	2014	2
554300000007	7	2013	5
554300000007	11	2013	3
554300000007	7	2012	6
554300000007	11	2012	3
554300000007	7	2011	5
554300000007	11	2011	3
554300000007	7	2010	7
554300000007	11	2010	9
000600000001	7	2014	11
000600000001	1	2011	30
807700000001	13	2014	2
807700000001	13	2013	3
807700000001	12	2011	12
807700000001	13	2011	2
511300000003	3	2014	37
511300000003	3	2012	12
004500000002	10	2012	19
033000000007	6	2011	17
408900000008	11	2010	8
080400000006	12	2012	22
008900000002	13	2014	15
189500000008	12	2012	6
189500000008	12	2010	8
003900000001	4	2011	12
870100000004	5	2010	13
870100000004	12	2010	5
166100000001	1	2014	7
039200000000	2	2014	8
016700000000	4	2015	22
016700000000	6	2015	9
002000000996	1	2015	3
446900000000	5	2015	7
446900000000	1	2014	15
498300000002	1	2014	5
498300000002	1	2013	3
498300000002	10	2013	7
498300000002	10	2012	5
498300000002	3	2010	9
038400000005	10	2015	13
038400000005	2	2015	3
033800000001	7	2014	8
033800000001	7	2012	5
768700000007	3	2015	14
768700000007	3	2014	17
768700000007	3	2013	20
768700000007	3	2011	22
431100000008	1	2012	6
431100000008	1	2011	4
000800000994	3	2015	19
000800000994	3	2014	15
000800000994	3	2013	30
020700000008	13	2015	10
000800000994	11	2012	4
000800000994	4	2011	6
117800000006	12	2015	7
117800000006	12	2014	16
117800000006	12	2013	13
117800000006	4	2013	9
117800000006	12	2012	18
117800000006	12	2011	14
117800000006	12	2010	11
032900000005	7	2013	10
785800000009	10	2011	5
870100000004	5	2015	11
001900000005	11	2014	9
005900000008	11	2015	8
