nome,id
Se-Frei Paulo,2802304
Se-Gararu,2802403
Se-General Maynard,2802502
Se-Gracho Cardoso,2802601
Se-Ilha das Flores,2802700
Se-Indiaroba,2802809
Se-Itabaiana,2802908
Se-Itabaianinha,2803005
Se-Itabi,2803104
Se-Itaporanga D Ajuda,2803203
Se-Japaratuba,2803302
Se-Japoata,2803401
Se-Lagarto,2803500
Se-Laranjeiras,2803609
Se-Macambira,2803708
Se-Malhada dos Bois,2803807
Se-Malhador,2803906
Se-Maruim,2804003
Se-Moita Bonita,2804102
Se-Monte Alegre de Sergipe,2804201
Se-Muribeca,2804300
Se-Neopolis,2804409
Se-Nossa Senhora Aparecida,2804458
Se-Nossa Senhora da Gloria,2804508
Se-Nossa Senhora das Dores,2804607
Se-Nossa Senhora de Lourdes,2804706
Se-Nossa Senhora do Socorro,2804805
Se-Pacatuba,2804904
Se-Pedra Mole,2805000
Se-Pedrinhas,2805109
Se-Pinhao,2805208
Se-Pirambu,2805307
Se-Poco Redondo,2805406
Se-Poco Verde,2805505
Se-Porto da Folha,2805604
Se-Propria,2805703
Se-Riachao do Dantas,2805802
Se-Riachuelo,2805901
Se-Ribeiropolis,2806008
Se-Rosario do Catete,2806107
Se-Salgado,2806206
Se-Santa Luzia do Itanhy,2806305
Se-Santana do Sao Francisco,2806404
Se-Santa Rosa de Lima,2806503
Se-Santo Amaro das Brotas,2806602
Se-Sao Cristovao,2806701
Se-Sao Domingos,2806800
Se-Sao Francisco,2806909
Se-Sao Miguel do Aleixo,2807006
Se-Simao Dias,2807105
Se-Siriri,2807204
Se-Telha,2807303
Se-Tobias Barreto,2807402
Se-Tomar do Geru,2807501
Se-Umbauba,2807600
Ba-Abaira,2900108
Ba-Abare,2900207
Ba-Acajutiba,2900306
Ba-Adustina,2900355
Ba-Agua Fria,2900405
Ba-Erico Cardoso,2900504
Ba-Aiquara,2900603
Ba-Alagoinhas,2900702
Ba-Alcobaca,2900801
Ba-Almadina,2900900
Ba-Amargosa,2901007
Ba-Amelia Rodrigues,2901106
Ba-America Dourada,2901155
Ba-Anage,2901205
Ba-Andarai,2901304
Ba-Andorinha,2901353
Ba-Angical,2901403
Ba-Anguera,2901502
Ba-Antas,2901601
Ba-Antonio Cardoso,2901700
Ba-Antonio Goncalves,2901809
Ba-Apora,2901908
Ba-Apuarema,2901957
Ba-Aracatu,2902005
Ba-Aracas,2902054
Ba-Araci,2902104
Ba-Aramari,2902203
Ba-Arataca,2902252
Ba-Aratuipe,2902302
Ba-Aurelino Leal,2902401
Ba-Baianopolis,2902500
Ba-Baixa Grande,2902609
Ba-Banzae,2902658
Ba-Barra,2902708
Ba-Barra da Estiva,2902807
Ba-Barra do Choca,2902906
Ba-Barra do Mendes,2903003
Ba-Barra do Rocha,2903102
Ba-Barreiras,2903201
Ba-Barro Alto,2903235
Ba-Barrocas,2903276
Ba-Barro Preto,2903300
Ba-Belmonte,2903409
Ba-Belo Campo,2903508
Ba-Biritinga,2903607
Ba-Boa Nova,2903706
Ba-Boa Vista do Tupim,2903805
Ba-Bom Jesus da Lapa,2903904
Ba-Bom Jesus da Serra,2903953
Ba-Boninal,2904001
Ba-Bonito,2904050
Ba-Boquira,2904100
Ba-Botupora,2904209
Ba-Brejoes,2904308
Ba-Brejolandia,2904407
Ba-Brotas de Macaubas,2904506
Ba-Brumado,2904605
Ba-Buerarema,2904704
Ba-Buritirama,2904753
Ba-Caatiba,2904803
Ba-Cabaceiras do Paraguacu,2904852
Ba-Cachoeira,2904902
Ba-Cacule,2905008
Ba-Caem,2905107
Ba-Caetanos,2905156
Ba-Caetite,2905206
Ba-Cafarnaum,2905305
Ba-Cairu,2905404
Ba-Caldeirao Grande,2905503
Ba-Camacan,2905602
Ba-Camacari,2905701
Ba-Camamu,2905800
Ba-Campo Alegre de Lourdes,2905909
Ba-Campo Formoso,2906006
Ba-Canapolis,2906105
Ba-Canarana,2906204
Ba-Canavieiras,2906303
Ba-Candeal,2906402
Ba-Candeias,2906501
Ba-Candiba,2906600
Ba-Candido Sales,2906709
Ba-Cansancao,2906808
Ba-Canudos,2906824
Ba-Capela do Alto Alegre,2906857
Ba-Capim Grosso,2906873
Ba-Caraibas,2906899
Ba-Caravelas,2906907
Ba-Cardeal da Silva,2907004
Ba-Carinhanha,2907103
Ba-Casa Nova,2907202
Ba-Castro Alves,2907301
Ba-Catolandia,2907400
Ba-Catu,2907509
Ba-Caturama,2907558
Ba-Central,2907608
Ba-Chorrocho,2907707
Ba-Cicero Dantas,2907806
Ba-Cipo,2907905
Ba-Coaraci,2908002
Ba-Cocos,2908101
Ba-Conceicao da Feira,2908200
Ba-Conceicao do Almeida,2908309
Ba-Conceicao do Coite,2908408
Ba-Conceicao do Jacuipe,2908507
Ba-Conde,2908606
Ba-Condeuba,2908705
Ba-Contendas do Sincora,2908804
Ba-Coracao de Maria,2908903
Ba-Cordeiros,2909000
Ba-Coribe,2909109
Ba-Coronel Joao Sa,2909208
Ba-Correntina,2909307
Ba-Cotegipe,2909406
Ba-Cravolandia,2909505
Ba-Crisopolis,2909604
Ba-Cristopolis,2909703
Ba-Cruz das Almas,2909802
Ba-Curaca,2909901
Ba-Dario Meira,2910008
Ba-Dias D Avila,2910057
Ba-Dom Basilio,2910107
Ba-Dom Macedo Costa,2910206
Ba-Elisio Medrado,2910305
Ba-Encruzilhada,2910404
Ba-Entre Rios,2910503
Ba-Esplanada,2910602
Ba-Euclides da Cunha,2910701
Ba-Eunapolis,2910727
Ba-Fatima,2910750
Ba-Feira da Mata,2910776
Ba-Feira de Santana,2910800
Ba-Filadelfia,2910859
Ba-Firmino Alves,2910909
Ba-Floresta Azul,2911006
Ba-Formosa do Rio Preto,2911105
Ba-Gandu,2911204
Ba-Gaviao,2911253
Ba-Gentio do Ouro,2911303
Ba-Gloria,2911402
Ba-Gongogi,2911501
Ba-Governador Mangabeira,2911600
Ba-Guajeru,2911659
Ba-Guanambi,2911709
Ba-Guaratinga,2911808
Ba-Heliopolis,2911857
Ba-Iacu,2911907
Ba-Ibiassuce,2912004
Ba-Ibicarai,2912103
Ba-Ibicoara,2912202
Ba-Ibicui,2912301
Ba-Ibipeba,2912400
Ba-Ibipitanga,2912509
Ba-Ibiquera,2912608
Ba-Ibirapitanga,2912707
Ba-Ibirapua,2912806
Ba-Ibirataia,2912905
Ba-Ibitiara,2913002
Ba-Ibitita,2913101
Ba-Ibotirama,2913200
Ba-Ichu,2913309
Ba-Igapora,2913408
Ba-Igrapiuna,2913457
Ba-Iguai,2913507
Ba-Ilheus,2913606
Ba-Inhambupe,2913705
Ba-Ipecaeta,2913804
Ba-Ipiau,2913903
Ba-Ipira,2914000
Ba-Ipupiara,2914109
Ba-Irajuba,2914208
Ba-Iramaia,2914307
Ba-Iraquara,2914406
Ba-Irara,2914505
Ba-Irece,2914604
Ba-Itabela,2914653
Ba-Itaberaba,2914703
Ba-Itabuna,2914802
Ba-Itacare,2914901
Ba-Itaete,2915007
Ba-Itagi,2915106
Ba-Itagiba,2915205
Ba-Itagimirim,2915304
Ba-Itaguacu da Bahia,2915353
Ba-Itaju do Colonia,2915403
Ba-Itajuipe,2915502
Ba-Itamaraju,2915601
Ba-Itamari,2915700
Ba-Itambe,2915809
Ba-Itanagra,2915908
Ba-Itanhem,2916005
Ba-Itaparica,2916104
Ba-Itape,2916203
Ba-Itapebi,2916302
Ba-Itapetinga,2916401
Ba-Itapicuru,2916500
Ba-Itapitanga,2916609
Ba-Itaquara,2916708
Ba-Itarantim,2916807
Ba-Itatim,2916856
Ba-Itirucu,2916906
Ba-Itiuba,2917003
Ba-Itororo,2917102
Ba-Ituacu,2917201
Ba-Itubera,2917300
Ba-Iuiu,2917334
Ba-Jaborandi,2917359
Ba-Jacaraci,2917409
Ba-Jacobina,2917508
Ba-Jaguaquara,2917607
Ba-Jaguarari,2917706
Ba-Jaguaripe,2917805
Ba-Jandaira,2917904
Ba-Jequie,2918001
Ba-Jeremoabo,2918100
Ba-Jiquirica,2918209
Ba-Jitauna,2918308
Ba-Joao Dourado,2918357
Ba-Juazeiro,2918407
Ba-Jucurucu,2918456
Ba-Jussara,2918506
Ba-Jussari,2918555
Ba-Jussiape,2918605
Ba-Lafaiete Coutinho,2918704
Ba-Lagoa Real,2918753
Ba-Laje,2918803
Ba-Lajedao,2918902
Ba-Lajedinho,2919009
Ba-Lajedo do Tabocal,2919058
Ba-Lamarao,2919108
Ba-Lapao,2919157
Ba-Lauro de Freitas,2919207
Ba-Lencois,2919306
Ba-Licinio de Almeida,2919405
Ba-Livramento de Nossa Senhora,2919504
Ba-Luis Eduardo Magalhaes,2919553
Ba-Macajuba,2919603
Ba-Macarani,2919702
Ba-Macaubas,2919801
Ba-Macurure,2919900
Ba-Madre de Deus,2919926
Ba-Maetinga,2919959
Ba-Maiquinique,2920007
Ba-Mairi,2920106
Ba-Malhada,2920205
Ba-Malhada de Pedras,2920304
Ba-Manoel Vitorino,2920403
Ba-Mansidao,2920452
Ba-Maracas,2920502
Ba-Maragogipe,2920601
Ba-Marau,2920700
Ba-Marcionilio Souza,2920809
Ba-Mascote,2920908
Ba-Mata de Sao Joao,2921005
Ba-Matina,2921054
Ba-Medeiros Neto,2921104
Ba-Miguel Calmon,2921203
Ba-Milagres,2921302
Ba-Mirangaba,2921401
Ba-Mirante,2921450
Ba-Monte Santo,2921500
Ba-Morpara,2921609
Ba-Morro do Chapeu,2921708
Ba-Mortugaba,2921807
Ba-Mucuge,2921906
Ba-Mucuri,2922003
Ba-Mulungu do Morro,2922052
Ba-Mundo Novo,2922102
Ba-Muniz Ferreira,2922201
Ba-Muquem de Sao Francisco,2922250
Ba-Muritiba,2922300
Ba-Mutuipe,2922409
Ba-Nazare,2922508
Ba-Nilo Pecanha,2922607
Ba-Nordestina,2922656
Ba-Nova Canaa,2922706
Ba-Nova Fatima,2922730
Ba-Nova Ibia,2922755
Ba-Nova Itarana,2922805
Ba-Nova Redencao,2922854
Ba-Nova Soure,2922904
Ba-Nova Vicosa,2923001
Ba-Novo Horizonte,2923035
Ba-Novo Triunfo,2923050
Ba-Olindina,2923100
Ba-Oliveira dos Brejinhos,2923209
Ba-Ouricangas,2923308
Ba-Ourolandia,2923357
Ba-Palmas de Monte Alto,2923407
Ba-Palmeiras,2923506
Ba-Paramirim,2923605
Ba-Paratinga,2923704
Ba-Paripiranga,2923803
Ba-Pau Brasil,2923902
Ba-Paulo Afonso,2924009
Ba-Pe de Serra,2924058
Ba-Pedrao,2924108
Ba-Pedro Alexandre,2924207
Ba-Piata,2924306
Ba-Pilao Arcado,2924405
Ba-Pindai,2924504
Ba-Pindobacu,2924603
Ba-Pintadas,2924652
Ba-Pirai do Norte,2924678
Ba-Piripa,2924702
Ba-Piritiba,2924801
Ba-Planaltino,2924900
Ba-Planalto,2925006
Ba-Pocoes,2925105
Ba-Pojuca,2925204
Ba-Ponto Novo,2925253
Ba-Porto Seguro,2925303
Ba-Potiragua,2925402
Ba-Prado,2925501
Ba-Presidente Dutra,2925600
Ba-Presidente Janio Quadros,2925709
Ba-Presidente Tancredo Neves,2925758
Ba-Queimadas,2925808
Ba-Quijingue,2925907
Ba-Quixabeira,2925931
Ba-Rafael Jambeiro,2925956
Ba-Remanso,2926004
Ba-Retirolandia,2926103
Ba-Riachao das Neves,2926202
Ba-Riachao do Jacuipe,2926301
Ba-Riacho de Santana,2926400
Ba-Ribeira do Amparo,2926509
Ba-Ribeira do Pombal,2926608
Ba-Ribeirao do Largo,2926657
Ba-Rio de Contas,2926707
Ba-Rio do Antonio,2926806
Ba-Rio do Pires,2926905
Ba-Rio Real,2927002
Ba-Rodelas,2927101
Ba-Ruy Barbosa,2927200
Ba-Salinas da Margarida,2927309
Ba-Salvador,2927408
Ba-Santa Barbara,2927507
Ba-Santa Brigida,2927606
Ba-Santa Cruz Cabralia,2927705
Ba-Santa Cruz da Vitoria,2927804
Ba-Santa Ines,2927903
Ba-Santaluz,2928000
Ba-Santa Luzia,2928059
Ba-Santa Maria da Vitoria,2928109
Ba-Santana,2928208
Ba-Santanopolis,2928307
Ba-Santa Rita de Cassia,2928406
Ba-Santa Teresinha,2928505
Ba-Santo Amaro,2928604
Ba-Santo Antonio de Jesus,2928703
Ba-Santo Estevao,2928802
Ba-Sao Desiderio,2928901
Ba-Sao Domingos,2928950
Ba-Sao Felix,2929008
Ba-Sao Felix do Coribe,2929057
Ba-Sao Felipe,2929107
Ba-Sao Francisco do Conde,2929206
Ba-Sao Gabriel,2929255
Ba-Sao Goncalo dos Campos,2929305
Ba-Sao Jose da Vitoria,2929354
Ba-Sao Jose do Jacuipe,2929370
Ba-Sao Miguel das Matas,2929404
Ba-Sao Sebastiao do Passe,2929503
Ba-Sapeacu,2929602
Ba-Satiro Dias,2929701
Ba-Saubara,2929750
Ba-Saude,2929800
Ba-Seabra,2929909
Ba-Sebastiao Laranjeiras,2930006
Ba-Senhor do Bonfim,2930105
Ba-Serra do Ramalho,2930154
Ba-Sento Se,2930204
Ba-Serra Dourada,2930303
Ba-Serra Preta,2930402
Ba-Serrinha,2930501
Ba-Serrolandia,2930600
Ba-Simoes Filho,2930709
Ba-Sitio do Mato,2930758
Ba-Sitio do Quinto,2930766
Ba-Sobradinho,2930774
Ba-Souto Soares,2930808
Ba-Tabocas do Brejo Velho,2930907
Ba-Tanhacu,2931004
Ba-Tanque Novo,2931053
Ba-Tanquinho,2931103
Ba-Taperoa,2931202
Ba-Tapiramuta,2931301
Ba-Teixeira de Freitas,2931350
Ba-Teodoro Sampaio,2931400
Ba-Teofilandia,2931509
Ba-Teolandia,2931608
Ba-Terra Nova,2931707
Ba-Tremedal,2931806
Ba-Tucano,2931905
Ba-Uaua,2932002
Ba-Ubaira,2932101
Ba-Ubaitaba,2932200
Ba-Ubata,2932309
Ba-Uibai,2932408
Ba-Umburanas,2932457
Ba-Una,2932507
Ba-Urandi,2932606
Ba-Urucuca,2932705
Ba-Utinga,2932804
Ba-Valenca,2932903
Ba-Valente,2933000
Ba-Varzea da Roca,2933059
Ba-Varzea do Poco,2933109
Ba-Varzea Nova,2933158
Ba-Varzedo,2933174
Ba-Vera Cruz,2933208
Ba-Vereda,2933257
Ba-Vitoria da Conquista,2933307
Ba-Wagner,2933406
Ba-Wanderley,2933455
Ba-Wenceslau Guimaraes,2933505
Ba-Xique-Xique,2933604
Mg-Abadia dos Dourados,3100104
Mg-Abaete,3100203
Mg-Abre Campo,3100302
Mg-Acaiaca,3100401
Mg-Acucena,3100500
Mg-Agua Boa,3100609
Mg-Agua Comprida,3100708
Mg-Aguanil,3100807
Mg-Aguas Formosas,3100906
Mg-Aguas Vermelhas,3101003
Mg-Aimores,3101102
Mg-Aiuruoca,3101201
Mg-Alagoa,3101300
Mg-Albertina,3101409
Mg-Alem Paraiba,3101508
Mg-Alfenas,3101607
Mg-Alfredo Vasconcelos,3101631
Mg-Almenara,3101706
Mg-Alpercata,3101805
Mg-Alpinopolis,3101904
Mg-Alterosa,3102001
Mg-Alto Caparao,3102050
Mg-Alto Rio Doce,3102100
Mg-Alvarenga,3102209
Mg-Alvinopolis,3102308
Mg-Alvorada de Minas,3102407
Mg-Amparo do Serra,3102506
Mg-Andradas,3102605
Mg-Cachoeira de Pajeu,3102704
Mg-Andrelandia,3102803
Mg-Angelandia,3102852
Mg-Antonio Carlos,3102902
Mg-Antonio Dias,3103009
Mg-Antonio Prado de Minas,3103108
Mg-Aracai,3103207
Mg-Aracitaba,3103306
Mg-Aracuai,3103405
Mg-Araguari,3103504
Mg-Arantina,3103603
Mg-Araponga,3103702
Mg-Arapora,3103751
Mg-Arapua,3103801
Mg-Araujos,3103900
Mg-Araxa,3104007
Mg-Arceburgo,3104106
Mg-Arcos,3104205
Mg-Areado,3104304
Mg-Argirita,3104403
Mg-Aricanduva,3104452
Mg-Arinos,3104502
Mg-Astolfo Dutra,3104601
Mg-Ataleia,3104700
Mg-Augusto de Lima,3104809
Mg-Baependi,3104908
Mg-Baldim,3105004
Mg-Bambui,3105103
Mg-Bandeira,3105202
Mg-Bandeira do Sul,3105301
Mg-Barao de Cocais,3105400
Mg-Barao de Monte Alto,3105509
Mg-Barbacena,3105608
Mg-Barra Longa,3105707
Mg-Barroso,3105905
Mg-Bela Vista de Minas,3106002
Mg-Belmiro Braga,3106101
Mg-Belo Horizonte,3106200
Mg-Belo Oriente,3106309
Mg-Belo Vale,3106408
Mg-Berilo,3106507
Mg-Bertopolis,3106606
Mg-Berizal,3106655
Mg-Betim,3106705
Mg-Bias Fortes,3106804
Mg-Bicas,3106903
Mg-Biquinhas,3107000
Mg-Boa Esperanca,3107109
Mg-Bocaina de Minas,3107208
Mg-Bocaiuva,3107307
Mg-Bom Despacho,3107406
Mg-Bom Jardim de Minas,3107505
Mg-Bom Jesus da Penha,3107604
Mg-Bom Jesus do Amparo,3107703
Mg-Bom Jesus do Galho,3107802
Mg-Bom Repouso,3107901
Mg-Bom Sucesso,3108008
Mg-Bonfim,3108107
Mg-Bonfinopolis de Minas,3108206
Mg-Bonito de Minas,3108255
Mg-Borda da Mata,3108305
Mg-Botelhos,3108404
Mg-Botumirim,3108503
Mg-Brasilandia de Minas,3108552
Mg-Brasilia de Minas,3108602
Mg-Bras Pires,3108701
Mg-Braunas,3108800
Mg-Brazopolis,3108909
Mg-Brumadinho,3109006
Mg-Bueno Brandao,3109105
Mg-Buenopolis,3109204
Mg-Bugre,3109253
Mg-Buritis,3109303
Mg-Buritizeiro,3109402
Mg-Cabeceira Grande,3109451
Mg-Cabo Verde,3109501
Mg-Cachoeira da Prata,3109600
Mg-Cachoeira de Minas,3109709
Mg-Cachoeira Dourada,3109808
Mg-Caetanopolis,3109907
Mg-Caete,3110004
Mg-Caiana,3110103
Mg-Cajuri,3110202
Mg-Caldas,3110301
Mg-Camacho,3110400
Mg-Camanducaia,3110509
Mg-Cambui,3110608
Mg-Cambuquira,3110707
Mg-Campanario,3110806
Mg-Campanha,3110905
Mg-Campestre,3111002
Mg-Campina Verde,3111101
Mg-Campo Azul,3111150
Mg-Campo Belo,3111200
Mg-Campo do Meio,3111309
Mg-Campo Florido,3111408
Mg-Campos Altos,3111507
Mg-Campos Gerais,3111606
Mg-Canaa,3111705
Mg-Canapolis,3111804
Mg-Cana Verde,3111903
Mg-Candeias,3112000
Mg-Cantagalo,3112059
Mg-Caparao,3112109
Mg-Capela Nova,3112208
Mg-Capelinha,3112307
Mg-Capetinga,3112406
Mg-Capim Branco,3112505
Mg-Capinopolis,3112604
Mg-Capitao Andrade,3112653
Mg-Capitao Eneas,3112703
Mg-Capitolio,3112802
Mg-Caputira,3112901
Mg-Carai,3113008
Mg-Caranaiba,3113107
Mg-Carandai,3113206
Mg-Carangola,3113305
Mg-Caratinga,3113404
Mg-Carbonita,3113503
Mg-Careacu,3113602
Mg-Carlos Chagas,3113701
Mg-Carmesia,3113800
Mg-Carmo da Cachoeira,3113909
Mg-Carmo da Mata,3114006
Mg-Carmo de Minas,3114105
Mg-Carmo do Cajuru,3114204
Mg-Carmo do Paranaiba,3114303
Mg-Carmo do Rio Claro,3114402
Mg-Carmopolis de Minas,3114501
Mg-Carneirinho,3114550
Mg-Carrancas,3114600
Mg-Carvalhopolis,3114709
Mg-Carvalhos,3114808
Mg-Casa Grande,3114907
Mg-Cascalho Rico,3115003
Mg-Cassia,3115102
Mg-Conceicao da Barra de Minas,3115201
Mg-Cataguases,3115300
Mg-Catas Altas,3115359
Mg-Catas Altas da Noruega,3115409
Mg-Catuji,3115458
Mg-Catuti,3115474
Mg-Caxambu,3115508
Mg-Cedro do Abaete,3115607
Mg-Central de Minas,3115706
Mg-Centralina,3115805
Mg-Chacara,3115904
Mg-Chale,3116001
Mg-Chapada do Norte,3116100
Mg-Chapada Gaucha,3116159
Mg-Chiador,3116209
Mg-Cipotanea,3116308
Mg-Claraval,3116407
Mg-Claro dos Pocoes,3116506
Mg-Claudio,3116605
Mg-Coimbra,3116704
Mg-Coluna,3116803
Mg-Comendador Gomes,3116902
Mg-Comercinho,3117009
Mg-Conceicao da Aparecida,3117108
Mg-Conceicao das Pedras,3117207
Mg-Conceicao das Alagoas,3117306
Mg-Conceicao de Ipanema,3117405
Mg-Conceicao do Mato Dentro,3117504
Mg-Conceicao do Para,3117603
Mg-Conceicao do Rio Verde,3117702
Mg-Conceicao dos Ouros,3117801
Mg-Conego Marinho,3117836
Mg-Confins,3117876
Mg-Congonhal,3117900
Mg-Congonhas,3118007
Mg-Congonhas do Norte,3118106
Mg-Conquista,3118205
Mg-Conselheiro Lafaiete,3118304
Mg-Conselheiro Pena,3118403
Mg-Consolacao,3118502
Mg-Contagem,3118601
Mg-Coqueiral,3118700
Mg-Coracao de Jesus,3118809
Mg-Cordisburgo,3118908
Mg-Cordislandia,3119005
Mg-Corinto,3119104
Mg-Coroaci,3119203
Mg-Coromandel,3119302
Mg-Coronel Fabriciano,3119401
Mg-Coronel Murta,3119500
Mg-Coronel Pacheco,3119609
Mg-Coronel Xavier Chaves,3119708
Mg-Corrego Danta,3119807
Mg-Corrego do Bom Jesus,3119906
Mg-Corrego Fundo,3119955
Mg-Corrego Novo,3120003
Mg-Couto de Magalhaes de Minas,3120102
Mg-Crisolita,3120151
Mg-Cristais,3120201
Mg-Cristalia,3120300
Mg-Cristiano Otoni,3120409
Mg-Cristina,3120508
Mg-Crucilandia,3120607
Mg-Cruzeiro da Fortaleza,3120706
Mg-Cruzilia,3120805
Mg-Cuparaque,3120839
Mg-Curral de Dentro,3120870
Mg-Curvelo,3120904
Mg-Datas,3121001
Mg-Delfim Moreira,3121100
Mg-Delfinopolis,3121209
Mg-Delta,3121258
Mg-Descoberto,3121308
Mg-Desterro de Entre Rios,3121407
Mg-Desterro do Melo,3121506
Mg-Diamantina,3121605
Mg-Diogo de Vasconcelos,3121704
Mg-Dionisio,3121803
Mg-Divinesia,3121902
Mg-Divino,3122009
Mg-Divino das Laranjeiras,3122108
Mg-Divinolandia de Minas,3122207
Mg-Divinopolis,3122306
Mg-Divisa Alegre,3122355
Mg-Divisa Nova,3122405
Mg-Divisopolis,3122454
Mg-Dom Bosco,3122470
Mg-Dom Cavati,3122504
Mg-Dom Joaquim,3122603
Mg-Dom Silverio,3122702
Mg-Dom Vicoso,3122801
Mg-Dona Eusebia,3122900
Mg-Dores de Campos,3123007
Mg-Dores de Guanhaes,3123106
Mg-Dores do Indaia,3123205
Mg-Dores do Turvo,3123304
Mg-Doresopolis,3123403
Mg-Douradoquara,3123502
Mg-Durande,3123528
Mg-Eloi Mendes,3123601
Mg-Engenheiro Caldas,3123700
Mg-Engenheiro Navarro,3123809
Mg-Entre Folhas,3123858
Mg-Entre Rios de Minas,3123908
Mg-Ervalia,3124005
Mg-Esmeraldas,3124104
Mg-Espera Feliz,3124203
Mg-Espinosa,3124302
Mg-Espirito Santo do Dourado,3124401
Mg-Estiva,3124500
Mg-Estrela Dalva,3124609
Mg-Estrela do Indaia,3124708
Mg-Estrela do Sul,3124807
Mg-Eugenopolis,3124906
Mg-Ewbank da Camara,3125002
Mg-Extrema,3125101
Mg-Fama,3125200
Mg-Faria Lemos,3125309
Mg-Felicio dos Santos,3125408
Mg-Sao Goncalo do Rio Preto,3125507
Mg-Felisburgo,3125606
Mg-Felixlandia,3125705
Mg-Fernandes Tourinho,3125804
Mg-Ferros,3125903
Mg-Fervedouro,3125952
Mg-Florestal,3126000
Mg-Formiga,3126109
Mg-Formoso,3126208
Mg-Fortaleza de Minas,3126307
Mg-Fortuna de Minas,3126406
Mg-Francisco Badaro,3126505
Mg-Francisco Dumont,3126604
Mg-Francisco Sa,3126703
Mg-Franciscopolis,3126752
Mg-Frei Gaspar,3126802
Mg-Frei Inocencio,3126901
Mg-Frei Lagonegro,3126950
Mg-Fronteira,3127008
Mg-Fronteira dos Vales,3127057
Mg-Fruta de Leite,3127073
Mg-Frutal,3127107
Mg-Funilandia,3127206
Mg-Galileia,3127305
Mg-Gameleiras,3127339
Mg-Glaucilandia,3127354
Mg-Goiabeira,3127370
Mg-Goiana,3127388
Mg-Goncalves,3127404
Mg-Gonzaga,3127503
Mg-Gouveia,3127602
Mg-Governador Valadares,3127701
Mg-Grao Mogol,3127800
Mg-Grupiara,3127909
Mg-Guanhaes,3128006
Mg-Guape,3128105
Mg-Guaraciaba,3128204
Mg-Guaraciama,3128253
Mg-Guaranesia,3128303
Mg-Guarani,3128402
Mg-Guarara,3128501
Mg-Guarda-Mor,3128600
Mg-Guaxupe,3128709
Mg-Guidoval,3128808
Mg-Guimarania,3128907
Mg-Guiricema,3129004
Mg-Gurinhata,3129103
Mg-Heliodora,3129202
Mg-Iapu,3129301
Mg-Ibertioga,3129400
Mg-Ibia,3129509
Mg-Ibiai,3129608
Mg-Ibiracatu,3129657
Mg-Ibiraci,3129707
Mg-Ibirite,3129806
Mg-Ibitiura de Minas,3129905
Mg-Ibituruna,3130002
Mg-Icarai de Minas,3130051
Mg-Igarape,3130101
Mg-Igaratinga,3130200
Mg-Iguatama,3130309
Mg-Ijaci,3130408
Mg-Ilicinea,3130507
Mg-Imbe de Minas,3130556
Mg-Inconfidentes,3130606
Mg-Indaiabira,3130655
Mg-Indianopolis,3130705
Mg-Ingai,3130804
Mg-Inhapim,3130903
Mg-Inhauma,3131000
Mg-Inimutaba,3131109
Mg-Ipaba,3131158
Mg-Ipanema,3131208
Mg-Ipatinga,3131307
Mg-Ipiacu,3131406
Mg-Ipuiuna,3131505
Mg-Irai de Minas,3131604
Mg-Itabira,3131703
Mg-Itabirinha,3131802
Mg-Itabirito,3131901
Mg-Itacambira,3132008
Mg-Itacarambi,3132107
Mg-Itaguara,3132206
Mg-Itaipe,3132305
Mg-Itajuba,3132404
Mg-Itamarandiba,3132503
Mg-Itamarati de Minas,3132602
Mg-Itambacuri,3132701
Mg-Itambe do Mato Dentro,3132800
Mg-Itamogi,3132909
Mg-Itamonte,3133006
Mg-Itanhandu,3133105
Mg-Itanhomi,3133204
Mg-Itaobim,3133303
Mg-Itapagipe,3133402
Mg-Itapecerica,3133501
Mg-Itapeva,3133600
Mg-Itatiaiucu,3133709
Mg-Itau de Minas,3133758
Mg-Itauna,3133808
Mg-Itaverava,3133907
Mg-Itinga,3134004
Mg-Itueta,3134103
Mg-Ituiutaba,3134202
Mg-Itumirim,3134301
Mg-Iturama,3134400
Mg-Itutinga,3134509
Mg-Jaboticatubas,3134608
Mg-Jacinto,3134707
Mg-Jacui,3134806
Mg-Jacutinga,3134905
Mg-Jaguaracu,3135001
Mg-Jaiba,3135050
Mg-Jampruca,3135076
Mg-Janauba,3135100
Mg-Januaria,3135209
Mg-Japaraiba,3135308
Mg-Japonvar,3135357
Mg-Jeceaba,3135407
Mg-Jenipapo de Minas,3135456
Mg-Jequeri,3135506
Mg-Jequitai,3135605
Mg-Jequitiba,3135704
Mg-Jequitinhonha,3135803
Mg-Jesuania,3135902
Mg-Joaima,3136009
Mg-Joanesia,3136108
Mg-Joao Monlevade,3136207
Mg-Joao Pinheiro,3136306
Mg-Joaquim Felicio,3136405
Mg-Jordania,3136504
Mg-Jose Goncalves de Minas,3136520
Mg-Jose Raydan,3136553
Mg-Josenopolis,3136579
Mg-Nova Uniao,3136603
Mg-Juatuba,3136652
Mg-Juiz de Fora,3136702
Mg-Juramento,3136801
Mg-Juruaia,3136900
Mg-Juvenilia,3136959
Mg-Ladainha,3137007
Mg-Lagamar,3137106
Mg-Lagoa da Prata,3137205
Mg-Lagoa dos Patos,3137304
Mg-Lagoa Dourada,3137403
Mg-Lagoa Formosa,3137502
Mg-Lagoa Grande,3137536
Mg-Lagoa Santa,3137601
Mg-Lajinha,3137700
Mg-Lambari,3137809
Mg-Lamim,3137908
Mg-Laranjal,3138005
Mg-Lassance,3138104
