nome,id
Pi-Sao Jose do Divino,2210052
Pi-Sao Jose do Peixe,2210102
Pi-Sao Jose do Piaui,2210201
Pi-Sao Juliao,2210300
Pi-Sao Lourenco do Piaui,2210359
Pi-Sao Luis do Piaui,2210375
Pi-Sao Miguel da Baixa Grande,2210383
Pi-Sao Miguel do Fidalgo,2210391
Pi-Sao Miguel do Tapuio,2210409
Pi-Sao Pedro do Piaui,2210508
Pi-Sao Raimundo Nonato,2210607
Pi-Sebastiao Barros,2210623
Pi-Sebastiao Leal,2210631
Pi-Sigefredo Pacheco,2210656
Pi-Simoes,2210706
Pi-Simplicio Mendes,2210805
Pi-Socorro do Piaui,2210904
Pi-Sussuapara,2210938
Pi-Tamboril do Piaui,2210953
Pi-Tanque do Piaui,2210979
Pi-Teresina,2211001
Pi-Uniao,2211100
Pi-Urucui,2211209
Pi-Valenca do Piaui,2211308
Pi-Varzea Branca,2211357
Pi-Varzea Grande,2211407
Pi-Vera Mendes,2211506
Pi-Vila Nova do Piaui,2211605
Pi-Wall Ferraz,2211704
Ce-Abaiara,2300101
Ce-Acarape,2300150
Ce-Acarau,2300200
Ce-Acopiara,2300309
Ce-Aiuaba,2300408
Ce-Alcantaras,2300507
Ce-Altaneira,2300606
Ce-Alto Santo,2300705
Ce-Amontada,2300754
Ce-Antonina do Norte,2300804
Ce-Apuiares,2300903
Ce-Aquiraz,2301000
Ce-Aracati,2301109
Ce-Aracoiaba,2301208
Ce-Ararenda,2301257
Ce-Araripe,2301307
Ce-Aratuba,2301406
Ce-Arneiroz,2301505
Ce-Assare,2301604
Ce-Aurora,2301703
Ce-Baixio,2301802
Ce-Banabuiu,2301851
Ce-Barbalha,2301901
Ce-Barreira,2301950
Ce-Barro,2302008
Ce-Barroquinha,2302057
Ce-Baturite,2302107
Ce-Beberibe,2302206
Ce-Bela Cruz,2302305
Ce-Boa Viagem,2302404
Ce-Brejo Santo,2302503
Ce-Camocim,2302602
Ce-Campos Sales,2302701
Ce-Caninde,2302800
Ce-Capistrano,2302909
Ce-Caridade,2303006
Ce-Carire,2303105
Ce-Caririacu,2303204
Ce-Carius,2303303
Ce-Carnaubal,2303402
Ce-Cascavel,2303501
Ce-Catarina,2303600
Ce-Catunda,2303659
Ce-Caucaia,2303709
Ce-Cedro,2303808
Ce-Chaval,2303907
Ce-Choro,2303931
Ce-Chorozinho,2303956
Ce-Coreau,2304004
Ce-Crateus,2304103
Ce-Crato,2304202
Ce-Croata,2304236
Ce-Cruz,2304251
Ce-Deputado Irapuan Pinheiro,2304269
Ce-Erere,2304277
Ce-Eusebio,2304285
Ce-Farias Brito,2304301
Ce-Forquilha,2304350
Ce-Fortaleza,2304400
Ce-Fortim,2304459
Ce-Frecheirinha,2304509
Ce-General Sampaio,2304608
Ce-Graca,2304657
Ce-Granja,2304707
Ce-Granjeiro,2304806
Ce-Groairas,2304905
Ce-Guaiuba,2304954
Ce-Guaraciaba do Norte,2305001
Ce-Guaramiranga,2305100
Ce-Hidrolandia,2305209
Ce-Horizonte,2305233
Ce-Ibaretama,2305266
Ce-Ibiapina,2305308
Ce-Ibicuitinga,2305332
Ce-Icapui,2305357
Ce-Ico,2305407
Ce-Iguatu,2305506
Ce-Independencia,2305605
Ce-Ipaporanga,2305654
Ce-Ipaumirim,2305704
Ce-Ipu,2305803
Ce-Ipueiras,2305902
Ce-Iracema,2306009
Ce-Iraucuba,2306108
Ce-Itaicaba,2306207
Ce-Itaitinga,2306256
Ce-Itapaje,2306306
Ce-Itapipoca,2306405
Ce-Itapiuna,2306504
Ce-Itarema,2306553
Ce-Itatira,2306603
Ce-Jaguaretama,2306702
Ce-Jaguaribara,2306801
Ce-Jaguaribe,2306900
Ce-Jaguaruana,2307007
Ce-Jardim,2307106
Ce-Jati,2307205
Ce-Jijoca de Jericoacoara,2307254
Ce-Juazeiro do Norte,2307304
Ce-Jucas,2307403
Ce-Lavras da Mangabeira,2307502
Ce-Limoeiro do Norte,2307601
Ce-Madalena,2307635
Ce-Maracanau,2307650
Ce-Maranguape,2307700
Ce-Marco,2307809
Ce-Martinopole,2307908
Ce-Massape,2308005
Ce-Mauriti,2308104
Ce-Meruoca,2308203
Ce-Milagres,2308302
Ce-Milha,2308351
Ce-Miraima,2308377
Ce-Missao Velha,2308401
Ce-Mombaca,2308500
Ce-Monsenhor Tabosa,2308609
Ce-Morada Nova,2308708
Ce-Moraujo,2308807
Ce-Morrinhos,2308906
Ce-Mucambo,2309003
Ce-Mulungu,2309102
Ce-Nova Olinda,2309201
Ce-Nova Russas,2309300
Ce-Novo Oriente,2309409
Ce-Ocara,2309458
Ce-Oros,2309508
Ce-Pacajus,2309607
Ce-Pacatuba,2309706
Ce-Pacoti,2309805
Ce-Pacuja,2309904
Ce-Palhano,2310001
Ce-Palmacia,2310100
Ce-Paracuru,2310209
Ce-Paraipaba,2310258
Ce-Parambu,2310308
Ce-Paramoti,2310407
Ce-Pedra Branca,2310506
Ce-Penaforte,2310605
Ce-Pentecoste,2310704
Ce-Pereiro,2310803
Ce-Pindoretama,2310852
Ce-Piquet Carneiro,2310902
Ce-Pires Ferreira,2310951
Ce-Poranga,2311009
Ce-Porteiras,2311108
Ce-Potengi,2311207
Ce-Potiretama,2311231
Ce-Quiterianopolis,2311264
Ce-Quixada,2311306
Ce-Quixelo,2311355
Ce-Quixeramobim,2311405
Ce-Quixere,2311504
Ce-Redencao,2311603
Ce-Reriutaba,2311702
Ce-Russas,2311801
Ce-Saboeiro,2311900
Ce-Salitre,2311959
Ce-Santana do Acarau,2312007
Ce-Santana do Cariri,2312106
Ce-Santa Quiteria,2312205
Ce-Sao Benedito,2312304
Ce-Sao Goncalo do Amarante,2312403
Ce-Sao Joao do Jaguaribe,2312502
Ce-Sao Luis do Curu,2312601
Ce-Senador Pompeu,2312700
Ce-Senador Sa,2312809
Ce-Sobral,2312908
Ce-Solonopole,2313005
Ce-Tabuleiro do Norte,2313104
Ce-Tamboril,2313203
Ce-Tarrafas,2313252
Ce-Taua,2313302
Ce-Tejucuoca,2313351
Ce-Tiangua,2313401
Ce-Trairi,2313500
Ce-Tururu,2313559
Ce-Ubajara,2313609
Ce-Umari,2313708
Ce-Umirim,2313757
Ce-Uruburetama,2313807
Ce-Uruoca,2313906
Ce-Varjota,2313955
Ce-Varzea Alegre,2314003
Ce-Vicosa do Ceara,2314102
Rn-Acari,2400109
Rn-Acu,2400208
Rn-Afonso Bezerra,2400307
Rn-Agua Nova,2400406
Rn-Alexandria,2400505
Rn-Almino Afonso,2400604
Rn-Alto do Rodrigues,2400703
Rn-Angicos,2400802
Rn-Antonio Martins,2400901
Rn-Apodi,2401008
Rn-Areia Branca,2401107
Rn-Ares,2401206
Rn-Augusto Severo,2401305
Rn-Baia Formosa,2401404
Rn-Barauna,2401453
Rn-Barcelona,2401503
Rn-Bento Fernandes,2401602
Rn-Bodo,2401651
Rn-Bom Jesus,2401701
Rn-Brejinho,2401800
Rn-Caicara do Norte,2401859
Rn-Caicara do Rio do Vento,2401909
Rn-Caico,2402006
Rn-Campo Redondo,2402105
Rn-Canguaretama,2402204
Rn-Caraubas,2402303
Rn-Carnauba dos Dantas,2402402
Rn-Carnaubais,2402501
Rn-Ceara-Mirim,2402600
Rn-Cerro Cora,2402709
Rn-Coronel Ezequiel,2402808
Rn-Coronel Joao Pessoa,2402907
Rn-Cruzeta,2403004
Rn-Currais Novos,2403103
Rn-Doutor Severiano,2403202
Rn-Parnamirim,2403251
Rn-Encanto,2403301
Rn-Equador,2403400
Rn-Espirito Santo,2403509
Rn-Extremoz,2403608
Rn-Felipe Guerra,2403707
Rn-Fernando Pedroza,2403756
Rn-Florania,2403806
Rn-Francisco Dantas,2403905
Rn-Frutuoso Gomes,2404002
Rn-Galinhos,2404101
Rn-Goianinha,2404200
Rn-Governador Dix-Sept Rosado,2404309
Rn-Grossos,2404408
Rn-Guamare,2404507
Rn-Ielmo Marinho,2404606
Rn-Ipanguacu,2404705
Rn-Ipueira,2404804
Rn-Itaja,2404853
Rn-Itau,2404903
Rn-Jacana,2405009
Rn-Jandaira,2405108
Rn-Janduis,2405207
Rn-Januario Cicco,2405306
Rn-Japi,2405405
Rn-Jardim de Angicos,2405504
Rn-Jardim de Piranhas,2405603
Rn-Jardim do Serido,2405702
Rn-Joao Camara,2405801
Rn-Joao Dias,2405900
Rn-Jose da Penha,2406007
Rn-Jucurutu,2406106
Rn-Jundia,2406155
Rn-Lagoa D Anta,2406205
Rn-Lagoa de Pedras,2406304
Rn-Lagoa de Velhos,2406403
Rn-Lagoa Nova,2406502
Rn-Lagoa Salgada,2406601
Rn-Lajes,2406700
Rn-Lajes Pintadas,2406809
Rn-Lucrecia,2406908
Rn-Luis Gomes,2407005
Rn-Macaiba,2407104
Rn-Macau,2407203
Rn-Major Sales,2407252
Rn-Marcelino Vieira,2407302
Rn-Martins,2407401
Rn-Maxaranguape,2407500
Rn-Messias Targino,2407609
Rn-Montanhas,2407708
Rn-Monte Alegre,2407807
Rn-Monte das Gameleiras,2407906
Rn-Mossoro,2408003
Rn-Natal,2408102
Rn-Nisia Floresta,2408201
Rn-Nova Cruz,2408300
Rn-Olho-D Agua do Borges,2408409
Rn-Ouro Branco,2408508
Rn-Parana,2408607
Rn-Parau,2408706
Rn-Parazinho,2408805
Rn-Parelhas,2408904
Rn-Rio do Fogo,2408953
Rn-Passa e Fica,2409100
Rn-Passagem,2409209
Rn-Patu,2409308
Rn-Santa Maria,2409332
Rn-Pau dos Ferros,2409407
Rn-Pedra Grande,2409506
Rn-Pedra Preta,2409605
Rn-Pedro Avelino,2409704
Rn-Pedro Velho,2409803
Rn-Pendencias,2409902
Rn-Piloes,2410009
Rn-Poco Branco,2410108
Rn-Portalegre,2410207
Rn-Porto do Mangue,2410256
Rn-Serra Caiada,2410306
Rn-Pureza,2410405
Rn-Rafael Fernandes,2410504
Rn-Rafael Godeiro,2410603
Rn-Riacho da Cruz,2410702
Rn-Riacho de Santana,2410801
Rn-Riachuelo,2410900
Rn-Rodolfo Fernandes,2411007
Rn-Tibau,2411056
Rn-Ruy Barbosa,2411106
Rn-Santa Cruz,2411205
Rn-Santana do Matos,2411403
Rn-Santana do Serido,2411429
Rn-Santo Antonio,2411502
Rn-Sao Bento do Norte,2411601
Rn-Sao Bento do Trairi,2411700
Rn-Sao Fernando,2411809
Rn-Sao Francisco do Oeste,2411908
Rn-Sao Goncalo do Amarante,2412005
Rn-Sao Joao do Sabugi,2412104
Rn-Sao Jose de Mipibu,2412203
Rn-Sao Jose do Campestre,2412302
Rn-Sao Jose do Serido,2412401
Rn-Sao Miguel,2412500
Rn-Sao Miguel do Gostoso,2412559
Rn-Sao Paulo do Potengi,2412609
Rn-Sao Pedro,2412708
Rn-Sao Rafael,2412807
Rn-Sao Tome,2412906
Rn-Sao Vicente,2413003
Rn-Senador Eloi de Souza,2413102
Rn-Senador Georgino Avelino,2413201
Rn-Serra de Sao Bento,2413300
Rn-Serra do Mel,2413359
Rn-Serra Negra do Norte,2413409
Rn-Serrinha,2413508
Rn-Serrinha dos Pintos,2413557
Rn-Severiano Melo,2413607
Rn-Sitio Novo,2413706
Rn-Taboleiro Grande,2413805
Rn-Taipu,2413904
Rn-Tangara,2414001
Rn-Tenente Ananias,2414100
Rn-Tenente Laurentino Cruz,2414159
Rn-Tibau do Sul,2414209
Rn-Timbauba dos Batistas,2414308
Rn-Touros,2414407
Rn-Triunfo Potiguar,2414456
Rn-Umarizal,2414506
Rn-Upanema,2414605
Rn-Varzea,2414704
Rn-Venha-Ver,2414753
Rn-Vera Cruz,2414803
Rn-Vicosa,2414902
Rn-Vila Flor,2415008
Pb-Agua Branca,2500106
Pb-Aguiar,2500205
Pb-Alagoa Grande,2500304
Pb-Alagoa Nova,2500403
Pb-Alagoinha,2500502
Pb-Alcantil,2500536
Pb-Algodao de Jandaira,2500577
Pb-Alhandra,2500601
Pb-Sao Joao do Rio do Peixe,2500700
Pb-Amparo,2500734
Pb-Aparecida,2500775
Pb-Aracagi,2500809
Pb-Arara,2500908
Pb-Araruna,2501005
Pb-Areia,2501104
Pb-Areia de Baraunas,2501153
Pb-Areial,2501203
Pb-Aroeiras,2501302
Pb-Assuncao,2501351
Pb-Baia da Traicao,2501401
Pb-Bananeiras,2501500
Pb-Barauna,2501534
Pb-Barra de Santana,2501575
Pb-Barra de Santa Rosa,2501609
Pb-Barra de Sao Miguel,2501708
Pb-Bayeux,2501807
Pb-Belem,2501906
Pb-Belem do Brejo do Cruz,2502003
Pb-Bernardino Batista,2502052
Pb-Boa Ventura,2502102
Pb-Boa Vista,2502151
Pb-Bom Jesus,2502201
Pb-Bom Sucesso,2502300
Pb-Bonito de Santa Fe,2502409
Pb-Boqueirao,2502508
Pb-Igaracy,2502607
Pb-Borborema,2502706
Pb-Brejo do Cruz,2502805
Pb-Brejo dos Santos,2502904
Pb-Caapora,2503001
Pb-Cabaceiras,2503100
Pb-Cabedelo,2503209
Pb-Cachoeira dos Indios,2503308
Pb-Cacimba de Areia,2503407
Pb-Cacimba de Dentro,2503506
Pb-Cacimbas,2503555
Pb-Caicara,2503605
Pb-Cajazeiras,2503704
Pb-Cajazeirinhas,2503753
Pb-Caldas Brandao,2503803
Pb-Camalau,2503902
Pb-Campina Grande,2504009
Pb-Capim,2504033
Pb-Caraubas,2504074
Pb-Carrapateira,2504108
Pb-Casserengue,2504157
Pb-Catingueira,2504207
Pb-Catole do Rocha,2504306
Pb-Caturite,2504355
Pb-Conceicao,2504405
Pb-Condado,2504504
Pb-Conde,2504603
Pb-Congo,2504702
Pb-Coremas,2504801
Pb-Coxixola,2504850
Pb-Cruz do Espirito Santo,2504900
Pb-Cubati,2505006
Pb-Cuite,2505105
Pb-Cuitegi,2505204
Pb-Cuite de Mamanguape,2505238
Pb-Curral de Cima,2505279
Pb-Curral Velho,2505303
Pb-Damiao,2505352
Pb-Desterro,2505402
Pb-Vista Serrana,2505501
Pb-Diamante,2505600
Pb-Dona Ines,2505709
Pb-Duas Estradas,2505808
Pb-Emas,2505907
Pb-Esperanca,2506004
Pb-Fagundes,2506103
Pb-Frei Martinho,2506202
Pb-Gado Bravo,2506251
Pb-Guarabira,2506301
Pb-Gurinhem,2506400
Pb-Gurjao,2506509
Pb-Ibiara,2506608
Pb-Imaculada,2506707
Pb-Inga,2506806
Pb-Itabaiana,2506905
Pb-Itaporanga,2507002
Pb-Itapororoca,2507101
Pb-Itatuba,2507200
Pb-Jacarau,2507309
Pb-Jerico,2507408
Pb-Joao Pessoa,2507507
Pb-Juarez Tavora,2507606
Pb-Juazeirinho,2507705
Pb-Junco do Serido,2507804
Pb-Juripiranga,2507903
Pb-Juru,2508000
Pb-Lagoa,2508109
Pb-Lagoa de Dentro,2508208
Pb-Lagoa Seca,2508307
Pb-Lastro,2508406
Pb-Livramento,2508505
Pb-Logradouro,2508554
Pb-Lucena,2508604
Pb-Mae D Agua,2508703
Pb-Malta,2508802
Pb-Mamanguape,2508901
Pb-Manaira,2509008
Pb-Marcacao,2509057
Pb-Mari,2509107
Pb-Marizopolis,2509156
Pb-Massaranduba,2509206
Pb-Mataraca,2509305
Pb-Matinhas,2509339
Pb-Mato Grosso,2509370
Pb-Matureia,2509396
Pb-Mogeiro,2509404
Pb-Montadas,2509503
Pb-Monte Horebe,2509602
Pb-Monteiro,2509701
Pb-Mulungu,2509800
Pb-Natuba,2509909
Pb-Nazarezinho,2510006
Pb-Nova Floresta,2510105
Pb-Nova Olinda,2510204
Pb-Nova Palmeira,2510303
Pb-Olho D Agua,2510402
Pb-Olivedos,2510501
Pb-Ouro Velho,2510600
Pb-Parari,2510659
Pb-Passagem,2510709
Pb-Patos,2510808
Pb-Paulista,2510907
Pb-Pedra Branca,2511004
Pb-Pedra Lavrada,2511103
Pb-Pedras de Fogo,2511202
Pb-Pianco,2511301
Pb-Picui,2511400
Pb-Pilar,2511509
Pb-Piloes,2511608
Pb-Piloezinhos,2511707
Pb-Pirpirituba,2511806
Pb-Pitimbu,2511905
Pb-Pocinhos,2512002
Pb-Poco Dantas,2512036
Pb-Poco de Jose de Moura,2512077
Pb-Pombal,2512101
Pb-Prata,2512200
Pb-Princesa Isabel,2512309
Pb-Puxinana,2512408
Pb-Queimadas,2512507
Pb-Quixaba,2512606
Pb-Remigio,2512705
Pb-Pedro Regis,2512721
Pb-Riachao,2512747
Pb-Riachao do Bacamarte,2512754
Pb-Riachao do Poco,2512762
Pb-Riacho de Santo Antonio,2512788
Pb-Riacho dos Cavalos,2512804
Pb-Rio Tinto,2512903
Pb-Salgadinho,2513000
Pb-Salgado de Sao Felix,2513109
Pb-Santa Cecilia,2513158
Pb-Santa Cruz,2513208
Pb-Santa Helena,2513307
Pb-Santa Ines,2513356
Pb-Santa Luzia,2513406
Pb-Santana de Mangueira,2513505
Pb-Santana dos Garrotes,2513604
Pb-Joca Claudino,2513653
Pb-Santa Rita,2513703
Pb-Santa Teresinha,2513802
Pb-Santo Andre,2513851
Pb-Sao Bento,2513901
Pb-Sao Bentinho,2513927
Pb-Sao Domingos do Cariri,2513943
Pb-Sao Domingos,2513968
Pb-Sao Francisco,2513984
Pb-Sao Joao do Cariri,2514008
Pb-Sao Joao do Tigre,2514107
Pb-Sao Jose da Lagoa Tapada,2514206
Pb-Sao Jose de Caiana,2514305
Pb-Sao Jose de Espinharas,2514404
Pb-Sao Jose dos Ramos,2514453
Pb-Sao Jose de Piranhas,2514503
Pb-Sao Jose de Princesa,2514552
Pb-Sao Jose do Bonfim,2514602
Pb-Sao Jose do Brejo do Cruz,2514651
Pb-Sao Jose do Sabugi,2514701
Pb-Sao Jose dos Cordeiros,2514800
Pb-Sao Mamede,2514909
Pb-Sao Miguel de Taipu,2515005
Pb-Sao Sebastiao de Lagoa de Roca,2515104
Pb-Sao Sebastiao do Umbuzeiro,2515203
Pb-Sape,2515302
Pb-Sao Vicente do Serido,2515401
Pb-Serra Branca,2515500
Pb-Serra da Raiz,2515609
Pb-Serra Grande,2515708
Pb-Serra Redonda,2515807
Pb-Serraria,2515906
Pb-Sertaozinho,2515930
Pb-Sobrado,2515971
Pb-Solanea,2516003
Pb-Soledade,2516102
Pb-Sossego,2516151
Pb-Sousa,2516201
Pb-Sume,2516300
Pb-Tacima,2516409
Pb-Taperoa,2516508
Pb-Tavares,2516607
Pb-Teixeira,2516706
Pb-Tenorio,2516755
Pb-Triunfo,2516805
Pb-Uirauna,2516904
Pb-Umbuzeiro,2517001
Pb-Varzea,2517100
Pb-Vieiropolis,2517209
Pb-Zabele,2517407
Pe-Abreu e Lima,2600054
Pe-Afogados da Ingazeira,2600104
Pe-Afranio,2600203
Pe-Agrestina,2600302
Pe-Agua Preta,2600401
Pe-Aguas Belas,2600500
Pe-Alagoinha,2600609
Pe-Alianca,2600708
Pe-Altinho,2600807
Pe-Amaraji,2600906
Pe-Angelim,2601003
Pe-Aracoiaba,2601052
Pe-Araripina,2601102
Pe-Arcoverde,2601201
Pe-Barra de Guabiraba,2601300
Pe-Barreiros,2601409
Pe-Belem de Maria,2601508
Pe-Belem do Sao Francisco,2601607
Pe-Belo Jardim,2601706
Pe-Betania,2601805
Pe-Bezerros,2601904
Pe-Bodoco,2602001
Pe-Bom Conselho,2602100
Pe-Bom Jardim,2602209
Pe-Bonito,2602308
Pe-Brejao,2602407
Pe-Brejinho,2602506
Pe-Brejo da Madre de Deus,2602605
Pe-Buenos Aires,2602704
Pe-Buique,2602803
Pe-Cabo de Santo Agostinho,2602902
Pe-Cabrobo,2603009
Pe-Cachoeirinha,2603108
Pe-Caetes,2603207
Pe-Calcado,2603306
Pe-Calumbi,2603405
Pe-Camaragibe,2603454
Pe-Camocim de Sao Felix,2603504
Pe-Camutanga,2603603
Pe-Canhotinho,2603702
Pe-Capoeiras,2603801
Pe-Carnaiba,2603900
Pe-Carnaubeira da Penha,2603926
Pe-Carpina,2604007
Pe-Caruaru,2604106
Pe-Casinhas,2604155
Pe-Catende,2604205
Pe-Cedro,2604304
Pe-Cha de Alegria,2604403
Pe-Cha Grande,2604502
Pe-Condado,2604601
Pe-Correntes,2604700
Pe-Cortes,2604809
Pe-Cumaru,2604908
Pe-Cupira,2605004
Pe-Custodia,2605103
Pe-Dormentes,2605152
Pe-Escada,2605202
Pe-Exu,2605301
Pe-Feira Nova,2605400
Pe-Fernando de Noronha,2605459
Pe-Ferreiros,2605509
Pe-Flores,2605608
Pe-Floresta,2605707
Pe-Frei Miguelinho,2605806
Pe-Gameleira,2605905
Pe-Garanhuns,2606002
Pe-Gloria do Goita,2606101
Pe-Goiana,2606200
Pe-Granito,2606309
Pe-Gravata,2606408
Pe-Iati,2606507
Pe-Ibimirim,2606606
Pe-Ibirajuba,2606705
Pe-Igarassu,2606804
Pe-Iguaracy,2606903
Pe-Inaja,2607000
Pe-Ingazeira,2607109
Pe-Ipojuca,2607208
Pe-Ipubi,2607307
Pe-Itacuruba,2607406
Pe-Itaiba,2607505
Pe-Ilha de Itamaraca,2607604
Pe-Itambe,2607653
Pe-Itapetim,2607703
Pe-Itapissuma,2607752
Pe-Itaquitinga,2607802
Pe-Jaboatao dos Guararapes,2607901
Pe-Jaqueira,2607950
Pe-Jatauba,2608008
Pe-Jatoba,2608057
Pe-Joao Alfredo,2608107
Pe-Joaquim Nabuco,2608206
Pe-Jucati,2608255
Pe-Jupi,2608305
Pe-Jurema,2608404
Pe-Lagoa do Carro,2608453
Pe-Lagoa de Itaenga,2608503
Pe-Lagoa do Ouro,2608602
Pe-Lagoa dos Gatos,2608701
Pe-Lagoa Grande,2608750
Pe-Lajedo,2608800
Pe-Limoeiro,2608909
Pe-Macaparana,2609006
Pe-Machados,2609105
Pe-Manari,2609154
Pe-Maraial,2609204
Pe-Mirandiba,2609303
Pe-Moreno,2609402
Pe-Nazare da Mata,2609501
Pe-Olinda,2609600
Pe-Orobo,2609709
Pe-Oroco,2609808
Pe-Ouricuri,2609907
Pe-Palmares,2610004
Pe-Palmeirina,2610103
Pe-Panelas,2610202
Pe-Paranatama,2610301
Pe-Parnamirim,2610400
Pe-Passira,2610509
Pe-Paudalho,2610608
Pe-Paulista,2610707
Pe-Pedra,2610806
Pe-Pesqueira,2610905
Pe-Petrolandia,2611002
Pe-Petrolina,2611101
Pe-Pocao,2611200
Pe-Pombos,2611309
Pe-Primavera,2611408
Pe-Quipapa,2611507
Pe-Quixaba,2611533
Pe-Recife,2611606
Pe-Riacho das Almas,2611705
Pe-Ribeirao,2611804
Pe-Rio Formoso,2611903
Pe-Saire,2612000
Pe-Salgadinho,2612109
Pe-Salgueiro,2612208
Pe-Saloa,2612307
Pe-Sanharo,2612406
Pe-Santa Cruz,2612455
Pe-Santa Cruz da Baixa Verde,2612471
Pe-Santa Cruz do Capibaribe,2612505
Pe-Santa Filomena,2612554
Pe-Santa Maria da Boa Vista,2612604
Pe-Santa Maria do Cambuca,2612703
Pe-Santa Terezinha,2612802
Pe-Sao Benedito do Sul,2612901
Pe-Sao Bento do Una,2613008
Pe-Sao Caitano,2613107
Pe-Sao Joao,2613206
Pe-Sao Joaquim do Monte,2613305
Pe-Sao Jose da Coroa Grande,2613404
Pe-Sao Jose do Belmonte,2613503
Pe-Sao Jose do Egito,2613602
Pe-Sao Lourenco da Mata,2613701
Pe-Sao Vicente Ferrer,2613800
Pe-Serra Talhada,2613909
Pe-Serrita,2614006
Pe-Sertania,2614105
Pe-Sirinhaem,2614204
Pe-Moreilandia,2614303
Pe-Solidao,2614402
Pe-Surubim,2614501
Pe-Tabira,2614600
Pe-Tacaimbo,2614709
Pe-Tacaratu,2614808
Pe-Tamandare,2614857
Pe-Taquaritinga do Norte,2615003
Pe-Terezinha,2615102
Pe-Terra Nova,2615201
Pe-Timbauba,2615300
Pe-Toritama,2615409
Pe-Tracunhaem,2615508
Pe-Trindade,2615607
Pe-Triunfo,2615706
Pe-Tupanatinga,2615805
Pe-Tuparetama,2615904
Pe-Venturosa,2616001
Pe-Verdejante,2616100
Pe-Vertente do Lerio,2616183
Pe-Vertentes,2616209
Pe-Vicencia,2616308
Pe-Vitoria de Santo Antao,2616407
Pe-Xexeu,2616506
Al-Agua Branca,2700102
Al-Anadia,2700201
Al-Arapiraca,2700300
Al-Atalaia,2700409
Al-Barra de Santo Antonio,2700508
Al-Barra de Sao Miguel,2700607
Al-Batalha,2700706
Al-Belem,2700805
Al-Belo Monte,2700904
Al-Boca da Mata,2701001
Al-Branquinha,2701100
Al-Cacimbinhas,2701209
Al-Cajueiro,2701308
Al-Campestre,2701357
Al-Campo Alegre,2701407
Al-Campo Grande,2701506
Al-Canapi,2701605
Al-Capela,2701704
Al-Carneiros,2701803
Al-Cha Preta,2701902
Al-Coite do Noia,2702009
Al-Colonia Leopoldina,2702108
Al-Coqueiro Seco,2702207
Al-Coruripe,2702306
Al-Craibas,2702355
Al-Delmiro Gouveia,2702405
Al-Dois Riachos,2702504
Al-Estrela de Alagoas,2702553
Al-Feira Grande,2702603
Al-Feliz Deserto,2702702
Al-Flexeiras,2702801
Al-Girau do Ponciano,2702900
Al-Ibateguara,2703007
Al-Igaci,2703106
Al-Igreja Nova,2703205
Al-Inhapi,2703304
Al-Jacare dos Homens,2703403
Al-Jacuipe,2703502
Al-Japaratinga,2703601
Al-Jaramataia,2703700
Al-Jequia da Praia,2703759
Al-Joaquim Gomes,2703809
Al-Jundia,2703908
Al-Junqueiro,2704005
Al-Lagoa da Canoa,2704104
Al-Limoeiro de Anadia,2704203
Al-Maceio,2704302
Al-Major Isidoro,2704401
Al-Maragogi,2704500
Al-Maravilha,2704609
Al-Marechal Deodoro,2704708
Al-Maribondo,2704807
Al-Mar Vermelho,2704906
Al-Mata Grande,2705002
Al-Matriz de Camaragibe,2705101
Al-Messias,2705200
Al-Minador do Negrao,2705309
Al-Monteiropolis,2705408
Al-Murici,2705507
Al-Novo Lino,2705606
Al-Olho D Agua das Flores,2705705
Al-Olho D Agua do Casado,2705804
Al-Olho D Agua Grande,2705903
Al-Olivenca,2706000
Al-Ouro Branco,2706109
Al-Palestina,2706208
Al-Palmeira dos Indios,2706307
Al-Pao de Acucar,2706406
Al-Pariconha,2706422
Al-Paripueira,2706448
Al-Passo de Camaragibe,2706505
Al-Paulo Jacinto,2706604
Al-Penedo,2706703
Al-Piacabucu,2706802
Al-Pilar,2706901
Al-Pindoba,2707008
Al-Piranhas,2707107
Al-Poco das Trincheiras,2707206
Al-Porto Calvo,2707305
Al-Porto de Pedras,2707404
Al-Porto Real do Colegio,2707503
Al-Quebrangulo,2707602
Al-Rio Largo,2707701
Al-Roteiro,2707800
Al-Santa Luzia do Norte,2707909
Al-Santana do Ipanema,2708006
Al-Santana do Mundau,2708105
Al-Sao Bras,2708204
Al-Sao Jose da Laje,2708303
Al-Sao Jose da Tapera,2708402
Al-Sao Luis do Quitunde,2708501
Al-Sao Miguel dos Campos,2708600
Al-Sao Miguel dos Milagres,2708709
Al-Sao Sebastiao,2708808
Al-Satuba,2708907
Al-Senador Rui Palmeira,2708956
Al-Tanque D Arca,2709004
Al-Taquarana,2709103
Al-Teotonio Vilela,2709152
Al-Traipu,2709202
Al-Uniao dos Palmares,2709301
Al-Vicosa,2709400
Se-Amparo de Sao Francisco,2800100
Se-Aquidaba,2800209
Se-Aracaju,2800308
Se-Araua,2800407
Se-Areia Branca,2800506
Se-Barra dos Coqueiros,2800605
Se-Boquim,2800670
Se-Brejo Grande,2800704
Se-Campo do Brito,2801009
Se-Canhoba,2801108
Se-Caninde de Sao Francisco,2801207
Se-Capela,2801306
Se-Carira,2801405
Se-Carmopolis,2801504
Se-Cedro de Sao Joao,2801603
Se-Cristinapolis,2801702
Se-Cumbe,2801900
Se-Divina Pastora,2802007
Se-Estancia,2802106
Se-Feira Nova,2802205
